Location,Cleaned Location,Latitude,Longitude
"832 E LOCUST ST,MKE","832 E LOCUST ST, MILWAUKEE, WI",43.07125300000001,-87.900611
"7527 W MELVINA ST,MKE","7527 W MELVINA ST, MILWAUKEE, WI",43.087909,-88.006725
"8259 N 97TH ST,MKE","8259 N 97TH ST, MILWAUKEE, WI",43.16894600000001,-88.033625
"3511 W LISBON AV,MKE","3511 W LISBAV, MILWAUKEE, WI",43.011264,-87.958409
"3805 N 76TH ST,MKE","3805 N 76TH ST, MILWAUKEE, WI",43.086449,-88.007632
"2427 W MELVINA ST,MKE","2427 W MELVINA ST, MILWAUKEE, WI",43.087741,-87.942858
"1450 N 40TH ST,MKE","1450 N 40TH ST, MILWAUKEE, WI",43.049883,-87.96321999999998
"2478 N 26TH ST,MKE","2478 N 26TH ST, MILWAUKEE, WI",43.064202,-87.94581099999998
"754 S LAYTON BL,MKE","754 S LAYTBL, MILWAUKEE, WI",43.011264,-87.958409
"1900-BLOCK N 5TH ST,MKE","1900- N 5TH ST, MILWAUKEE, WI",43.05503,-87.91718900000002
"2430 N 26TH ST,MKE","2430 N 26TH ST, MILWAUKEE, WI",43.063116,-87.94579300000002
"3165 N 41ST ST,MKE","3165 N 41ST ST, MILWAUKEE, WI",43.07659500000001,-87.964647
"524 W ORCHARD ST,MKE","524 W ORCHARD ST, MILWAUKEE, WI",43.016199,-87.91720699999998
"2449 N 2ND ST,MKE","2449 N 2ND ST, MILWAUKEE, WI",43.063204,-87.912963
"5300 N 34TH ST,MKE","5300 N 34TH ST, MILWAUKEE, WI",43.113867,-87.954729
"1638 N 28TH ST,MKE","1638 N 28TH ST, MILWAUKEE, WI",43.052304,-87.948392
"1732 N HUMBOLDT AV,MKE","1732 N HUMBOLDT AV, MILWAUKEE, WI",43.053733,-87.897638
"1714 W GALENA ST,MKE","1714 W GALENA ST, MILWAUKEE, WI",43.051591,-87.934389
"3201 W SILVER SPRING DR,MKE","3201 W SILVER SPRING DR, MILWAUKEE, WI",43.119258,-87.95263100000004
"209 S 1ST ST,MKE","209 S 1ST ST, MILWAUKEE, WI",43.029055,-87.911185
"3634 W BURNHAM ST,MKE","3634 W BURNHAM ST, MILWAUKEE, WI",43.01049,-87.95993399999998
"6204 W BIRCH AV,MKE","6204 W BIRCH AV, MILWAUKEE, WI",43.117843,-87.988866
"3117 W DRURY LA,MKE","3117 W DRURY LA, MILWAUKEE, WI",42.985696,-87.953974
"2522 W STATE ST,MKE","2522 W STATE ST, MILWAUKEE, WI",43.04348,-87.945526
"2202 N NEWHALL ST,MKE","2202 N NEWHALL ST, MILWAUKEE, WI",43.059463,-87.89036899999998
"2743 N CRAMER ST,MKE","2743 N CRAMER ST, MILWAUKEE, WI",43.06833,-87.88699799999998
"4860 N 19TH PL,MKE","4860 N 19TH PL, MILWAUKEE, WI",43.105662,-87.93518399999998
"5681 N 89TH ST,MKE","5681 N 89TH ST, MILWAUKEE, WI",43.121323,-88.023524
"815 W LINCOLN AV,MKE","815 W LINCOLN AV, MILWAUKEE, WI",43.002679,-87.921337
"N 30TH ST / W HAMPTON AV,MKE","N 30TH ST & W HAMPTAV, MILWAUKEE, WI",43.066886,-87.950964
"3859 N 76TH ST,MKE","3859 N 76TH ST, MILWAUKEE, WI",43.087546,-88.00761899999998
"N 56TH ST / W SHERIDAN AV,MKE","N 56TH ST & W SHERIDAN AV, MILWAUKEE, WI",43.117519,-87.982416
"1235 E HOWARD AV,MKE","1235 E HOWARD AV, MILWAUKEE, WI",42.97342,-87.893079
"2557 N 24TH ST,MKE","2557 N 24TH ST, MILWAUKEE, WI",43.065507,-87.94278
"4567 N 41ST ST,MKE","4567 N 41ST ST, MILWAUKEE, WI",43.10017,-87.96410300000002
"1642 S 3RD ST,MKE","1642 S 3RD ST, MILWAUKEE, WI",43.013335,-87.913493
"4570 N 41ST ST,MKE","4570 N 41ST ST, MILWAUKEE, WI",43.100499,-87.96351999999996
"2561 N 24TH ST,MKE","2561 N 24TH ST, MILWAUKEE, WI",43.065594,-87.942782
"2531 W VICTORY LA,MKE","2531 W VICTORY LA, MILWAUKEE, WI",43.101213,-87.94517900000002
"1432 S 15TH ST,MKE","1432 S 15TH ST, MILWAUKEE, WI",43.01626,-87.930364
"2131 W CAPITOL DR,MKE","2131 W CAPITOL DR, MILWAUKEE, WI",43.089279,-87.93905500000002
"3087 S KINNICKINNIC AV,MKE","3087 S KINNICKINNIC AV, MILWAUKEE, WI",42.988526,-87.883973
"2603 N 8TH ST,MKE","2603 N 8TH ST, MILWAUKEE, WI",43.065898,-87.921662
"N 51ST ST / W CENTER ST,MKE","N 51ST ST & W CENTER ST, MILWAUKEE, WI",43.067969,-87.977479
"2238 S 34TH ST,MKE","2238 S 34TH ST, MILWAUKEE, WI",43.00389600000001,-87.956287
"S 84TH ST / W HOWARD AV,MKE","S 84TH ST & W HOWARD AV, MILWAUKEE, WI",42.973729,-88.01785100000002
"2009 E OKLAHOMA AV,MKE","2009 E OKLAHOMA AV, MILWAUKEE, WI",42.987907,-87.884395
"2339 N MURRAY AV,MKE","2339 N MURRAY AV, MILWAUKEE, WI",43.061094,-87.88589499999998
"846 N 28TH ST,MKE","846 N 28TH ST, MILWAUKEE, WI",43.041379,-87.94850799999998
"2422 S HOWELL AV,MKE","2422 S HOWELL AV, MILWAUKEE, WI",43.000498,-87.90437
"1200 E SINGER CR,MKE","1200 E SINGER CR, MILWAUKEE, WI",43.085504,-87.895101
"2217 W ORCHARD ST,MKE","2217 W ORCHARD ST, MILWAUKEE, WI",43.015854,-87.941041
"W HIGHLAND BL / W VLIET ST,MKE","W HIGHLAND BL & W VLIET ST, MILWAUKEE, WI",43.046841,-87.965453
"3110 W MADISON ST,MKE","3110 W MADISST, MILWAUKEE, WI",43.011264,-87.958409
"904 W GREENFIELD AV,MKE","904 W GREENFIELD AV, MILWAUKEE, WI",43.017224,-87.922732
"5242 W AUER AV,MKE","5242 W AUER AV, MILWAUKEE, WI",43.077249,-87.978927
"1950 S 35TH ST,MKE","1950 S 35TH ST, MILWAUKEE, WI",43.009347,-87.95756
"3168 N WEIL ST,MKE","3168 N WEIL ST, MILWAUKEE, WI",43.076216,-87.898595
"8198 W DAPHNE ST,MKE","8198 W DAPHNE ST, MILWAUKEE, WI",43.139516,-88.013648
"2803 N 53RD ST,MKE","2803 N 53RD ST, MILWAUKEE, WI",43.069931,-87.980051
"2652 N 25TH ST,MKE","2652 N 25TH ST, MILWAUKEE, WI",43.067198,-87.944497
"S 76TH ST / W DIXON ST,MKE","S 76TH ST & W DIXST, MILWAUKEE, WI",42.99565,-88.00740400000002
"2211 N 34TH ST,MKE","2211 N 34TH ST, MILWAUKEE, WI",43.059379,-87.956485
"1957 S 30TH ST,MKE","1957 S 30TH ST, MILWAUKEE, WI",43.00904600000001,-87.951912
"2429 N RICHARDS ST,MKE","2429 N RICHARDS ST, MILWAUKEE, WI",43.062694,-87.908054
"1326 W LINCOLN AV,MKE","1326 W LINCOLN AV, MILWAUKEE, WI",43.003049,-87.929509
"6025 N 41ST ST,MKE","6025 N 41ST ST, MILWAUKEE, WI",43.128392,-87.965171
"3413 S 26TH ST,MKE","3413 S 26TH ST, MILWAUKEE, WI",42.98272,-87.94725600000002
"2416 W KILBOURN AV,MKE","2416 W KILBOURN AV, MILWAUKEE, WI",43.041771,-87.94312
"3008 S 61ST ST,MKE","3008 S 61ST ST, MILWAUKEE, WI",42.990329,-87.988646
"1828 N 32ND ST,MKE","1828 N 32ND ST, MILWAUKEE, WI",43.054902,-87.953576
"1545 W HOPKINS ST,MKE","1545 W HOPKINS ST, MILWAUKEE, WI",43.071562,-87.93232900000002
**1100-1200 N WATER**,"**1100-1200 N WATER**, MILWAUKEE, WI",43.011264,-87.958409
"4046 N 83RD ST,MKE","4046 N 83RD ST, MILWAUKEE, WI",43.090927,-88.01581800000002
**700-BLK N MILWAUKEE**,"**700- N MILWAUKEE**, MILWAUKEE, WI",43.011264,-87.958409
"4904 N 51ST BL,MKE","4904 N 51ST BL, MILWAUKEE, WI",43.106666,-87.97590699999998
**700-800 BLK N JEFFERSON**,"**700-800 N JEFFERSON**, MILWAUKEE, WI",43.011264,-87.958409
**600 N WATER**,"**600 N WATER**, MILWAUKEE, WI",43.011264,-87.958409
**1100 N OLD WORLD THIRD**,"**1100 N OLD WORLD THIRD**, MILWAUKEE, WI",43.011264,-87.958409
"N OAKLAND AV / E BRADFORD AV,MKE","N OAKLAND AVE & E BRADFORD AV, MILWAUKEE, WI",43.063741,-87.88802700000002
"4900 S 23RD ST,MKE","4900 S 23RD ST, MILWAUKEE, WI",42.955882,-87.94386800000002
"2553 N 9TH ST,MKE","2553 N 9TH ST, MILWAUKEE, WI",43.065166,-87.923029
"E PLEASANT ST / N PALMER ST,MKE","E PLEASANT ST & N PALMER ST, MILWAUKEE, WI",43.052507,-87.90978
"3027 N 1ST ST,MKE","3027 N 1ST ST, MILWAUKEE, WI",43.07357,-87.91135200000002
"1555 S 5TH ST,MKE","1555 S 5TH ST, MILWAUKEE, WI",43.014765,-87.917186
"E ROYALL PL / N PROSPECT AV,MKE","E ROYALL PL & N PROSPECT AV, MILWAUKEE, WI",43.053978,-87.891319
"2150-A N PALMER ST,MKE","2150-A N PALMER ST, MILWAUKEE, WI",43.058899,-87.909301
"6635 W CAPITOL DR,MKE","6635 W CAPITOL DR, MILWAUKEE, WI",43.089609,-87.995554
"2120 W MELVINA ST,MKE","2120 W MELVINA ST, MILWAUKEE, WI",43.088042,-87.939128
"3326 W MC KINLEY BL,MKE","3326 W MC KINLEY BL, MILWAUKEE, WI",43.04762,-87.956079
"2644 N 47TH ST,MKE","2644 N 47TH ST, MILWAUKEE, WI",43.06710800000001,-87.971991
"2655 N 45TH ST,MKE","2655 N 45TH ST, MILWAUKEE, WI",43.067316,-87.970229
"N 19TH ST / W CONGRESS ST,MKE","N 19TH ST & W CONGRESS ST, MILWAUKEE, WI",43.094098,-87.934289
"N FARWELL AV / E BRADY ST,MKE","N FARWELL AVE & E BRADY ST, MILWAUKEE, WI",43.052931,-87.89232700000002
"3782 N 13TH ST,MKE","3782 N 13TH ST, MILWAUKEE, WI",43.086433,-87.926738
"6637 N 42ND ST,MKE","6637 N 42ND ST, MILWAUKEE, WI",43.138433,-87.964814
"630 N 90TH ST,MKE","630 N 90TH ST, MILWAUKEE, WI",43.037885,-88.024312
"S 10TH ST / W BURNHAM ST,MKE","S 10TH ST & W BURNHAM ST, MILWAUKEE, WI",43.01016,-87.924189
"3258 S 9TH PL,MKE","3258 S 9TH PL, MILWAUKEE, WI",42.985144,-87.923576
"N LINCOLN MEMORIAL DR / E RAVINE RD,MKE","N LINCOLN MEMORIAL DR & E RAVINE RD, MILWAUKEE, WI",43.06962,-87.871736
"9200 W BROWN DEER RD,MKE","9200 W BROWN DEER RD, MILWAUKEE, WI",43.177738,-88.02533100000002
"5747 N 39TH ST,MKE","5747 N 39TH ST, MILWAUKEE, WI",43.122484,-87.96129300000004
"6815 W CAPITOL DR,MKE","6815 W CAPITOL DR, MILWAUKEE, WI",43.089422,-87.997751
"4010 N TEUTONIA AV,MKE","4010 N TEUTONIA AV, MILWAUKEE, WI",43.089957,-87.93876999999998
"2807 N 45TH ST,MKE","2807 N 45TH ST, MILWAUKEE, WI",43.069995,-87.970186
"4010 W CAPITOL DR,MKE","4010 W CAPITOL DR, MILWAUKEE, WI",43.089976,-87.963211
"N 24TH PL / W BURLEIGH ST,MKE","N 24TH PL & W BURLEIGH ST, MILWAUKEE, WI",43.075172,-87.94355
"W KEEFE AVENUE PK / W APPLETON AV,MKE","W KEEFE AVENUE PK & W APPLETAV, MILWAUKEE, WI",43.082659,-87.965424
"3501 W TOWNSEND ST,MKE","3501 W TOWNSEND ST, MILWAUKEE, WI",43.081276,-87.957216
"4338 N 67TH ST,MKE","4338 N 67TH ST, MILWAUKEE, WI",43.096343,-87.995267
"N 77TH ST / W BENDER AV,MKE","N 77TH ST & W BENDER AV, MILWAUKEE, WI",43.13234,-88.007253
"E CENTER ST / N WEIL ST,MKE","E CENTER ST & N WEIL ST, MILWAUKEE, WI",43.067455,-87.899135
"W BALDWIN ST / W FOND DU LAC AV,MKE","W BALDWIN ST & W FOND DU LAC AV, MILWAUKEE, WI",43.100073,-87.989269
"9000 W KAUL AV,MKE","9000 W KAUL AV, MILWAUKEE, WI",43.128659000000006,-88.024436
"1315 N 46TH ST,MKE","1315 N 46TH ST, MILWAUKEE, WI",43.047817,-87.971593
"2526 S 35TH ST,MKE","2526 S 35TH ST, MILWAUKEE, WI",42.998717,-87.957516
"3079 N 40TH ST,MKE","3079 N 40TH ST, MILWAUKEE, WI",43.075042,-87.963509
"3873 N 75TH ST,MKE","3873 N 75TH ST, MILWAUKEE, WI",43.087828,-88.00620699999996
"944 N 25TH ST,MKE","944 N 25TH ST, MILWAUKEE, WI",43.04245,-87.944299
"10745 W APPLETON AV,MKE","10745 W APPLETAV, MILWAUKEE, WI",43.011264,-87.958409
"9354 W HEATHER AV,MKE","9354 W HEATHER AV, MILWAUKEE, WI",43.174085,-88.026645
"2481 W LOCUST ST,MKE","2481 W LOCUST ST, MILWAUKEE, WI",43.071324,-87.944581
"9179 W BURLEIGH ST,MKE","9179 W BURLEIGH ST, MILWAUKEE, WI",43.074907,-88.027113
"3126 S 39TH ST,MKE","3126 S 39TH ST, MILWAUKEE, WI",42.987674,-87.962556
"931 W NATIONAL AV,MKE","931 W NATIONAL AV, MILWAUKEE, WI",43.022925,-87.923456
"3450 N 23RD ST,MKE","3450 N 23RD ST, MILWAUKEE, WI",43.082294,-87.940634
"4355 N 73RD ST,MKE","4355 N 73RD ST, MILWAUKEE, WI",43.096598,-88.00338599999998
"1744 S 16TH ST,MKE","1744 S 16TH ST, MILWAUKEE, WI",43.011255,-87.932686
"1622 W MITCHELL ST,MKE","1622 W MITCHELL ST, MILWAUKEE, WI",43.012468,-87.933675
"E WEBSTER PL / N PROSPECT AV,MKE","E WEBSTER PL & N PROSPECT AV, MILWAUKEE, WI",43.064906,-87.880588
"3520 W CHAMBERS ST,MKE","3520 W CHAMBERS ST, MILWAUKEE, WI",43.073486,-87.958116
"N 12TH ST / W KEEFE AV,MKE","N 12TH ST & W KEEFE AV, MILWAUKEE, WI",43.081671,-87.92608
"2851 N TEUTONIA AV,MKE","2851 N TEUTONIA AV, MILWAUKEE, WI",43.070336,-87.930254
"1445 S 32ND ST,MKE","1445 S 32ND ST, MILWAUKEE, WI",43.015996,-87.95444499999998
8841 W POPLAR,"8841 W POPLAR, MILWAUKEE, WI",43.167187,-87.89972
"730 N 23RD ST,MKE","730 N 23RD ST, MILWAUKEE, WI",43.039601,-87.941177
"2831 W CAPITOL DR,MKE","2831 W CAPITOL DR, MILWAUKEE, WI",43.089467,-87.949162
"5625 W CAPITOL DR,MKE","5625 W CAPITOL DR, MILWAUKEE, WI",43.089605,-87.983981
"7400 N 76TH ST,MKE","7400 N 76TH ST, MILWAUKEE, WI",43.152605,-88.004933
"7520 W CONGRESS ST,MKE","7520 W CONGRESS ST, MILWAUKEE, WI",43.097363,-88.00592900000002
"7700 N 60TH ST,MKE","7700 N 60TH ST, MILWAUKEE, WI",43.157905,-87.984915
"2529 N BARTLETT AV,MKE","2529 N BARTLETT AV, MILWAUKEE, WI",43.064532,-87.889507
"6100 W CAPITOL DR,MKE","6100 W CAPITOL DR, MILWAUKEE, WI",43.090287,-87.988337
"7800-BLK N 53RD ST,MKE","7800- N 53RD ST, MILWAUKEE, WI",43.159478,-87.976582
"S 15TH PL / W ORCHARD ST,MKE","S 15TH PL & W ORCHARD ST, MILWAUKEE, WI",43.016019,-87.931925
"2530 N 28TH ST,MKE","2530 N 28TH ST, MILWAUKEE, WI",43.064962,-87.948255
"1122 N EDISON ST,MKE","1122 N EDISST, MILWAUKEE, WI",43.011264,-87.958409
"3258 N 22ND ST,MKE","3258 N 22ND ST, MILWAUKEE, WI",43.078167,-87.93934399999998
"4547 N 65TH ST,MKE","4547 N 65TH ST, MILWAUKEE, WI",43.10018400000001,-87.993387
"2127 W GARFIELD AV,MKE","2127 W GARFIELD AV, MILWAUKEE, WI",43.058611,-87.939394
"6666 N 77TH ST,MKE","6666 N 77TH ST, MILWAUKEE, WI",43.139141,-88.006059
"3324 N DOWNER AV,MKE","3324 N DOWNER AV, MILWAUKEE, WI",43.078204,-87.877377
"W CAPITOL DR / N 74TH ST,MKE","W CAPITOL DR & N 74TH ST, MILWAUKEE, WI",43.088861,-88.004761
"2068 S 16TH ST,MKE","2068 S 16TH ST, MILWAUKEE, WI",43.00686,-87.932949
"3500 W CAPITOL DR,MKE","3500 W CAPITOL DR, MILWAUKEE, WI",43.09017,-87.95742299999998
"N MILWAUKEE ST / E WISCONSIN AV,MKE","N MILWAUKEE ST & E WISCONSIN AV, MILWAUKEE, WI",43.03873,-87.906526
"3022 N OAKLAND AV,MKE","3022 N OAKLAND AV, MILWAUKEE, WI",43.073356,-87.887426
"3100 S 68TH ST,MKE","3100 S 68TH ST, MILWAUKEE, WI",42.988501,-87.99772800000002
"3316 W LINCOLN AV,MKE","3316 W LINCOLN AV, MILWAUKEE, WI",43.003295,-87.956059
"2441 W CAPITOL DR,MKE","2441 W CAPITOL DR, MILWAUKEE, WI",43.089441,-87.94320400000002
"8014 W FOND DU LAC AV,MKE","8014 W FOND DU LAC AV, MILWAUKEE, WI",43.117721,-88.010719
"N OAKLAND AV / E PROVIDENCE AV,MKE","N OAKLAND AVE & E PROVIDENCE AV, MILWAUKEE, WI",43.08149,-87.888902
"6545 W FOND DU LAC AV,MKE","6545 W FOND DU LAC AV, MILWAUKEE, WI",43.103254,-87.99305
"5358 S 24TH ST,MKE","5358 S 24TH ST, MILWAUKEE, WI",42.94726,-87.944801
"3051 N OAKLAND AV,MKE","3051 N OAKLAND AV, MILWAUKEE, WI",43.073881,-87.888178
"2648 N PALMER ST,MKE","2648 N PALMER ST, MILWAUKEE, WI",43.066782,-87.909162
"W LINCOLN CREEK PK / N TEUTONIA AV,MKE","W LINCOLN CREEK PK & N TEUTONIA AV, MILWAUKEE, WI",43.109766,-87.947773
"3260 N MARYLAND AV,MKE","3260 N MARYLAND AV, MILWAUKEE, WI",43.077072,-87.882696
"N MARSHALL ST / E JUNEAU AV,MKE","N MARSHALL ST & E JUNEAU AV, MILWAUKEE, WI",43.045709,-87.901003
"4000 W PARK HILL AV,MKE","4000 W PARK HILL AV, MILWAUKEE, WI",43.032872,-87.966931
"3047 N 27TH ST,MKE","3047 N 27TH ST, MILWAUKEE, WI",43.074406,-87.947574
"2300-BLK W MC KINLEY AV,MKE","2300- W MC KINLEY AV, MILWAUKEE, WI",43.011264,-87.958409
"1952 N 34TH ST,MKE","1952 N 34TH ST, MILWAUKEE, WI",43.056289,-87.955949
"3134 S 80TH ST,MKE","3134 S 80TH ST, MILWAUKEE, WI",42.987398,-88.01218100000001
"2010 N 29TH ST,MKE","2010 N 29TH ST, MILWAUKEE, WI",43.056689,-87.949572
"9051 N 95TH ST,MKE","9051 N 95TH ST, MILWAUKEE, WI",43.180615,-88.02644699999998
"2241 W CAPITOL DR,MKE","2241 W CAPITOL DR, MILWAUKEE, WI",43.089508,-87.939982
"3801 W OKLAHOMA AV,MKE","3801 W OKLAHOMA AV, MILWAUKEE, WI",42.98810200000001,-87.961673
"N 18TH ST / W VLIET ST,MKE","N 18TH ST & W VLIET ST, MILWAUKEE, WI",43.048581,-87.935299
"N CASS ST / E LYON ST,MKE","N CASS ST & E LYST, MILWAUKEE, WI",43.046923,-87.902091
"11920 W SILVER SPRING DR,MKE","11920 W SILVER SPRING DR, MILWAUKEE, WI",43.117178,-88.061026
"7130 W CHAMBERS CT,MKE","7130 W CHAMBERS CT, MILWAUKEE, WI",43.073795,-88.00137600000002
"410 W HAMPTON AV,MKE","410 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409
"N 7TH ST / W MELVINA ST,MKE","N 7TH ST & W MELVINA ST, MILWAUKEE, WI",43.088273,-87.919653
"N 107TH ST / W APPLETON AV,MKE","N 107TH ST & W APPLETAV, MILWAUKEE, WI",43.143474,-88.04515
"3300 W BURNHAM ST,MKE","3300 W BURNHAM ST, MILWAUKEE, WI",43.010469,-87.954755
"2544 N FREDERICK AV,MKE","2544 N FREDERICK AV, MILWAUKEE, WI",43.064644,-87.883849
"1820 W REYNOLDS PL,MKE","1820 W REYNOLDS PL, MILWAUKEE, WI",43.024225,-87.93704699999998
"5711 N 91ST ST,MKE","5711 N 91ST ST, MILWAUKEE, WI",43.121607,-88.026163
"2616 N FREDERICK AV,MKE","2616 N FREDERICK AV, MILWAUKEE, WI",43.066543,-87.883822
"3705 W HAMPTON AV,MKE","3705 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409
"3727 N 41ST ST,MKE","3727 N 41ST ST, MILWAUKEE, WI",43.084944,-87.964511
"2521 S 30TH ST,MKE","2521 S 30TH ST, MILWAUKEE, WI",42.998971,-87.952083
"N 24TH PL / W KEEFE AV,MKE","N 24TH PL & W KEEFE AV, MILWAUKEE, WI",43.082485,-87.943689
"2400 S CHASE AV,MKE","2400 S CHASE AV, MILWAUKEE, WI",43.001703000000006,-87.916881
"2517 W ORCHARD ST,MKE","2517 W ORCHARD ST, MILWAUKEE, WI",43.015844,-87.94519100000002
"4502 W LLOYD ST,MKE","4502 W LLOYD ST, MILWAUKEE, WI",43.057356,-87.97016500000002
"913 E KILBOURN AV,MKE","913 E KILBOURN AV, MILWAUKEE, WI",43.042505,-87.900052
"E KENWOOD BL / N STOWELL AV,MKE","E KENWOOD BL & N STOWELL AV, MILWAUKEE, WI",43.011264,-87.958409
"8136 W SHERIDAN AV,MKE","8136 W SHERIDAN AV, MILWAUKEE, WI",43.116116,-88.013002
"2800 S SUPERIOR ST,MKE","2800 S SUPERIOR ST, MILWAUKEE, WI",42.994266,-87.884264
"W FOND DU LAC AV / W VANCE PL,MKE","W FOND DU LAC AVE & W VANCE PL, MILWAUKEE, WI",43.096116,-87.984093
"1024 W GREENFIELD AV,MKE","1024 W GREENFIELD AV, MILWAUKEE, WI",43.017322,-87.924654
700 W GREENFIELD,"700 W GREENFIELD, MILWAUKEE, WI",43.01689,-87.919679
"S 19TH ST / W NATIONAL AV,MKE","S 19TH ST & W NATIONAL AV, MILWAUKEE, WI",43.022807,-87.936807
"1200 W LAYTON AV,MKE","1200 W LAYTAV, MILWAUKEE, WI",43.011264,-87.958409
"3200 W FOREST HOME AV,MKE","3200 W FOREST HOME AV, MILWAUKEE, WI",42.996993,-87.954293
"W LISBON AV / N 36TH ST,MKE","W LISBAV & N 36TH ST, MILWAUKEE, WI",43.011264,-87.958409
"709 W BURNHAM ST,MKE","709 W BURNHAM ST, MILWAUKEE, WI",43.009892,-87.920309
"307 E WISCONSIN AV,MKE","307 E WISCONSIN AV, MILWAUKEE, WI",43.038376,-87.907286
"2250 W LOCUST ST,MKE","2250 W LOCUST ST, MILWAUKEE, WI",43.071628,-87.940444
"S 2ND ST / W BECHER ST,MKE","S 2ND ST & W BECHER ST, MILWAUKEE, WI",43.016045,-87.91260600000004
"2207 N 38TH ST,MKE","2207 N 38TH ST, MILWAUKEE, WI",43.05944,-87.96137
"2117 W CHERRY ST,MKE","2117 W CHERRY ST, MILWAUKEE, WI",43.04974,-87.93944499999998
"10613 W HAMPTON AV,MKE","10613 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409
"4100 S 5TH ST,MKE","4100 S 5TH ST, MILWAUKEE, WI",42.970342,-87.91694
"5253 N 37TH ST,MKE","5253 N 37TH ST, MILWAUKEE, WI",43.113078,-87.959103
"3013 W NATIONAL AV,MKE","3013 W NATIONAL AV, MILWAUKEE, WI",43.021639,-87.951885
"3320 N 23RD ST,MKE","3320 N 23RD ST, MILWAUKEE, WI",43.079221,-87.940646
"9507 W LANGLADE ST,MKE","9507 W LANGLADE ST, MILWAUKEE, WI",43.126941,-88.03096
"2729 W ATKINSON AV,MKE","2729 W ATKINSAV, MILWAUKEE, WI",43.097625,-87.947823
"N 28TH ST / W ATKINSON AV,MKE","N 28TH ST & W ATKINSAV, MILWAUKEE, WI",43.098023,-87.948036
"2240 W FOREST HOME AV,MKE","2240 W FOREST HOME AV, MILWAUKEE, WI",43.004213,-87.942432
"1700 E WILBUR AV,MKE","1700 E WILBUR AV, MILWAUKEE, WI",42.977328,-87.935147
"2909 N HOLTON ST,MKE","2909 N HOLTST, MILWAUKEE, WI",43.011264,-87.958409
"1305 N BROADWAY,MKE","1305 N BROADWAY, MILWAUKEE, WI",43.047688,-87.909177
E ERIE ST / E SUMMERFEST,"E ERIE ST & E SUMMERFEST, MILWAUKEE, WI",43.028816,-87.904074
"3200 S 70TH ST,MKE","3200 S 70TH ST, MILWAUKEE, WI",42.98663,-87.999623
"1805 E PARK PL,MKE","1805 E PARK PL, MILWAUKEE, WI",43.067195,-87.887502
"E ERIE ST / E SUMMERFEST PL,MKE","E ERIE ST & E SUMMERFEST PL, MILWAUKEE, WI",43.028816,-87.904074
"923 S 29TH ST,MKE","923 S 29TH ST, MILWAUKEE, WI",43.021431,-87.950536
"3006 N BUFFUM ST,MKE","3006 N BUFFUM ST, MILWAUKEE, WI",43.073163,-87.906123
"4200 S LOGAN AV,MKE","4200 S LOGAN AV, MILWAUKEE, WI",42.967639,-87.897131
"W FOND DU LAC AV / W MC KINLEY AV,MKE","W FOND DU LAC AVE & W MC KINLEY AV, MILWAUKEE, WI",43.089769,-87.97609200000002
"N 84TH ST / W VILLARD AV,MKE","N 84TH ST & W VILLARD AV, MILWAUKEE, WI",43.112235,-88.015804
"1128 N 20TH ST,MKE","1128 N 20TH ST, MILWAUKEE, WI",43.04512,-87.936509
"2505 N 9TH ST,MKE","2505 N 9TH ST, MILWAUKEE, WI",43.064125,-87.922913
"900 W MANITOBA ST,MKE","900 W MANITOBA ST, MILWAUKEE, WI",42.989989,-87.922686
"S 30TH ST / W BURNHAM ST,MKE","S 30TH ST & W BURNHAM ST, MILWAUKEE, WI",43.010365,-87.951623
"4459 N 64TH ST,MKE","4459 N 64TH ST, MILWAUKEE, WI",43.09856,-87.992145
"1215 S 22ND ST,MKE","1215 S 22ND ST, MILWAUKEE, WI",43.018691,-87.94116700000002
"3016 N HACKETT AV,MKE","3016 N HACKETT AV, MILWAUKEE, WI",43.073089,-87.876642
"5209 W FOND DU LAC AV,MKE","5209 W FOND DU LAC AV, MILWAUKEE, WI",43.090952,-87.978206
"3049 N FREDERICK AV,MKE","3049 N FREDERICK AV, MILWAUKEE, WI",43.073888,-87.88449
"3900 S 51ST ST,MKE","3900 S 51ST ST, MILWAUKEE, WI",42.974061,-87.978105
"4419 W FOND DU LAC AV,MKE","4419 W FOND DU LAC AV, MILWAUKEE, WI",43.083821,-87.969089
"600 W GRANGE AV,MKE","600 W GRANGE AV, MILWAUKEE, WI",42.944663,-87.919552
"2845 N 92ND ST,MKE","2845 N 92ND ST, MILWAUKEE, WI",43.072472,-88.03114599999998
"3718 N 98TH ST,MKE","3718 N 98TH ST, MILWAUKEE, WI",43.084589,-88.03502900000002
"N 26TH ST / W MEDFORD AV,MKE","N 26TH ST & W MEDFORD AV, MILWAUKEE, WI",43.064228,-87.946214
"1700 W CRAWFORD AV,MKE","1700 W CRAWFORD AV, MILWAUKEE, WI",42.975509,-87.935201
"2528 N 16TH ST,MKE","2528 N 16TH ST, MILWAUKEE, WI",43.06481,-87.932193
"N TERRACE AV / E NORTH AV,MKE","N TERRACE AVE & E NORTH AV, MILWAUKEE, WI",43.060108,-87.882187
"4807 W CENTER ST,MKE","4807 W CENTER ST, MILWAUKEE, WI",43.067793,-87.97376700000002
"7101 N 107TH ST,MKE","7101 N 107TH ST, MILWAUKEE, WI",43.146795,-88.045698
