Location,Cleaned Location,Latitude,Longitude,Error
"7525 W OKLAHOMA AV,MKE","7525 W OKLAHOMA AV, MILWAUKEE, WI",42.987017,-88.006858,False
115 W WISCONSIN AVE,"115 W WISCONSIN AVE, MILWAUKEE, WI",43.038555,-87.910744,False
"679 N VAN BUREN ST,MKE","679 N VAN BUREN ST, MILWAUKEE, WI",43.0387,-87.902861,False
"2700 N 44TH ST,MKE","2700 N 44TH ST, MILWAUKEE, WI",43.067759,-87.968772,False
"6161 S 6TH ST,MKE","6161 S 6TH ST, MILWAUKEE, WI",42.932321,-87.921931,False
"705 N VAN BUREN ST,MKE","705 N VAN BUREN ST, MILWAUKEE, WI",43.039055,-87.902922,False
"2647 N FRATNEY ST,MKE","2647 N FRATNEY ST, MILWAUKEE, WI",43.06672,-87.901871,False
"4350 N HUMBOLDT BL,MKE","4350 N HUMBOLDT BL, MILWAUKEE, WI",43.095022,-87.903379,False
"5843 N 72ND ST,MKE","5843 N 72ND ST, MILWAUKEE, WI",43.124163,-88.001215,False
689 N VAN BUREN ST,"689 N VAN BUREN ST, MILWAUKEE, WI",43.038825,-87.902895,False
"3354 N 23RD ST,MKE","3354 N 23RD ST, MILWAUKEE, WI",43.08006,-87.940629,False
"715 N VAN BUREN ST,MKE","715 N VAN BUREN ST, MILWAUKEE, WI",43.039313,-87.902948,False
"5870 N 72ND ST,MKE","5870 N 72ND ST, MILWAUKEE, WI",43.12465,-88.00051500000002,False
"N 23RD ST / W STATE ST,MKE","N 23RD ST & W STATE ST, MILWAUKEE, WI",43.043227,-87.941558,False
"2331 W LAYTON AV,MKE","2331 W LAYTAV, MILWAUKEE, WI",43.011264,-87.958409,False
"500 E OAK, OAK CREEK","500 E OAK, OAK CREEK, MILWAUKEE, WI",42.923133,-87.904962,False
"300 W CENTER ST,MKE","300 W CENTER ST, MILWAUKEE, WI",43.067402,-87.914062,False
"6700 W FOND DU LAC AV,MKE","6700 W FOND DU LAC AV, MILWAUKEE, WI",43.10579,-87.995646,False
"4557 S 23RD ST,MKE","4557 S 23RD ST, MILWAUKEE, WI",42.961253,-87.94443000000003,False
"1644 S 9TH ST,MKE","1644 S 9TH ST, MILWAUKEE, WI",43.013238,-87.922169,False
"W LAPHAM BL / S CESAR E CHAVEZ DR,MKE","W LAPHAM BL & S CESAR E CHAVEZ DR, MILWAUKEE, WI",43.011264,-87.958409,False
"4477 N TEUTONIA AV,MKE","4477 N TEUTONIA AV, MILWAUKEE, WI",43.098495,-87.943852,False
"3200 N 35TH ST,MKE","3200 N 35TH ST, MILWAUKEE, WI",43.077127,-87.95691,False
"5666 N 38TH ST,MKE","5666 N 38TH ST, MILWAUKEE, WI",43.120697,-87.959728,False
"1929 N 36TH ST,MKE","1929 N 36TH ST, MILWAUKEE, WI",43.055399,-87.959046,False
"4062 N 18TH ST,MKE","4062 N 18TH ST, MILWAUKEE, WI",43.090932,-87.93278000000002,False
"1100 S 5TH ST,MKE","1100 S 5TH ST, MILWAUKEE, WI",43.019864,-87.916524,False
"182 W HOWARD AV,MKE","182 W HOWARD AV, MILWAUKEE, WI",42.974045,-87.912761,False
"N 61ST ST / W FAIRMOUNT AV,MKE","N 61ST ST & W FAIRMOUNT AV, MILWAUKEE, WI",43.108305,-87.987487,False
"5600 S HOWELL AV,MKE","5600 S HOWELL AV, MILWAUKEE, WI",42.941643,-87.909363,False
1609 E NORTH AVE,"1609 E NORTH AVE, MILWAUKEE, WI",43.059862,-87.890072,False
"S 42ND ST / W OKLAHOMA AV,MKE","S 42ND ST & W OKLAHOMA AV, MILWAUKEE, WI",42.988363,-87.966622,False
"2640 N 53RD ST,MKE","2640 N 53RD ST, MILWAUKEE, WI",43.06704000000001,-87.979438,False
"3421 S 43RD ST,GFD","3421 S 43RD ST,GFD, MILWAUKEE, WI",42.98252700000001,-87.968365,False
"2157 S 5TH PL,MKE","2157 S 5TH PL, MILWAUKEE, WI",43.005174,-87.917958,False
"6865 N 45TH ST,MKE","6865 N 45TH ST, MILWAUKEE, WI",43.142683,-87.969121,False
"5829 W VILLARD AV,MKE","5829 W VILLARD AV, MILWAUKEE, WI",43.111756,-87.985718,False
"2338 N GRANT BL,MKE","2338 N GRANT BL, MILWAUKEE, WI",43.061754,-87.965181,False
"1227 N 24TH ST,MKE","1227 N 24TH ST, MILWAUKEE, WI",43.046479,-87.94310300000002,False
"2825 N 53RD ST,MKE","2825 N 53RD ST, MILWAUKEE, WI",43.07037,-87.98004300000002,False
"3300 S 43RD ST,MKE","3300 S 43RD ST, MILWAUKEE, WI",42.985438,-87.96779699999998,False
3522 W WISCONSIN,"3522 W WISCONSIN, MILWAUKEE, WI",43.039181,-87.958438,False
"5104 N 19TH PL,MKE","5104 N 19TH PL, MILWAUKEE, WI",43.110205,-87.934759,False
"2243 N PROSPECT AV,MKE","2243 N PROSPECT AV, MILWAUKEE, WI",43.059826,-87.884451,False
"251 W SEEBOTH ST,MKE","251 W SEEBOTH ST, MILWAUKEE, WI",43.030269,-87.91285400000002,False
"1600 W LOCUST ST,MKE","1600 W LOCUST ST, MILWAUKEE, WI",43.07123,-87.933199,False
1232 N 35TH ST,"1232 N 35TH ST, MILWAUKEE, WI",43.046339,-87.95751,False
"5519 W NORTH AV,MKE","5519 W NORTH AV, MILWAUKEE, WI",43.060415,-87.98249200000002,False
"530 N 6TH ST,MKE","530 N 6TH ST, MILWAUKEE, WI",43.036459,-87.91886,False
"1936 W MITCHELL ST,MKE","1936 W MITCHELL ST, MILWAUKEE, WI",43.012604,-87.93705899999998,False
"5237 N 34TH ST,MKE","5237 N 34TH ST, MILWAUKEE, WI",43.112733,-87.955453,False
"411 E WISCONSIN AV,MKE","411 E WISCONSIN AV, MILWAUKEE, WI",43.03814600000001,-87.90575799999998,False
"2412 N 38TH ST,MKE","2412 N 38TH ST, MILWAUKEE, WI",43.062751,-87.96064399999999,False
"3321 W JUNEAU AV,MKE","3321 W JUNEAU AV, MILWAUKEE, WI",43.045554,-87.955776,False
"5301 N 29TH ST,MKE","5301 N 29TH ST, MILWAUKEE, WI",43.113731,-87.9491,False
3033 W LISBON AVE,"3033 W LISBAVE, MILWAUKEE, WI",43.011264,-87.958409,False
1749 N 33RD ST,"1749 N 33RD ST, MILWAUKEE, WI",43.053928000000006,-87.955512,False
"3455 S 33RD ST,MKE","3455 S 33RD ST, MILWAUKEE, WI",42.98232,-87.955827,False
"4562 W CHAMBERS ST,MKE","4562 W CHAMBERS ST, MILWAUKEE, WI",43.07356,-87.970516,False
"5790 S 27TH ST,MKE","5790 S 27TH ST, MILWAUKEE, WI",42.939631,-87.947642,False
"3031 W MONTANA ST,MKE","3031 W MONTANA ST, MILWAUKEE, WI",42.993294,-87.95174,False
"4111 W MITCHELL ST,MKE","4111 W MITCHELL ST, MILWAUKEE, WI",43.011708,-87.964792,False
"3918 W OKLAHOMA AV,MKE","3918 W OKLAHOMA AV, MILWAUKEE, WI",42.988685,-87.963493,False
"8023 W VILLARD AV,MKE","8023 W VILLARD AV, MILWAUKEE, WI",43.11196500000001,-88.01129,False
"7525 W CAPITOL DR,MKE","7525 W CAPITOL DR, MILWAUKEE, WI",43.089582,-88.006689,False
"5804 S 18TH ST,MKE","5804 S 18TH ST, MILWAUKEE, WI",42.939252,-87.936255,False
"2700 N 27TH ST,MKE","2700 N 27TH ST, MILWAUKEE, WI",43.06825900000001,-87.946933,False
"3133 E NEWBERRY BL,MKE","3133 E NEWBERRY BL, MILWAUKEE, WI",43.068393,-87.87019000000002,False
"1122 E SINGER CR,MKE","1122 E SINGER CR, MILWAUKEE, WI",43.084624,-87.896346,False
"7192 W GOOD HOPE RD,MKE","7192 W GOOD HOPE RD, MILWAUKEE, WI",43.148812,-87.99893,False
"3755 S 27TH ST,MKE","3755 S 27TH ST, MILWAUKEE, WI",42.978051,-87.948442,False
"2340 N 45TH ST,MKE","2340 N 45TH ST, MILWAUKEE, WI",43.061508,-87.969625,False
"3110 S 43RD ST,MKE","3110 S 43RD ST, MILWAUKEE, WI",42.988154,-87.967738,False
"240 N MILWAUKEE ST,MKE","240 N MILWAUKEE ST, MILWAUKEE, WI",43.033653,-87.905237,False
"3564 S 13TH ST,MKE","3564 S 13TH ST, MILWAUKEE, WI",42.979019,-87.925648,False
"3120 S 27TH ST,MKE","3120 S 27TH ST, MILWAUKEE, WI",42.987811,-87.947709,False
"5936 N SHERMAN BL,MKE","5936 N SHERMAN BL, MILWAUKEE, WI",43.125441,-87.965551,False
"4534 N 38TH ST,MKE","4534 N 38TH ST, MILWAUKEE, WI",43.099713,-87.959987,False
"6750 N 54TH ST,MKE","6750 N 54TH ST, MILWAUKEE, WI",43.140339,-87.97928,False
"3141 S 11TH ST,MKE","3141 S 11TH ST, MILWAUKEE, WI",42.98725,-87.926643,False
5050 S LAKE DRIVE,"5050 S LAKE DRIVE, MILWAUKEE, WI",43.108946,-87.89044100000002,False
E NORTH AV / N HUMBOLDT AV,"E NORTH AVE & N HUMBOLDT AV, MILWAUKEE, WI",43.060203,-87.89793,False
"W SILVER SPRING DR / N 34TH ST,MKE","W SILVER SPRING DR & N 34TH ST, MILWAUKEE, WI",43.120037,-87.955021,False
"4844 N 57TH ST,MKE","4844 N 57TH ST, MILWAUKEE, WI",43.105732,-87.983384,False
"5031 N 74TH ST,MKE","5031 N 74TH ST, MILWAUKEE, WI",43.109268,-88.004897,False
9201 N 124TH ST,"9201 N 124TH ST, MILWAUKEE, WI",43.18428,-88.063337,False
"7300 W GREEN TREE RD,MKE","7300 W GREEN TREE RD, MILWAUKEE, WI",43.142963,-88.003298,False
"1313 N 27TH ST,MKE","1313 N 27TH ST, MILWAUKEE, WI",43.047448,-87.94791500000002,False
"N 40TH ST / W MEINECKE AV,MKE","N 40TH ST & W MEINECKE AV, MILWAUKEE, WI",43.06244,-87.96345500000002,False
"711 W CAPITOL DR,MKE","711 W CAPITOL DR, MILWAUKEE, WI",43.089,-87.919942,False
"1229 W HISTORIC MITCHELL ST,MKE","1229 W HISTORIC MITCHELL ST, MILWAUKEE, WI",43.011863,-87.927585,False
"4884 N 57TH ST,MKE","4884 N 57TH ST, MILWAUKEE, WI",43.106583,-87.98337,False
"903 S CESAR E CHAVEZ DR,MKE","903 S CESAR E CHAVEZ DR, MILWAUKEE, WI",43.022042,-87.933318,False
"3430 W WISCONSIN AV,MKE","3430 W WISCONSIN AV, MILWAUKEE, WI",43.039316,-87.957226,False
"815 S SHEA AV,MKE","815 S SHEA AV, MILWAUKEE, WI",43.022437,-87.95571899999999,False
"250 E WISCONSIN AV,MKE","250 E WISCONSIN AV, MILWAUKEE, WI",43.039241,-87.908208,False
"1110 N 17TH ST,MKE","1110 N 17TH ST, MILWAUKEE, WI",43.045091,-87.93298399999998,False
"1316 W FOREST HOME AV,MKE","1316 W FOREST HOME AV, MILWAUKEE, WI",43.011268,-87.929674,False
"N 105TH ST / W BRADLEY RD,MKE","N 105TH ST & W BRADLEY RD, MILWAUKEE, WI",43.162994,-88.042448,False
"4230 N 44TH WA,MKE","4230 N 44TH WA, MILWAUKEE, WI",43.094331,-87.96804499999998,False
"N 64TH ST / W MILL RD,MKE","N 64TH ST & W MILL RD, MILWAUKEE, WI",43.131847,-87.990884,False
"413 N 40TH ST,MKE","413 N 40TH ST, MILWAUKEE, WI",43.03517100000001,-87.964332,False
"3045 N 28TH ST,MKE","3045 N 28TH ST, MILWAUKEE, WI",43.074404,-87.94880699999999,False
"6734 W CHAMBERS ST,MKE","6734 W CHAMBERS ST, MILWAUKEE, WI",43.073794,-87.996814,False
"10526 W STARK ST,MKE","10526 W STARK ST, MILWAUKEE, WI",43.106534,-88.044117,False
"819 N 6TH ST,MKE","819 N 6TH ST, MILWAUKEE, WI",43.040664,-87.919557,False
"6460 N 53RD ST,MKE","6460 N 53RD ST, MILWAUKEE, WI",43.13532,-87.977887,False
"6044 S 27TH ST,MKE","6044 S 27TH ST, MILWAUKEE, WI",42.934913,-87.94846,False
"6600 W CAPITOL DR,MKE","6600 W CAPITOL DR, MILWAUKEE, WI",43.089801,-87.994603,False
"4124 W CAPITOL DR,MKE","4124 W CAPITOL DR, MILWAUKEE, WI",43.090137,-87.964987,False
"1568 W HOLT AV,MKE","1568 W HOLT AV, MILWAUKEE, WI",42.983502,-87.933305,False
1200 W CAPITOL,"1200 W CAPITOL, MILWAUKEE, WI",43.089222,-87.925852,False
"800 N 35TH ST,MKE","800 N 35TH ST, MILWAUKEE, WI",43.040456,-87.957334,False
"1544 S 7TH ST,MKE","1544 S 7TH ST, MILWAUKEE, WI",43.014989,-87.919296,False
"2458 S 11TH ST,MKE","2458 S 11TH ST, MILWAUKEE, WI",42.999968,-87.92567,False
"N 81ST ST / W CARMEN AV,MKE","N 81ST ST & W CARMEN AV, MILWAUKEE, WI",43.123214,-88.012132,False
"5175 N TEUTONIA AV,MKE","5175 N TEUTONIA AV, MILWAUKEE, WI",43.11122,-87.950478,False
3056 N PALMER ST,"3056 N PALMER ST, MILWAUKEE, WI",43.07421,-87.90890300000002,False
"2936 W HIGHLAND BL,MKE","2936 W HIGHLAND BL, MILWAUKEE, WI",43.044994,-87.95158599999998,False
1634 W NORTH AVE,"1634 W NORTH AVE, MILWAUKEE, WI",43.060692,-87.933616,False
"N 81ST ST / W BURLEIGH ST,MKE","N 81ST ST & W BURLEIGH ST, MILWAUKEE, WI",43.075249,-88.01366,False
3708 W NORTH AV,"3708 W NORTH AV, MILWAUKEE, WI",43.06086,-87.960149,False
"1170 N 24TH ST,MKE","1170 N 24TH ST, MILWAUKEE, WI",43.045232,-87.94267099999998,False
"1111 S 6TH ST,MKE","1111 S 6TH ST, MILWAUKEE, WI",43.019846,-87.918582,False
"8341 W NORTHRIDGE CT,MKE","8341 W NORTHRIDGE CT, MILWAUKEE, WI",43.183974,-88.013821,False
"N 40TH ST / W FLORIST AV,MKE","N 40TH ST & W FLORIST AV, MILWAUKEE, WI",43.126587,-87.96214300000003,False
"7912 W APPLETON AV,MKE","7912 W APPLETAV, MILWAUKEE, WI",43.011264,-87.958409,False
"2767 N 8TH ST,MKE","2767 N 8TH ST, MILWAUKEE, WI",43.069065,-87.921631,False
"2044 N MARTIN L KING JR DR,MKE","2044 N DOCTOR M.L.K. DR, MILWAUKEE, WI",43.011264,-87.958409,False
"5108 N 32ND ST,MKE","5108 N 32ND ST, MILWAUKEE, WI",43.110022,-87.95235100000002,False
"2706 N 49TH ST,MKE","2706 N 49TH ST, MILWAUKEE, WI",43.0682,-87.974503,False
"E EDGEWOOD AV / N OAKLAND AV,MKE","E EDGEWOOD AVE & N OAKLAND AV, MILWAUKEE, WI",43.081933,-87.887658,False
"W BLUE MOUND RD / N MAYFAIR RD,MKE","W BLUE MOUND RD & N MAYFAIR RD, MILWAUKEE, WI",43.03508,-88.04704,False
"5780 W HEMLOCK ST,MKE","5780 W HEMLOCK ST, MILWAUKEE, WI",43.15183,-87.983362,False
"6587 W CAPITOL DR,MKE","6587 W CAPITOL DR, MILWAUKEE, WI",43.089801,-87.994415,False
"2522 S 6TH ST,MKE","2522 S 6TH ST, MILWAUKEE, WI",42.998642,-87.91847,False
"3400 S 27TH ST,MKE","3400 S 27TH ST, MILWAUKEE, WI",42.982858,-87.94776999999998,False
"2143 S LAYTON BL,MKE","2143 S LAYTBL, MILWAUKEE, WI",43.011264,-87.958409,False
"226 N 75TH ST,MKE","226 N 75TH ST, MILWAUKEE, WI",43.033589,-88.005465,False
"2552 N 19TH ST,MKE","2552 N 19TH ST, MILWAUKEE, WI",43.065277,-87.935851,False
"2225 N 35TH ST,MKE","2225 N 35TH ST, MILWAUKEE, WI",43.060131,-87.95776500000002,False
"1700 W MITCHELL ST,MKE","1700 W MITCHELL ST, MILWAUKEE, WI",43.012481,-87.934337,False
"4008 W ROOSEVELT DR,MKE","4008 W ROOSEVELT DR, MILWAUKEE, WI",43.087521,-87.96346,False
"7733 W SHERIDAN AV,MKE","7733 W SHERIDAN AV, MILWAUKEE, WI",43.11743900000001,-88.007377,False
"1233 W LAYTON AV,MKE","1233 W LAYTAV, MILWAUKEE, WI",43.011264,-87.958409,False
"3140 S 40TH ST,MKE","3140 S 40TH ST, MILWAUKEE, WI",42.987371,-87.963788,False
"3804 N 12TH ST,MKE","3804 N 12TH ST, MILWAUKEE, WI",43.086713,-87.925499,False
"3027 S 16TH ST,MKE","3027 S 16TH ST, MILWAUKEE, WI",42.989023,-87.934325,False
"3025 N 28TH ST,MKE","3025 N 28TH ST, MILWAUKEE, WI",43.073978,-87.948813,False
"6254 N 107TH ST,MKE","6254 N 107TH ST, MILWAUKEE, WI",43.131361,-88.04522800000002,False
"8608 W HAMPTON AV,MKE","8608 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409,False
"N 12TH ST / W CONCORDIA AV,MKE","N 12TH ST & W CONCORDIA AV, MILWAUKEE, WI",43.078938,-87.926129,False
"415 E CAPITOL DR,MKE","415 E CAPITOL DR, MILWAUKEE, WI",43.08909,-87.906114,False
"5959 N 60TH ST,MKE","5959 N 60TH ST, MILWAUKEE, WI",43.126128,-87.986222,False
"N 1ST ST / W RING ST,MKE","N 1ST ST & W RING ST, MILWAUKEE, WI",43.077559,-87.910923,False
"1878 N 40TH ST,MKE","1878 N 40TH ST, MILWAUKEE, WI",43.054957,-87.96324200000002,False
"7513 W APPLETON AV,MKE","7513 W APPLETAV, MILWAUKEE, WI",43.011264,-87.958409,False
"7942 N 107TH ST,MKE","7942 N 107TH ST, MILWAUKEE, WI",43.160293,-88.04240899999998,False
2510 W NORTH AV,"2510 W NORTH AV, MILWAUKEE, WI",43.061452,-87.945582,False
"2110 S 36TH ST,MKE","2110 S 36TH ST, MILWAUKEE, WI",43.006292,-87.95859899999998,False
"2447 N 39TH ST,MKE","2447 N 39TH ST, MILWAUKEE, WI",43.063441,-87.9625,False
"341 N MILWAUKEE ST,MKE","341 N MILWAUKEE ST, MILWAUKEE, WI",43.034896,-87.906384,False
"2627 N 27TH ST,MKE","2627 N 27TH ST, MILWAUKEE, WI",43.066536,-87.947561,False
"3618 N 42ND ST,MKE","3618 N 42ND ST, MILWAUKEE, WI",43.083631,-87.96504499999998,False
"1940 S WINONA LA,MKE","1940 S WINONA LA, MILWAUKEE, WI",43.009515,-87.934415,False
"4787 N SHERMAN BL,MKE","4787 N SHERMAN BL, MILWAUKEE, WI",43.104398,-87.966952,False
"9746 W METCALF PL,MKE","9746 W METCALF PL, MILWAUKEE, WI",43.086869,-88.034314,False
"S 95TH ST / W HOWARD AV,MKE","S 95TH ST & W HOWARD AV, MILWAUKEE, WI",42.97728,-88.031385,False
"640 S 84TH ST , WEST ALLIS","640 S 84TH ST , WEST ALLIS, MILWAUKEE, WI",43.024498,-88.014257,False
"4416 N 68TH ST,MKE","4416 N 68TH ST, MILWAUKEE, WI",43.097568,-87.99676,False
"5836 N 63RD ST,MKE","5836 N 63RD ST, MILWAUKEE, WI",43.123858,-87.989063,False
2026 W FONDULAC AV,"2026 W FONDULAC AV, MILWAUKEE, WI",43.060179,-87.937904,False
LARK'S UNIFORM,"LARK'S UNIFORM, MILWAUKEE, WI",43.011264,-87.958409,False
"2746 N 12TH ST,MKE","2746 N 12TH ST, MILWAUKEE, WI",43.06867800000001,-87.926434,False
"7118 W APPLETON AV,MKE","7118 W APPLETAV, MILWAUKEE, WI",43.011264,-87.958409,False
"3831 N 19TH PL,MKE","3831 N 19TH PL, MILWAUKEE, WI",43.086671,-87.93604599999998,False
"3261 N 96TH ST,MKE","3261 N 96TH ST, MILWAUKEE, WI",43.07821,-88.032774,False
"4838 N 45TH ST,MKE","4838 N 45TH ST, MILWAUKEE, WI",43.105554,-87.968593,False
"3303 N 44TH ST,MKE","3303 N 44TH ST, MILWAUKEE, WI",43.079261,-87.96884399999998,False
"S 23RD ST / W ORCHARD ST,MKE","S 23RD ST & W ORCHARD ST, MILWAUKEE, WI",43.016002,-87.942261,False
"2215 N PALMER ST,MKE","2215 N PALMER ST, MILWAUKEE, WI",43.059614,-87.910282,False
"5026 N 27TH ST,MKE","5026 N 27TH ST, MILWAUKEE, WI",43.108766,-87.946114,False
"2226 N 45TH ST,MKE","2226 N 45TH ST, MILWAUKEE, WI",43.059859,-87.969612,False
"648 E DOVER ST,MKE","648 E DOVER ST, MILWAUKEE, WI",42.997647,-87.900981,False
"2560 N BREMEN ST,MKE","2560 N BREMEN ST, MILWAUKEE, WI",43.065179,-87.899956,False
"1371 N 27TH ST,MKE","1371 N 27TH ST, MILWAUKEE, WI",43.048256,-87.947912,False
"9326 W LISBON AV,MKE","9326 W LISBAV, MILWAUKEE, WI",43.011264,-87.958409,False
"3294 N 77TH ST,MKE","3294 N 77TH ST, MILWAUKEE, WI",43.07895300000001,-88.008179,False
"2511 E EDGEWOOD AV,MKE","2511 E EDGEWOOD AV, MILWAUKEE, WI",43.081772,-87.879072,False
"816 W HISTORIC MITCHELL ST,MKE","816 W HISTORIC MITCHELL ST, MILWAUKEE, WI",43.012548,-87.921809,False
"3954 N 63RD ST,MKE","3954 N 63RD ST, MILWAUKEE, WI",43.089353,-87.990347,False
"2601 S 7TH ST,MKE","2601 S 7TH ST, MILWAUKEE, WI",42.997502,-87.92034699999998,False
3600 W CLARKE ST,"3600 W CLARKE ST, MILWAUKEE, WI",43.065918,-87.95864,False
"1907 W FOND DU LAC AV,MKE","1907 W FOND DU LAC AV, MILWAUKEE, WI",43.058427,-87.936214,False
"2820 W GRANT ST,MKE","2820 W GRANT ST, MILWAUKEE, WI",43.005113,-87.950079,False
"S LAYTON BL / W ORCHARD ST,MKE","S LAYTBL & W ORCHARD ST, MILWAUKEE, WI",43.011264,-87.958409,False
"2450 W NORTH AV,MKE","2450 W NORTH AV, MILWAUKEE, WI",43.061476,-87.94373900000002,False
"3944 N 24TH PL,MKE","3944 N 24TH PL, MILWAUKEE, WI",43.088999,-87.943064,False
"7313 W HAMPTON AV,MKE","7313 W HAMPTAV, MILWAUKEE, WI",43.011264,-87.958409,False
"2729 N 36TH ST,MKE","2729 N 36TH ST, MILWAUKEE, WI",43.068586,-87.958854,False
"N 40TH ST / W CENTER ST,MKE","N 40TH ST & W CENTER ST, MILWAUKEE, WI",43.067901,-87.963363,False
"N 88TH ST / W CONGRESS ST,MKE","N 88TH ST & W CONGRESS ST, MILWAUKEE, WI",43.097035,-88.02252299999998,False
"4049 N 63RD ST,MKE","4049 N 63RD ST, MILWAUKEE, WI",43.091143,-87.991027,False
4155 N 65,"4155 N 65, MILWAUKEE, WI",43.060464,-87.96522,False
"316 N MILWAUKEE ST,MKE","316 N MILWAUKEE ST, MILWAUKEE, WI",43.034413,-87.905578,False
"4770 S 13TH ST,MKE","4770 S 13TH ST, MILWAUKEE, WI",42.957515,-87.928443,False
"2804 S 9TH ST,MKE","2804 S 9TH ST, MILWAUKEE, WI",42.993447,-87.922188,False
"2931 W LINCOLN AV,MKE","2931 W LINCOLN AV, MILWAUKEE, WI",43.002852,-87.951458,False
"1938 N 24TH PL,MKE","1938 N 24TH PL, MILWAUKEE, WI",43.055751,-87.943432,False
"3617 N 76TH ST,MKE","3617 N 76TH ST, MILWAUKEE, WI",43.083924,-88.007661,False
"S 31ST ST / W ARTHUR AV,MKE","S 31ST ST & W ARTHUR AV, MILWAUKEE, WI",42.999469,-87.95295899999998,False
"6912 W CARMEN AV,MKE","6912 W CARMEN AV, MILWAUKEE, WI",43.123401,-87.99759399999998,False
"N TEUTONIA AV / W CORNELL ST,MKE","N TEUTONIA AVE & W CORNELL ST, MILWAUKEE, WI",43.102237,-87.94547800000002,False
"3601 N PORT WASHINGTON AV,MKE","3601 N PORT WASHINGTAV, MILWAUKEE, WI",43.082883,-87.917736,False
12460 W APPLETON AVE,"12460 W APPLETAVE, MILWAUKEE, WI",43.011264,-87.958409,False
"4130 N 35TH ST,MKE","4130 N 35TH ST, MILWAUKEE, WI",43.092094,-87.956266,False
"617 E MICHIGAN ST,MKE","617 E MICHIGAN ST, MILWAUKEE, WI",43.037524,-87.903713,False
12650 W APPLETON,"12650 W APPLETON, MILWAUKEE, WI",43.011264,-87.958409,False
"3815 N 60TH ST,MKE","3815 N 60TH ST, MILWAUKEE, WI",43.086689,-87.98735,False
"815 E POTTER AV,MKE","815 E POTTER AV, MILWAUKEE, WI",42.996821,-87.898771,False
"3100 S 47TH ST,MKE","3100 S 47TH ST, MILWAUKEE, WI",42.988535,-87.972883,False
"2760 N 23RD ST,MKE","2760 N 23RD ST, MILWAUKEE, WI",43.06918,-87.94074599999998,False
"1112 W ARTHUR AV,MKE","1112 W ARTHUR AV, MILWAUKEE, WI",42.999393,-87.926512,False
"209 E CAPITOL DR,MKE","209 E CAPITOL DR, MILWAUKEE, WI",43.089116,-87.909664,False
"1721 W FOREST HOME AV,MKE","1721 W FOREST HOME AV, MILWAUKEE, WI",43.008232,-87.934896,False
"2818 N 33RD ST,MKE","2818 N 33RD ST, MILWAUKEE, WI",43.070177,-87.954722,False
"7729 W FLORIST AV,MKE","7729 W FLORIST AV, MILWAUKEE, WI",43.126591,-88.008083,False
"2920 S KINNICKINNIC AV,MKE","2920 S KINNICKINNIC AV, MILWAUKEE, WI",42.991793,-87.886374,False
"6761 N 76TH ST,MKE","6761 N 76TH ST, MILWAUKEE, WI",43.141027,-88.006006,False
"2100 S 37TH ST,MKE","2100 S 37TH ST, MILWAUKEE, WI",43.057326,-87.95993299999998,False
"11825 W APPLETON AV,MKE","11825 W APPLETAV, MILWAUKEE, WI",43.011264,-87.958409,False
"2223 W NATIONAL AV,MKE","2223 W NATIONAL AV, MILWAUKEE, WI",43.022229,-87.941505,False
"4905 S HOWELL AV,MKE","4905 S HOWELL AV, MILWAUKEE, WI",42.955119,-87.91135200000002,False
"414 W NATIONAL AV,MKE","414 W NATIONAL AV, MILWAUKEE, WI",43.023519,-87.915758,False
"4617 N 29TH ST,MKE","4617 N 29TH ST, MILWAUKEE, WI",43.101271,-87.949421,False
"N 73RD ST / W FLORIST AV,MKE","N 73RD ST & W FLORIST AV, MILWAUKEE, WI",43.126826,-88.00212900000002,False
"5048 N 39TH ST,MKE","5048 N 39TH ST, MILWAUKEE, WI",43.109368,-87.96104100000002,False
"W CAPITOL DR / N TEUTONIA AV,MKE","W CAPITOL DR & N TEUTONIA AV, MILWAUKEE, WI",43.088659,-87.938323,False
"1734 W ROGERS ST,MKE","1734 W ROGERS ST, MILWAUKEE, WI",43.008556,-87.934912,False
"2461 N 28TH ST,MKE","2461 N 28TH ST, MILWAUKEE, WI",43.063745,-87.948966,False
"2242 S 13TH ST,MKE","2242 S 13TH ST, MILWAUKEE, WI",43.003842,-87.928005,False
"N 77TH ST / W CAPITOL DR,MKE","N 77TH ST & W CAPITOL DR, MILWAUKEE, WI",43.088065,-88.008566,False
12480 W APPLETON,"12480 W APPLETON, MILWAUKEE, WI",43.011264,-87.958409,False
"300 N JEFFERSON ST,MKE","300 N JEFFERSST, MILWAUKEE, WI",43.011264,-87.958409,False
"105 E CAPITOL DR,MKE","105 E CAPITOL DR, MILWAUKEE, WI",43.089122,-87.91077,False
"4235 N 49TH ST,MKE","4235 N 49TH ST, MILWAUKEE, WI",43.09412,-87.97476999999998,False
"5803 N 38TH ST,MKE","5803 N 38TH ST, MILWAUKEE, WI",43.12311500000001,-87.960094,False
"2764 N 86TH ST,MKE","2764 N 86TH ST, MILWAUKEE, WI",43.069318,-88.019593,False
"727 N 21ST ST,MKE","727 N 21ST ST, MILWAUKEE, WI",43.039373,-87.93963199999997,False
12450 W APPLETON,"12450 W APPLETON, MILWAUKEE, WI",43.011264,-87.958409,False
"2626 W NATIONAL AV,MKE","2626 W NATIONAL AV, MILWAUKEE, WI",43.022403,-87.94675600000002,False
