,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
1255,182561441-Unable to Locate Complainant,182561441,2018-09-13 13:36:47,"3333 S 27TH ST,MKE",6,TRBL W/SUBJ,Unable to Locate Complainant,"3333 S 27TH ST,MILWAUKEE","{'lat': 42.982045, 'lng': -87.949352}",
1256,182561479-Assignment Completed,182561479,2018-09-13 13:36:33,"4938 W HAMPTON AV,MKE",7,SUBJ WANTED,Assignment Completed,"4938 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1257,182561478-Service in Progress,182561478,2018-09-13 13:36:31,"2344 S 11TH ST,MKE",2,INVESTIGATION,Service in Progress,"2344 S 11TH ST,MILWAUKEE","{'lat': 43.00183, 'lng': -87.925632}",
1258,182561474-Advised,182561474,2018-09-13 13:36:02,"S 14TH ST / W GREENFIELD AV,MKE",2,FIGHT,Advised,"S 14TH ST & W GREENFIELD AV,MILWAUKEE","{'lat': 43.01704, 'lng': -87.929282}",
1259,182561476-Service in Progress,182561476,2018-09-13 13:35:32,"920 N 28TH ST,MKE",3,FOLLOW UP,Service in Progress,"920 N 28TH ST,MILWAUKEE","{'lat': 43.042216, 'lng': -87.948534}",
1260,182561475-Service in Progress,182561475,2018-09-13 13:35:13,"3500 N HUMBOLDT BL,MKE",5,LOOSE ANIMAL,Service in Progress,"3500 N HUMBOLDT BL,MILWAUKEE","{'lat': 43.081822, 'lng': -87.897542}",
1261,182561470-Advised,182561470,2018-09-13 13:33:21,"N WATER ST / E WELLS ST,MKE",1,TRAFFIC STOP,Advised,"N WATER ST & E WELLS ST,MILWAUKEE","{'lat': 43.040991, 'lng': -87.909711}",
1262,182561459-City Citation(s) Issued,182561459,2018-09-13 13:29:56,"1835 W HAMPTON AV,MKE",7,TRAFFIC STOP,City Citation(s) Issued,"1835 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1263,182561429-City Citation(s) Issued,182561429,2018-09-13 13:18:03,"8708 W BURLEIGH ST,MKE",7,TRAFFIC STOP,City Citation(s) Issued,"8708 W BURLEIGH ST,MILWAUKEE","{'lat': 43.075448, 'lng': -88.021625}",
1264,182561399-Advised,182561399,2018-09-13 13:15:19,"730 W LAPHAM BL,MKE",2,SOLICITING,Advised,"730 W LAPHAM BL,MILWAUKEE","{'lat': 43.015111, 'lng': -87.920394}",
1265,182561387-Assignment Completed,182561387,2018-09-13 13:01:28,"1551 N 9TH ST,MKE",5,COMMUNITY MTNG,Assignment Completed,"1551 N 9TH ST,MILWAUKEE","{'lat': 43.051625, 'lng': -87.923567}",
1266,182561352-Assignment Completed,182561352,2018-09-13 12:51:37,"N 86TH ST / W BURLEIGH ST,MKE",7,SPECIAL ASSIGN,Assignment Completed,"N 86TH ST & W BURLEIGH ST,MILWAUKEE","{'lat': 43.075167, 'lng': -88.020052}",
1267,182561492-Service in Progress,182561492,2018-09-13 13:44:37,"9301 N 76TH ST,MKE",4,DEAD ON ENTRY,Service in Progress,"9301 N 76TH ST,MILWAUKEE","{'lat': 43.186359, 'lng': -88.007873}",
1268,182561493-Service in Progress,182561493,2018-09-13 13:44:14,PULASKI/CARMEN,OCOE,SCHL MONITORING,Service in Progress,"PULASKI&CARMEN, MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1269,182561477-Service in Progress,182561477,2018-09-13 13:43:01,"9000 W WISCONSIN AV,MKE",3,JUV CONVEY,Service in Progress,"9000 W WISCONSIN AV,MILWAUKEE","{'lat': 43.041116, 'lng': -88.024519}",
1270,182561489-Assignment Completed,182561489,2018-09-13 13:41:09,"1222 S 14TH ST,MKE",2,TRAFFIC STOP,Assignment Completed,"1222 S 14TH ST,MILWAUKEE","{'lat': 43.018859, 'lng': -87.929129}",
1271,182561488-Assignment Completed,182561488,2018-09-13 13:40:48,"5971 N 71ST ST,MKE",4,INVESTIGATION,Assignment Completed,"5971 N 71ST ST,MILWAUKEE","{'lat': 43.126504, 'lng': -87.999836}",
1272,182561415-Assignment Completed,182561415,2018-09-13 13:12:15,"949 N 9TH ST,MKE",1,COURT DUTY,Assignment Completed,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
1273,182561375-Assignment Completed,182561375,2018-09-13 12:58:43,"2623 N 38TH ST,MKE",3,SCHL MONITORING,Assignment Completed,"2623 N 38TH ST,MILWAUKEE","{'lat': 43.066555, 'lng': -87.961523}",
1274,182561355-Assignment Completed,182561355,2018-09-13 12:52:27,"3860 S HOWELL AV,MKE",6,PROPERTY PICKUP,Assignment Completed,"3860 S HOWELL AV,MILWAUKEE","{'lat': 42.974429, 'lng': -87.908901}",
1275,182561421-Service in Progress,182561421,2018-09-13 13:49:38,"3811 W LINCOLN AV,MKE",2,CST ASSIGNMENT,Service in Progress,"3811 W LINCOLN AV,MILWAUKEE","{'lat': 43.001475, 'lng': -87.963824}",
1276,182561505-Service in Progress,182561505,2018-09-13 13:49:01,"8914 N 96TH ST,MKE",4,SUBJ WANTED,Service in Progress,"8914 N 96TH ST,MILWAUKEE","{'lat': 43.1803, 'lng': -88.031042}",
1277,182561501-Unable to Locate Complainant,182561501,2018-09-13 13:48:50,"2200 S 15TH PL,MKE",2,RECKLESS VEHICLE,Unable to Locate Complainant,"2200 S 15TH PL,MILWAUKEE","{'lat': 43.004523, 'lng': -87.932072}",
1278,182561381-Open Investigation,182561381,2018-09-13 13:47:53,"3355 S 27TH ST,MKE",6,THEFT,Open Investigation,"3355 S 27TH ST,MILWAUKEE","{'lat': 42.984014, 'lng': -87.950121}",
1279,182561502-Service in Progress,182561502,2018-09-13 13:47:43,"2920 N 4TH ST,MKE",5,SPECIAL ASSIGN,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
1280,182561500-Service in Progress,182561500,2018-09-13 13:46:47,"2413 N 44TH ST,MKE",3,FOLLOW UP,Service in Progress,"2413 N 44TH ST,MILWAUKEE","{'lat': 43.062785, 'lng': -87.969098}",
1281,182561499-Advised,182561499,2018-09-13 13:46:12,"921 W MINERAL ST,MKE",2,TRAFFIC STOP,Advised,"921 W MINERAL ST,MILWAUKEE","{'lat': 43.021036, 'lng': -87.922818}",
1282,182561498-Service in Progress,182561498,2018-09-13 13:46:06,"2920 N 4TH ST,MKE",5,SPECIAL ASSIGN,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
1283,182561497-City Citation(s) Issued,182561497,2018-09-13 13:45:44,"3001 W HAMPTON AV,MKE",5,TRAFFIC STOP,City Citation(s) Issued,"3001 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1284,182561435-Service in Progress,182561435,2018-09-13 13:45:15,"4053 N 6TH ST,MKE",5,CHILD CUSTODY,Service in Progress,"4053 N 6TH ST,MILWAUKEE","{'lat': 43.090539, 'lng': -87.918634}",
1285,182561480-Assignment Completed,182561480,2018-09-13 13:37:30,"1236 S BARCLAY ST,MKE",2,BUSINESS CHECK,Assignment Completed,"1236 S S BARCLAY ST,MILWAUKEE","{'lat': 43.018635, 'lng': -87.909712}",
1286,182561478-Assignment Completed,182561478,2018-09-13 13:36:31,"2344 S 11TH ST,MKE",2,INVESTIGATION,Assignment Completed,"2344 S 11TH ST,MILWAUKEE","{'lat': 43.00183, 'lng': -87.925632}",
1287,182561460-Assignment Completed,182561460,2018-09-13 13:30:04,"4733 W VLIET ST,MKE",3,POLICE ADMIN,Assignment Completed,"4733 W VLIET ST,MILWAUKEE","{'lat': 43.048316, 'lng': -87.973303}",
1288,182561458-Advised,182561458,2018-09-13 13:27:15,"4769 N SHERMAN BL,MKE",7,TRAFFIC STOP,Advised,"4769 N SHERMAN BL,MILWAUKEE","{'lat': 43.104007, 'lng': -87.967034}",
1289,182561447-Unable to Locate Complainant,182561447,2018-09-13 13:26:32,"5830 N 73RD ST,MKE",4,DRUG DEALING,Unable to Locate Complainant,"5830 N 73RD ST,MILWAUKEE","{'lat': 43.12395, 'lng': -88.001742}",
1290,182561425-To be Filed,182561425,2018-09-13 13:16:29,"N 27TH ST / W STATE ST,MKE",3,ACC PDO,To be Filed,"N 27TH ST & W STATE ST,MILWAUKEE","{'lat': 43.043247, 'lng': -87.947694}",
1291,182561401-Assignment Completed,182561401,2018-09-13 13:07:49,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1292,182561514-Service in Progress,182561514,2018-09-13 13:54:50,"1129 N JACKSON ST,MKE",1,CALL FOR POLICE,Service in Progress,"1129 N JACKSST,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1293,182561517-Service in Progress,182561517,2018-09-13 13:54:13,"749 W STATE ST,MKE",1,RETURN STATION,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1294,182561365-Service in Progress,182561365,2018-09-13 13:53:47,"1201 W CANAL ST,MKE",3,ENTRY,Service in Progress,"1201 W CANAL ST,MILWAUKEE","{'lat': 43.029514, 'lng': -87.926555}",
1295,182561515-Service in Progress,182561515,2018-09-13 13:53:44,"6680 N TEUTONIA AV,MKE",4,PROPERTY PICKUP,Service in Progress,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
1296,182561513-Service in Progress,182561513,2018-09-13 13:52:54,"2735 W BURLEIGH ST,MKE",5,FOLLOW UP,Service in Progress,"2735 W BURLEIGH ST,MILWAUKEE","{'lat': 43.075076, 'lng': -87.948107}",
1297,182561510-Advised,182561510,2018-09-13 13:52:35,"S 9TH PL / W LINCOLN AV,MKE",2,TRBL W/SUBJ,Advised,"S 9TH PL & W LINCOLN AV,MILWAUKEE","{'lat': 43.002837, 'lng': -87.92362}",
1298,182561511-Advised,182561511,2018-09-13 13:52:18,"4468 N 100TH ST, MILWAUKEE, WI",7,TRAFFIC STOP,Advised,"4468 N 100TH ST, MILWAUKEE, WI, MILWAUKEE","{'lat': 43.098162, 'lng': -88.037176}",
1299,182561466-Advised/Referral,182561466,2018-09-13 13:50:56,"829 S 22ND ST,MKE",2,PROPERTY DAMAGE,Advised/Referral,"829 S 22ND ST,MILWAUKEE","{'lat': 43.021819, 'lng': -87.941161}",
1300,182561418-Open Investigation,182561418,2018-09-13 13:59:54,"10330 W SILVER SPRING DR,MKE",4,SHOPLIFTER,Open Investigation,"10330 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.121706, 'lng': -88.041473}",
1301,182561529-Service in Progress,182561529,2018-09-13 13:59:04,"3921 N HUMBOLDT BL,MKE",5,BATTERY,Service in Progress,"3921 N HUMBOLDT BL,MILWAUKEE","{'lat': 43.088692, 'lng': -87.899814}",
1302,182561530-Advised,182561530,2018-09-13 13:58:45,"2427 W LAYTON AV,MKE",6,TRAFFIC STOP,Advised,"2427 W LAYTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1303,182561527-Service in Progress,182561527,2018-09-13 13:58:20,"6920 W MEDFORD AV,MKE",7,WELFARE CITIZEN,Service in Progress,"6920 W MEDFORD AV,MILWAUKEE","{'lat': 43.105634, 'lng': -87.997459}",
1304,182561524-Service in Progress,182561524,2018-09-13 13:57:48,"9509 W LISBON AV,MKE",7,WELFARE CITIZEN,Service in Progress,"9509 W LISBAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1305,182561525-Advised,182561525,2018-09-13 13:56:30,"2349 S 9TH PL,MKE",2,TRAFFIC STOP,Advised,"2349 S 9TH PL,MILWAUKEE","{'lat': 43.001744, 'lng': -87.923901}",
1306,182561523-Assignment Completed,182561523,2018-09-13 13:56:02,"3710 W LINCOLN AV,MKE",2,BUSINESS CHECK,Assignment Completed,"3710 W LINCOLN AV,MILWAUKEE","{'lat': 43.003234, 'lng': -87.960918}",
1307,182561521-Service in Progress,182561521,2018-09-13 13:55:41,"2333 N 49TH ST,MKE",3,SPECIAL ASSIGN,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
1308,182561518-Service in Progress,182561518,2018-09-13 13:55:06,"N FRATNEY ST / E CAPITOL DR,MKE",5,BATTERY,Service in Progress,"N FRATNEY ST & E CAPITOL DR,MILWAUKEE","{'lat': 43.076555, 'lng': -87.901443}",
1309,182561414-Assignment Completed,182561414,2018-09-13 13:11:49,"619 W WALNUT ST,MKE",5,COURT DUTY,Assignment Completed,"619 W WALNUT ST,MILWAUKEE","{'lat': 43.051849, 'lng': -87.919324}",
1310,182561538-Service in Progress,182561538,2018-09-13 14:04:26,"N 6TH ST / W KILBOURN AV,MKE",1,TRAFFIC STOP,Service in Progress,"N 6TH ST & W KILBOURN AV,MILWAUKEE","{'lat': 43.016112, 'lng': -87.918558}",
1311,182561491-Service in Progress,182561491,2018-09-13 14:04:25,"3355 S 27TH ST,MKE",6,TRBL W/SUBJ,Service in Progress,"3355 S 27TH ST,MILWAUKEE","{'lat': 42.984014, 'lng': -87.950121}",
1312,182561537-Service in Progress,182561537,2018-09-13 14:04:01,"N 3RD ST / W KEEFE AV,MKE",5,FOLLOW UP,Service in Progress,"N 3RD ST & W KEEFE AV,MILWAUKEE","{'lat': 43.08208, 'lng': -87.913758}",
1313,182561506-Service in Progress,182561506,2018-09-13 14:02:55,"5000 W CHAMBERS ST,MKE",7,BATTERY,Service in Progress,"5000 W CHAMBERS ST,MILWAUKEE","{'lat': 43.074293, 'lng': -87.975935}",
1314,182561536-Assignment Completed,182561536,2018-09-13 14:02:36,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
1315,182561533-Service in Progress,182561533,2018-09-13 14:02:06,"3234 N 7TH ST,MKE",5,WELFARE CITIZEN,Service in Progress,"3234 N 7TH ST,MILWAUKEE","{'lat': 43.077193, 'lng': -87.919444}",
1316,182561514-Assignment Completed,182561514,2018-09-13 13:54:50,"1129 N JACKSON ST,MKE",1,CALL FOR POLICE,Assignment Completed,"1129 N JACKSST,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1317,182561500-Assignment Completed,182561500,2018-09-13 13:46:47,"2413 N 44TH ST,MKE",3,FOLLOW UP,Assignment Completed,"2413 N 44TH ST,MILWAUKEE","{'lat': 43.062785, 'lng': -87.969098}",
1318,182561435-Advised,182561435,2018-09-13 13:45:15,"4053 N 6TH ST,MKE",5,CHILD CUSTODY,Advised,"4053 N 6TH ST,MILWAUKEE","{'lat': 43.090539, 'lng': -87.918634}",
1319,182561493-Assignment Completed,182561493,2018-09-13 13:44:14,PULASKI/CARMEN,OCOE,SCHL MONITORING,Assignment Completed,"PULASKI&CARMEN, MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1320,182561438-Advised,182561438,2018-09-13 13:25:23,"6165 S 1ST ST,MKE",6,WELFARE CITIZEN,Advised,"6165 S 1ST ST,MILWAUKEE","{'lat': 42.932318, 'lng': -87.911858}",
1321,182561552-Service in Progress,182561552,2018-09-13 14:09:57,"809 N BROADWAY,MKE",1,SPECIAL ASSIGN,Service in Progress,"809 N BROADWAY,MILWAUKEE","{'lat': 43.041416, 'lng': -87.908465}",
1322,182561548-Assignment Completed,182561548,2018-09-13 14:07:52,"2426 N FARWELL AV,MKE",1,BUSINESS CHECK,Assignment Completed,"2426 N FARWELL AV,MILWAUKEE","{'lat': 43.061891, 'lng': -87.883326}",
1323,182561544-Assignment Completed,182561544,2018-09-13 14:05:48,"1227 W LINCOLN AV,MKE",2,TRBL W/SUBJ,Assignment Completed,"1227 W LINCOLN AV,MILWAUKEE","{'lat': 43.0027, 'lng': -87.927584}",
1324,182561543-Service in Progress,182561543,2018-09-13 14:05:31,"2920 N 4TH ST,MKE",5,SPECIAL ASSIGN,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
1325,182561518-Advised/Referral,182561518,2018-09-13 13:55:06,"N FRATNEY ST / E CAPITOL DR,MKE",5,BATTERY,Advised/Referral,"N FRATNEY ST & E CAPITOL DR,MILWAUKEE","{'lat': 43.076555, 'lng': -87.901443}",
1326,182561517-Assignment Completed,182561517,2018-09-13 13:54:13,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1327,182561475-Advised,182561475,2018-09-13 13:35:13,"3500 N HUMBOLDT BL,MKE",5,LOOSE ANIMAL,Advised,"3500 N HUMBOLDT BL,MILWAUKEE","{'lat': 43.081822, 'lng': -87.897542}",
1328,182561473-Assignment Completed,182561473,2018-09-13 13:34:06,"3006 S 27TH ST,MKE",6,REPORTS,Assignment Completed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
1329,182561464-Assignment Completed,182561464,2018-09-13 13:30:44,"1531 S 30TH ST,MKE",2,INVESTIGATION,Assignment Completed,"1531 S 30TH ST,MILWAUKEE","{'lat': 43.015236, 'lng': -87.951777}",
1330,182561567-City Citation(s) Issued,182561567,2018-09-13 14:14:51,"3840 N SHERMAN BL,MKE",7,TRAFFIC STOP,City Citation(s) Issued,"3840 N SHERMAN BL,MILWAUKEE","{'lat': 43.086608, 'lng': -87.966542}",
1331,182561565-City Citation(s) Issued,182561565,2018-09-13 14:14:39,"4112 S 6TH ST,MKE",6,TS TARGETED,City Citation(s) Issued,"4112 S 6TH ST,MILWAUKEE","{'lat': 42.970984, 'lng': -87.919202}",
1332,182561564-Assignment Completed,182561564,2018-09-13 14:13:59,"5600 W CAPITOL DR,MKE",7,RETURN STATION,Assignment Completed,"5600 W CAPITOL DR,MILWAUKEE","{'lat': 43.089303, 'lng': -88.052286}",
1333,182561560-Service in Progress,182561560,2018-09-13 14:13:37,"1663 S 6TH ST,MKE",2,TRBL W/SUBJ-DV,Service in Progress,"1663 S 6TH ST,MILWAUKEE","{'lat': 43.01279, 'lng': -87.918814}",
1334,182561557-Advised,182561557,2018-09-13 14:11:47,"3422 N 7TH ST,MKE",5,TRBL W/SUBJ,Advised,"3422 N 7TH ST,MILWAUKEE","{'lat': 43.080645, 'lng': -87.919232}",
1335,182561559-Service in Progress,182561559,2018-09-13 14:11:24,"4800 N 32ND ST,MKE",7,TRAFFIC HAZARD,Service in Progress,"4800 N 32ND ST,MILWAUKEE","{'lat': 43.105157, 'lng': -87.952152}",
1336,182561558-City Citation(s) Issued,182561558,2018-09-13 14:11:21,"2901 W HAMPTON AV,MKE",5,TRAFFIC STOP,City Citation(s) Issued,"2901 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1337,182561494-Unable to Locate Complainant,182561494,2018-09-13 14:11:00,"S 27TH ST / W MORGAN AV,MKE",6,TRBL W/SUBJ,Unable to Locate Complainant,"S 27TH ST & W MORGAN AV,MILWAUKEE","{'lat': 42.981262, 'lng': -87.948496}",
1338,182561531-Assignment Completed,182561531,2018-09-13 14:10:37,"N 27TH ST / W ST PAUL AV,MKE",3,ACC PDO,Assignment Completed,"N 27TH ST & W ST PAUL AV,MILWAUKEE","{'lat': 43.03478, 'lng': -87.947741}",
1339,182561555-Advised,182561555,2018-09-13 14:10:23,"544 S 1ST ST,MKE",2,TRAFFIC STOP,Advised,"544 S 1ST ST,MILWAUKEE","{'lat': 43.02564, 'lng': -87.910254}",
1340,182561538-City Citation(s) Issued,182561538,2018-09-13 14:04:26,"N 6TH ST / W KILBOURN AV,MKE",1,TRAFFIC STOP,City Citation(s) Issued,"N 6TH ST & W KILBOURN AV,MILWAUKEE","{'lat': 43.016112, 'lng': -87.918558}",
1341,182561491-To be Filed,182561491,2018-09-13 14:04:25,"3355 S 27TH ST,MKE",6,TRBL W/SUBJ,To be Filed,"3355 S 27TH ST,MILWAUKEE","{'lat': 42.984014, 'lng': -87.950121}",
1342,182561513-Assignment Completed,182561513,2018-09-13 13:52:54,"2735 W BURLEIGH ST,MKE",5,FOLLOW UP,Assignment Completed,"2735 W BURLEIGH ST,MILWAUKEE","{'lat': 43.075076, 'lng': -87.948107}",
1343,182561505-Assignment Completed,182561505,2018-09-13 13:49:01,"8914 N 96TH ST,MKE",4,SUBJ WANTED,Assignment Completed,"8914 N 96TH ST,MILWAUKEE","{'lat': 43.1803, 'lng': -88.031042}",
1344,182561476-Assignment Completed,182561476,2018-09-13 13:35:32,"920 N 28TH ST,MKE",3,FOLLOW UP,Assignment Completed,"920 N 28TH ST,MILWAUKEE","{'lat': 43.042216, 'lng': -87.948534}",
1345,182561507-Advised,182561507,2018-09-13 14:19:20,"4455 N 58TH ST,MKE",7,NOISE NUISANCE,Advised,"4455 N 58TH ST,MILWAUKEE","{'lat': 43.098513, 'lng': -87.98568}",
1346,182561496-Advised,182561496,2018-09-13 14:18:32,"7900 N LINK PL,MKE",4,PHONE CALL COMPL,Advised,"7900 N LINK PL,MILWAUKEE","{'lat': 43.161354, 'lng': -87.975235}",
1347,182561577-Advised,182561577,2018-09-13 14:18:32,"2205 W LINCOLN AV,MKE",2,TRAFFIC STOP,Advised,"2205 W LINCOLN AV,MILWAUKEE","{'lat': 43.002944, 'lng': -87.943334}",
1348,182561576-Advised,182561576,2018-09-13 14:18:15,"2086 W HOWARD AV,MKE",6,TRAFFIC STOP,Advised,"2086 W HOWARD AV,MILWAUKEE","{'lat': 42.974225, 'lng': -87.943503}",
1349,182561553-Service in Progress,182561553,2018-09-13 14:17:30,"700 S 4TH ST,MKE",2,BATTERY,Service in Progress,"700 S 4TH ST,MILWAUKEE","{'lat': 43.023721, 'lng': -87.91465}",
1350,182561573-City Citation(s) Issued,182561573,2018-09-13 14:16:29,"7950 W RUBY AV,MKE",7,TRAFFIC STOP,City Citation(s) Issued,"7950 W RUBY AV,MILWAUKEE","{'lat': 43.098477, 'lng': -88.011588}",
1351,182561572-Service in Progress,182561572,2018-09-13 14:16:26,"6929 W SILVER SPRING DR,MKE",4,INVESTIGATION,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
1352,182561571-Service in Progress,182561571,2018-09-13 14:16:19,"1324 S 8TH ST,MKE",2,INVESTIGATION,Service in Progress,"1324 S 8TH ST,MILWAUKEE","{'lat': 43.017462, 'lng': -87.920799}",
1353,182561570-Service in Progress,182561570,2018-09-13 14:16:05,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
1354,182561561-Service in Progress,182561561,2018-09-13 14:15:23,"1017 N 12TH ST,MKE",3,FIGHT,Service in Progress,"1017 N 12TH ST,MILWAUKEE","{'lat': 43.043744, 'lng': -87.927878}",
1355,182561550-Advised,182561550,2018-09-13 14:15:21,"6550 N 80TH ST,MKE",4,SUSP PERS/AUTO,Advised,"6550 N 80TH ST,MILWAUKEE","{'lat': 43.136965, 'lng': -88.008617}",
1356,182561524-Advised,182561524,2018-09-13 13:57:48,"9509 W LISBON AV,MKE",7,WELFARE CITIZEN,Advised,"9509 W LISBAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1357,182561448-Assignment Completed,182561448,2018-09-13 13:23:28,"4163 N 70TH ST,MKE",7,SUBJ WANTED,Assignment Completed,"4163 N 70TH ST,MILWAUKEE","{'lat': 43.093206, 'lng': -87.999712}",
1358,182561589-Assignment Completed,182561589,2018-09-13 14:23:58,"2920 N 4TH ST,MKE",5,RETURN STATION,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
1359,182561512-Service in Progress,182561512,2018-09-13 14:23:41,"3555 S 27TH ST,MKE",6,TRBL W/SUBJ,Service in Progress,"3555 S 27TH ST,MILWAUKEE","{'lat': 42.9797, 'lng': -87.949944}",
1360,182561587-Advised,182561587,2018-09-13 14:23:08,"2400 S 27TH ST,MKE",2,TRAFFIC STOP,Advised,"2400 S 27TH ST,MILWAUKEE","{'lat': 43.001221, 'lng': -87.947815}",
1361,182561586-Advised,182561586,2018-09-13 14:22:58,"500 N WATER ST,MKE",1,TRAFFIC STOP,Advised,"500 N WATER ST,MILWAUKEE","{'lat': 43.036414, 'lng': -87.908384}",
1362,182561584-Service in Progress,182561584,2018-09-13 14:22:38,"623 S 2ND ST,MKE",2,BUSINESS CHECK,Service in Progress,"623 S 2ND ST,MILWAUKEE","{'lat': 43.024665, 'lng': -87.912941}",
1363,182561578-Unable to Locate Complainant,182561578,2018-09-13 14:21:58,"800 W LAYTON AV,MKE",6,RECKLESS VEHICLE,Unable to Locate Complainant,"800 W LAYTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1364,182561582-Assignment Completed,182561582,2018-09-13 14:21:51,"245 W LINCOLN AV,MKE",2,FOLLOW UP,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1365,182561580-Service in Progress,182561580,2018-09-13 14:21:13,"749 W STATE ST,MKE",1,PROPERTY PICKUP,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1366,182561579-Service in Progress,182561579,2018-09-13 14:21:11,"2333 N 49TH ST,MKE",3,POLICE ADMIN,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
1367,182561574-Assignment Completed,182561574,2018-09-13 14:20:37,"3401 W WISCONSIN AV,MKE",3,GAS LEAK,Assignment Completed,"3401 W WISCONSIN AV,MILWAUKEE","{'lat': 43.038101, 'lng': -87.955758}",
1368,182561451-Service in Progress,182561451,2018-09-13 14:29:49,"1210 N 10TH ST,MKE",1,RECK USE OF WEAP,Service in Progress,"1210 N 10TH ST,MILWAUKEE","{'lat': 43.046126, 'lng': -87.92387}",
1369,182561600-Assignment Completed,182561600,2018-09-13 14:29:39,"7501 N GRANVILLE RD,MKE",4,SCHL MONITORING,Assignment Completed,"7501 N GRANVILLE RD,MILWAUKEE","{'lat': 43.154667, 'lng': -88.031901}",
1370,182561590-Unable to Locate Complainant,182561590,2018-09-13 14:29:31,"1330 N 4TH ST,MKE",1,CRUELTY ANIMAL,Unable to Locate Complainant,"1330 N 4TH ST,MILWAUKEE","{'lat': 43.047494, 'lng': -87.91571}",
1371,182561594-Service in Progress,182561594,2018-09-13 14:29:20,"513 E BURLEIGH ST,MKE",5,ACC PI,Service in Progress,"513 E BURLEIGH ST,MILWAUKEE","{'lat': 43.074495, 'lng': -87.904651}",
1372,182561596-City Citation(s) Issued,182561596,2018-09-13 14:28:01,"1904 W LINCOLN AV,MKE",2,TRAFFIC STOP,City Citation(s) Issued,"1904 W LINCOLN AV,MILWAUKEE","{'lat': 43.009051, 'lng': -87.89362}",
1373,182561595-To be Filed,182561595,2018-09-13 14:27:45,"4204 N SHERMAN BL,MKE",7,TRAFFIC STOP,To be Filed,"4204 N SHERMAN BL,MILWAUKEE","{'lat': 43.093641, 'lng': -87.966577}",
1374,182561592-Assignment Completed,182561592,2018-09-13 14:26:59,"4209 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed,"4209 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118978, 'lng': -87.964924}",
1375,182561531-To be Filed,182561531,2018-09-13 14:10:37,"N 27TH ST / W ST PAUL AV,MKE",3,ACC PDO,To be Filed,"N 27TH ST & W ST PAUL AV,MILWAUKEE","{'lat': 43.03478, 'lng': -87.947741}",
