,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
1047,182581234-Assignment Completed,182581234,2018-09-15 13:01:32,"9657 W BEATRICE ST,MKE",4,SUBJ W/WEAPON-DV,Assignment Completed,"9657 W BEATRICE ST, MILWAUKEE, WI","{'lat': 43.178617, 'lng': -88.032336}",
1048,182581300-Service in Progress,182581300,2018-09-15 13:24:19,"2300 N 44TH ST,MKE",3,FIREWORKS,Service in Progress,"2300 N 44TH ST, MILWAUKEE, WI","{'lat': 43.060777, 'lng': -87.968465}",
1049,182581299-Service in Progress,182581299,2018-09-15 13:24:06,"N 51ST BL / W VILLARD AV,MKE",7,ACC PDO,Service in Progress,"N 51ST BL & W VILLARD AV, MILWAUKEE, WI","{'lat': 43.11199, 'lng': -87.976318}",
1050,182581292-Unable to Locate Complainant,182581292,2018-09-15 13:23:44,"W LINCOLN CREEK DR / N 58TH ST,MKE",7,FIGHT,Unable to Locate Complainant,"W LINCOLN CREEK DR & N 58TH ST, MILWAUKEE, WI","{'lat': 43.099201, 'lng': -87.985377}",
1051,182581288-Advised,182581288,2018-09-15 13:22:55,"4348 N 91ST ST,MKE",7,TRBL W/SUBJ-DV,Advised,"4348 N 91ST ST, MILWAUKEE, WI","{'lat': 43.096197, 'lng': -88.025932}",
1052,182581290-Advised,182581290,2018-09-15 13:22:46,"N 6TH ST / W WISCONSIN AV,MKE",1,SUBJ STOP,Advised,"N 6TH ST & W WISCONSIN AV, MILWAUKEE, WI","{'lat': 43.062117, 'lng': -87.91848}",
1053,182581286-Service in Progress,182581286,2018-09-15 13:21:25,"949 N 9TH ST,MKE",1,FOLLOW UP,Service in Progress,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
1054,182581283-Service in Progress,182581283,2018-09-15 13:20:58,"1208 N 46TH ST,MKE",3,SUBJ W/WEAPON-DV,Service in Progress,"1208 N 46TH ST, MILWAUKEE, WI","{'lat': 43.046184, 'lng': -87.970955}",
1055,182581282-Assignment Completed,182581282,2018-09-15 13:20:06,"3522 W WISCONSIN AV,MKE",3,BUSINESS CHECK,Assignment Completed,"3522 W WISCONSIN AV,MILWAUKEE","{'lat': 43.039181, 'lng': -87.958438}",
1056,182581308-Service in Progress,182581308,2018-09-15 13:28:55,"7835 N GREEN BAY RD,MKE",4,SUSP PERS/AUTO,Service in Progress,"7835 N GREEN BAY RD, MILWAUKEE, WI","{'lat': 43.159028, 'lng': -87.950154}",
1057,182581205-Service in Progress,182581205,2018-09-15 13:27:59,"1672 W KEEFE AV,MKE",5,CALL FOR POLICE,Service in Progress,"1672 W KEEFE AV, MILWAUKEE, WI","{'lat': 43.081909, 'lng': -87.931725}",
1058,182581256-Service in Progress,182581256,2018-09-15 13:27:31,"411 E MASON ST,MKE",1,ACC PDO,Service in Progress,"411 E MASST, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
1059,182581306-Assignment Completed,182581306,2018-09-15 13:26:33,"3232 W SILVER SPRING DR,MKE",4,FOLLOW UP,Assignment Completed,"3232 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.119644, 'lng': -87.95378}",
1060,182581232-Unable to Locate Complainant,182581232,2018-09-15 13:26:23,"3233 S 27TH ST,MKE",6,TRBL W/SUBJ,Unable to Locate Complainant,"3233 S 27TH ST,MILWAUKEE","{'lat': 42.985422, 'lng': -87.948851}",
1061,182581270-Service in Progress,182581270,2018-09-15 13:26:15,"3737 S 27TH ST,MKE",6,THEFT,Service in Progress,"3737 S 27TH ST, MILWAUKEE, WI","{'lat': 42.978827, 'lng': -87.948991}",
1062,182581158-Service in Progress,182581158,2018-09-15 13:25:51,"1901 N 6TH ST,MKE",5,TRBL W/SUBJ-DV,Service in Progress,"1901 N 6TH ST, MILWAUKEE, WI","{'lat': 43.055222, 'lng': -87.919108}",
1063,182581191-Advised,182581191,2018-09-15 13:25:42,"2627 W CAPITOL DR,MKE",5,TRBL W/SUBJ,Advised,"2627 W CAPITOL DR,MILWAUKEE","{'lat': 43.0894, 'lng': -87.946558}",
1064,182581304-Assignment Completed,182581304,2018-09-15 13:25:37,"1635 S 1ST ST,MKE",2,BUSINESS CHECK,Assignment Completed,"1635 S 1ST ST,MILWAUKEE","{'lat': 43.013567, 'lng': -87.911467}",
1065,182581268-Service in Progress,182581268,2018-09-15 13:34:58,"5200 N 62ND ST,MKE",4,TRBL W/SUBJ,Service in Progress,"5200 N 62ND ST, MILWAUKEE, WI","{'lat': 43.111915, 'lng': -87.98866}",
1066,182581318-Unable to Locate Complainant,182581318,2018-09-15 13:33:20,"3139 W ST PAUL AV,MKE",3,BATTERY,Unable to Locate Complainant,"3139 W ST PAUL AV, MILWAUKEE, WI","{'lat': 43.034626, 'lng': -87.953214}",
1067,182581317-Service in Progress,182581317,2018-09-15 13:32:13,"1100 E GARFIELD AV,MKE",5,SPECIAL ASSIGN,Service in Progress,"1100 E GARFIELD AV, MILWAUKEE, WI","{'lat': 43.059091, 'lng': -87.89717}",
1068,182581238-Advised,182581238,2018-09-15 13:10:49,"N 32ND ST / W GALENA ST,MKE",3,STOLEN VEHICLE,Advised,"N 32ND ST & W GALENA ST, MILWAUKEE, WI","{'lat': 43.051465, 'lng': -87.954093}",
1069,182581217-Assignment Completed,182581217,2018-09-15 12:56:11,"1417 S 11TH ST,MKE",2,SOLICITING,Assignment Completed,"1417 S 11TH ST,MILWAUKEE","{'lat': 43.016557, 'lng': -87.925685}",
1070,182581327-Unable to Locate Complainant,182581327,2018-09-15 13:39:32,"708 E JUNEAU AV,MKE",1,SUBJ WITH GUN,Unable to Locate Complainant,"708 E JUNEAU AV,MILWAUKEE","{'lat': 43.046008, 'lng': -87.903048}",
1071,182581330-Advised,182581330,2018-09-15 13:39:12,"S 14TH ST / W BURNHAM ST,MKE",2,SUBJ WITH WEAPON,Advised,"S 14TH ST & W BURNHAM ST,MILWAUKEE","{'lat': 43.010131, 'lng': -87.929546}",
1072,182581326-Service in Progress,182581326,2018-09-15 13:36:54,"3626 W FOND DU LAC AV,MKE",7,INVESTIGATION,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
1073,182581315-Service in Progress,182581315,2018-09-15 13:35:07,"3056 W MEINECKE AV,MKE",3,INJ PERSON/SICK,Service in Progress,"3056 W MEINECKE AV, MILWAUKEE, WI","{'lat': 43.062764, 'lng': -87.952576}",
1074,182581324-Assignment Completed,182581324,2018-09-15 13:35:07,"5600 W CAPITOL DR,MKE",7,RETURN STATION,Assignment Completed,"5600 W CAPITOL DR,MILWAUKEE","{'lat': 43.089303, 'lng': -88.052286}",
1075,182581268-Advised,182581268,2018-09-15 13:34:58,"5200 N 62ND ST,MKE",4,TRBL W/SUBJ,Advised,"5200 N 62ND ST, MILWAUKEE, WI","{'lat': 43.111915, 'lng': -87.98866}",
1076,182581234-Advised/Referral,182581234,2018-09-15 13:01:32,"9657 W BEATRICE ST,MKE",4,SUBJ W/WEAPON-DV,Advised/Referral,"9657 W BEATRICE ST, MILWAUKEE, WI","{'lat': 43.178617, 'lng': -88.032336}",
1077,182581342-City Citation(s) Issued,182581342,2018-09-15 13:43:26,6155 W HAMPTON,7,TRAFFIC STOP,City Citation(s) Issued,"6155 W HAMPTON, MILWAUKEE, WI","{'lat': 43.104784, 'lng': -87.986355}",
1078,182581284-Service in Progress,182581284,2018-09-15 13:43:21,"2947 N DOWNER AV,MKE",1,STOLEN VEHICLE,Service in Progress,"2947 N DOWNER AV, MILWAUKEE, WI","{'lat': 43.071988, 'lng': -87.878278}",
1079,182581333-Service in Progress,182581333,2018-09-15 13:41:42,"S 43RD ST / W MORGAN AV,MKE",6,ACC UNKN INJ,Service in Progress,"S 43RD ST & W MORGAN AV, MILWAUKEE, WI","{'lat': 42.981178, 'lng': -87.968034}",
1080,182581316-Service in Progress,182581316,2018-09-15 13:41:07,"5341 N 54TH ST,MKE",4,NOISE NUISANCE,Service in Progress,"5341 N 54TH ST, MILWAUKEE, WI","{'lat': 43.114822, 'lng': -87.980264}",
1081,182581335-Advised,182581335,2018-09-15 13:40:50,"6055 S HOWELL AV,MKE",6,TRAFFIC STOP,Advised,"6055 S HOWELL AV,MILWAUKEE","{'lat': 42.934116, 'lng': -87.910532}",
1082,182581328-Service in Progress,182581328,2018-09-15 13:40:42,"3215 W AUER AV,MKE",7,CALL FOR POLICE,Service in Progress,"3215 W AUER AV, MILWAUKEE, WI","{'lat': 43.07675, 'lng': -87.954298}",
1083,182581205-Unable to Locate Complainant,182581205,2018-09-15 13:27:59,"1672 W KEEFE AV,MKE",5,CALL FOR POLICE,Unable to Locate Complainant,"1672 W KEEFE AV, MILWAUKEE, WI","{'lat': 43.081909, 'lng': -87.931725}",
1084,182581270-City Citation(s) Issued,182581270,2018-09-15 13:26:15,"3737 S 27TH ST,MKE",6,THEFT,City Citation(s) Issued,"3737 S 27TH ST, MILWAUKEE, WI","{'lat': 42.978827, 'lng': -87.948991}",
1085,182581158-Advised,182581158,2018-09-15 13:25:51,"1901 N 6TH ST,MKE",5,TRBL W/SUBJ-DV,Advised,"1901 N 6TH ST, MILWAUKEE, WI","{'lat': 43.055222, 'lng': -87.919108}",
1086,182581292-Assignment Completed,182581292,2018-09-15 13:23:44,"W LINCOLN CREEK DR / N 58TH ST,MKE",7,FIGHT,Assignment Completed,"W LINCOLN CREEK DR & N 58TH ST, MILWAUKEE, WI","{'lat': 43.099201, 'lng': -87.985377}",
1087,182581283-Unable to Locate Complainant,182581283,2018-09-15 13:20:58,"1208 N 46TH ST,MKE",3,SUBJ W/WEAPON-DV,Unable to Locate Complainant,"1208 N 46TH ST, MILWAUKEE, WI","{'lat': 43.046184, 'lng': -87.970955}",
1088,182581257-Advised,182581257,2018-09-15 13:13:53,"1227 N 25TH ST,MKE",3,FAMILY TROUBLE,Advised,"1227 N 25TH ST, MILWAUKEE, WI","{'lat': 43.046515, 'lng': -87.945468}",
1089,182580945-Assignment Completed,182580945,2018-09-15 13:03:55,"2620 W CAPITOL DR,MKE",5,BATTERY DV,Assignment Completed,"2620 W CAPITOL DR,MILWAUKEE","{'lat': 43.090103, 'lng': -87.946415}",
1090,182581352-Unable to Locate Complainant,182581352,2018-09-15 13:49:13,"W CONGRESS ST / W FOND DU LAC AV,MKE",7,INJ PERSON/SICK,Unable to Locate Complainant,"W CONGRESS ST & W FOND DU LAC AV, MILWAUKEE, WI","{'lat': 43.09726, 'lng': -87.986768}",
1091,182581285-No Prosecution,182581285,2018-09-15 13:49:04,"176 W WISCONSIN AV,MKE",1,ACC PDO,No Prosecution,"176 W WISCONSIN AV,MILWAUKEE","{'lat': 43.039014, 'lng': -87.912521}",
1092,182581347-Service in Progress,182581347,2018-09-15 13:45:08,"N 15TH ST / W CONCORDIA AV,MKE",5,TRAFFIC STOP,Service in Progress,"N 15TH ST & W CONCORDIA AV, MILWAUKEE, WI","{'lat': 43.078987, 'lng': -87.929833}",
1093,182581351-Service in Progress,182581351,2018-09-15 13:53:17,"3446 N 36TH ST,MKE",7,BATTERY,Service in Progress,"3446 N 36TH ST, MILWAUKEE, WI","{'lat': 43.081782, 'lng': -87.958262}",
1094,182581367-Service in Progress,182581367,2018-09-15 13:51:06,"1951 S 11TH ST,MKE",2,FOLLOW UP,Service in Progress,"1951 S 11TH ST, MILWAUKEE, WI","{'lat': 43.009066, 'lng': -87.92595}",
1095,182581366-Assignment Completed,182581366,2018-09-15 13:50:44,"559 W MAPLE ST,MKE",2,BUSINESS CHECK,Assignment Completed,"559 W MAPLE ST, MILWAUKEE, WI","{'lat': 43.010884, 'lng': -87.917667}",
1096,182581365-Unable to Locate Complainant,182581365,2018-09-15 13:50:40,"3330 W SILVER SPRING DR,MKE",4,WELFARE CITIZEN,Unable to Locate Complainant,"3330 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.119284, 'lng': -87.954418}",
1097,182581375-Advised/Referral,182581375,2018-09-15 13:59:59,"S 15TH ST / W OKLAHOMA AV,MKE",6,SUBJ WANTED,Advised/Referral,"S 15TH ST & W OKLAHOMA AV, MILWAUKEE, WI","{'lat': 42.988299, 'lng': -87.931508}",
1098,182581374-Service in Progress,182581374,2018-09-15 13:58:28,"N 20TH ST / W OLIVE ST,MKE",5,FIRE,Service in Progress,"N 20TH ST & W OLIVE ST, MILWAUKEE, WI","{'lat': 43.096741, 'lng': -87.937163}",
1099,182581301-Service in Progress,182581301,2018-09-15 13:58:10,"10330 W SILVER SPRING DR,MKE",4,TRBL W/SUBJ,Service in Progress,"10330 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.121706, 'lng': -88.041473}",
1100,182581371-Assignment Completed,182581371,2018-09-15 13:57:53,"1910 N OAKLAND AV,MKE",1,ENTRY,Assignment Completed,"1910 N OAKLAND AV, MILWAUKEE, WI","{'lat': 43.055965, 'lng': -87.890727}",
1101,182581370-Service in Progress,182581370,2018-09-15 13:57:14,"2727 N 25TH ST,MKE",5,TRBL W/SUBJ,Service in Progress,"2727 N 25TH ST, MILWAUKEE, WI","{'lat': 43.06852, 'lng': -87.945173}",
1102,182581373-Advised,182581373,2018-09-15 13:55:36,"930 N 27TH ST,MKE",3,TRBL W/SUBJ,Advised,"930 N 27TH ST, MILWAUKEE, WI","{'lat': 43.042424, 'lng': -87.947223}",
1103,182581209-Service in Progress,182581209,2018-09-15 13:55:26,"3074 N 25TH ST,MKE",5,TRBL W/SUBJ,Service in Progress,"3074 N 25TH ST, MILWAUKEE, WI","{'lat': 43.074943, 'lng': -87.944428}",
1104,182581351-Advised,182581351,2018-09-15 13:53:17,"3446 N 36TH ST,MKE",7,BATTERY,Advised,"3446 N 36TH ST, MILWAUKEE, WI","{'lat': 43.081782, 'lng': -87.958262}",
1105,182581367-Assignment Completed,182581367,2018-09-15 13:51:06,"1951 S 11TH ST,MKE",2,FOLLOW UP,Assignment Completed,"1951 S 11TH ST, MILWAUKEE, WI","{'lat': 43.009066, 'lng': -87.92595}",
1106,182581347-City Citation(s) Issued,182581347,2018-09-15 13:45:08,"N 15TH ST / W CONCORDIA AV,MKE",5,TRAFFIC STOP,City Citation(s) Issued,"N 15TH ST & W CONCORDIA AV, MILWAUKEE, WI","{'lat': 43.078987, 'lng': -87.929833}",
1107,182581308-Assignment Completed,182581308,2018-09-15 13:28:55,"7835 N GREEN BAY RD,MKE",4,SUSP PERS/AUTO,Assignment Completed,"7835 N GREEN BAY RD, MILWAUKEE, WI","{'lat': 43.159028, 'lng': -87.950154}",
1108,182581386-Advised,182581386,2018-09-15 14:04:43,"S 5TH ST / W BECHER ST,MKE",2,WELFARE CITIZEN,Advised,"S 5TH ST & W BECHER ST, MILWAUKEE, WI","{'lat': 43.006481, 'lng': -87.916887}",
1109,182581389-Advised,182581389,2018-09-15 14:04:19,"7177 W APPLETON AV,MKE",7,PROPERTY DAMAGE,Advised,"7177 W APPLETAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
1110,182581390-Service in Progress,182581390,2018-09-15 14:01:58,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
1111,182581385-Service in Progress,182581385,2018-09-15 14:00:42,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
1112,182581326-Assignment Completed,182581326,2018-09-15 13:36:54,"3626 W FOND DU LAC AV,MKE",7,INVESTIGATION,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
1113,182581407-Assignment Completed,182581407,2018-09-15 14:09:32,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
1114,182581404-Service in Progress,182581404,2018-09-15 14:09:06,"2355 N 35TH ST,MKE",3,BUSINESS CHECK,Service in Progress,"2355 N 35TH ST,MILWAUKEE","{'lat': 43.061906, 'lng': -87.959136}",
1115,182581401-Assignment Completed,182581401,2018-09-15 14:08:04,"2942 N 2ND ST,MKE",5,FIGHT,Assignment Completed,"2942 N 2ND ST, MILWAUKEE, WI","{'lat': 43.072168, 'lng': -87.912004}",
1116,182581396-Advised,182581396,2018-09-15 14:07:41,"S 18TH ST / W CRAWFORD AV,MKE",6,SUSP PERS/AUTO,Advised,"S 18TH ST & W CRAWFORD AV, MILWAUKEE, WI","{'lat': 42.975667, 'lng': -87.936388}",
1117,182581403-Assignment Completed,182581403,2018-09-15 14:07:24,"900 N 26TH ST,MKE",3,TRBL W/SUBJ,Assignment Completed,"900 N 26TH ST, MILWAUKEE, WI","{'lat': 43.041481, 'lng': -87.946293}",
1118,182581354-Advised,182581354,2018-09-15 14:07:20,"4034 N 47TH ST,MKE",7,CALL FOR POLICE,Advised,"4034 N 47TH ST, MILWAUKEE, WI","{'lat': 43.090697, 'lng': -87.971907}",
1119,182581397-To be Filed,182581397,2018-09-15 14:07:15,"3912 S 2ND ST,MKE",6,ACC PDO,To be Filed,"3912 S 2ND ST, MILWAUKEE, WI","{'lat': 42.973385, 'lng': -87.912798}",
1120,182581388-Service in Progress,182581388,2018-09-15 14:06:34,"2756 N 51ST ST,MKE",7,SHOTS FIRED,Service in Progress,"2756 N 51ST ST, MILWAUKEE, WI","{'lat': 43.069204, 'lng': -87.977002}",
1121,182581370-Advised,182581370,2018-09-15 13:57:14,"2727 N 25TH ST,MKE",5,TRBL W/SUBJ,Advised,"2727 N 25TH ST, MILWAUKEE, WI","{'lat': 43.06852, 'lng': -87.945173}",
1122,182581315-Assignment Completed,182581315,2018-09-15 13:35:07,"3056 W MEINECKE AV,MKE",3,INJ PERSON/SICK,Assignment Completed,"3056 W MEINECKE AV, MILWAUKEE, WI","{'lat': 43.062764, 'lng': -87.952576}",
1123,182581394-Advised,182581394,2018-09-15 14:13:57,"1133 N 25TH ST,MKE",3,FAMILY TROUBLE,Advised,"1133 N 25TH ST, MILWAUKEE, WI","{'lat': 43.045172, 'lng': -87.945217}",
1124,182581400-Service in Progress,182581400,2018-09-15 14:13:29,"3234 N 45TH ST,MKE",7,TRBL W/SUBJ,Service in Progress,"3234 N 45TH ST, MILWAUKEE, WI","{'lat': 43.077786, 'lng': -87.969383}",
1125,182581415-Service in Progress,182581415,2018-09-15 14:13:17,"S 14TH ST / W GREENFIELD AV,MKE",2,SUBJ STOP,Service in Progress,"S 14TH ST & W GREENFIELD AV,MILWAUKEE","{'lat': 43.01704, 'lng': -87.929282}",
1126,182581414-Service in Progress,182581414,2018-09-15 14:13:09,"228 E NATIONAL AV,MKE",2,POLICE ADMIN,Service in Progress,"228 E NATIONAL AV,MILWAUKEE","{'lat': 43.023744, 'lng': -87.908731}",
1127,182581411-Service in Progress,182581411,2018-09-15 14:11:41,"2427 W NATIONAL AV,MKE",2,SPECIAL ASSIGN,Service in Progress,"2427 W NATIONAL AV, MILWAUKEE, WI","{'lat': 43.022075, 'lng': -87.944431}",
1128,182581408-City Citation(s) Issued,182581408,2018-09-15 14:11:02,4409 W FOND DU LAC,7,TS TARGETED,City Citation(s) Issued,"4409 W FOND DU LAC, MILWAUKEE, WI","{'lat': 43.083661, 'lng': -87.968884}",
1129,182581399-Advised,182581399,2018-09-15 14:10:53,"812 S LAYTON BL,MKE",2,TRBL W/SUBJ,Advised,"812 S LAYTBL,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1130,182581404-Assignment Completed,182581404,2018-09-15 14:09:06,"2355 N 35TH ST,MKE",3,BUSINESS CHECK,Assignment Completed,"2355 N 35TH ST,MILWAUKEE","{'lat': 43.061906, 'lng': -87.959136}",
1131,182581388-Unable to Locate Complainant,182581388,2018-09-15 14:06:34,"2756 N 51ST ST,MKE",7,SHOTS FIRED,Unable to Locate Complainant,"2756 N 51ST ST, MILWAUKEE, WI","{'lat': 43.069204, 'lng': -87.977002}",
1132,182581209-Unable to Locate Complainant,182581209,2018-09-15 13:55:26,"3074 N 25TH ST,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant,"3074 N 25TH ST, MILWAUKEE, WI","{'lat': 43.074943, 'lng': -87.944428}",
1133,182581431-Assignment Completed,182581431,2018-09-15 14:19:44,"2333 N 49TH ST,MKE",3,REPORTS,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
1134,182581428-To be Filed,182581428,2018-09-15 14:18:17,"711 N MILWAUKEE ST,MKE",1,ACC PDO,To be Filed,"711 N MILWAUKEE ST, MILWAUKEE, WI","{'lat': 43.038977, 'lng': -87.906701}",
1135,182581425-Service in Progress,182581425,2018-09-15 14:17:54,"1110 W GREENFIELD AV,MKE",2,VIOL REST ORDER,Service in Progress,"1110 W GREENFIELD AV,MILWAUKEE","{'lat': 43.01728, 'lng': -87.925733}",
1136,182581418-Service in Progress,182581418,2018-09-15 14:17:27,"275 W WISCONSIN AV,MKE",1,FIGHT,Service in Progress,"275 W WISCONSIN AV, MILWAUKEE, WI","{'lat': 43.038258, 'lng': -87.914371}",
1137,182581422-Assignment Completed,182581422,2018-09-15 14:16:57,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
1138,182581416-Service in Progress,182581416,2018-09-15 14:15:54,"2333 N 49TH ST,MKE",3,CHILD ENTICEMENT,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
1139,182581417-Service in Progress,182581417,2018-09-15 14:15:54,"1335 W VLIET ST,MKE",3,TRBL W/SUBJ,Service in Progress,"1335 W VLIET ST, MILWAUKEE, WI","{'lat': 43.048261, 'lng': -87.929655}",
1140,182581301-City Citation(s) Issued,182581301,2018-09-15 13:58:10,"10330 W SILVER SPRING DR,MKE",4,TRBL W/SUBJ,City Citation(s) Issued,"10330 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.121706, 'lng': -88.041473}",
1141,182581316-Unable to Locate Complainant,182581316,2018-09-15 13:41:07,"5341 N 54TH ST,MKE",4,NOISE NUISANCE,Unable to Locate Complainant,"5341 N 54TH ST, MILWAUKEE, WI","{'lat': 43.114822, 'lng': -87.980264}",
1142,182581292-To be Filed,182581292,2018-09-15 13:23:44,"W LINCOLN CREEK DR / N 58TH ST,MKE",7,FIGHT,To be Filed,"W LINCOLN CREEK DR & N 58TH ST, MILWAUKEE, WI","{'lat': 43.099201, 'lng': -87.985377}",
1143,182581446-Assignment Completed,182581446,2018-09-15 14:24:59,"8900 N 96TH ST,MKE",4,PATROL,Assignment Completed,"8900 N 96TH ST, MILWAUKEE, WI","{'lat': 43.179354, 'lng': -88.03102}",
1144,182581439-Service in Progress,182581439,2018-09-15 14:24:52,"7935 N 64TH CT,MKE",4,SUBJ W/WEAPON-DV,Service in Progress,"7935 N 64TH CT, MILWAUKEE, WI","{'lat': 43.160904, 'lng': -87.989365}",
1145,182581444-Assignment Completed,182581444,2018-09-15 14:24:51,"S 12TH ST / W LINCOLN AV,MKE",2,PATROL,Assignment Completed,"S 12TH ST & W LINCOLN AV, MILWAUKEE, WI","{'lat': 43.00285, 'lng': -87.927291}",
1146,182581419-Unable to Locate Complainant,182581419,2018-09-15 14:24:25,"N TEUTONIA AV / W HAMPTON AV,MKE",7,RECKLESS VEHICLE,Unable to Locate Complainant,"N TEUTONIA AVE & W HAMPTAV, MILWAUKEE, WI","{'lat': 43.109649, 'lng': -87.949303}",
1147,182581437-Assignment Completed,182581437,2018-09-15 14:24:22,"3040 N MARYLAND AV,MKE",1,TRAFFIC HAZARD,Assignment Completed,"3040 N MARYLAND AV, MILWAUKEE, WI","{'lat': 43.073703, 'lng': -87.882461}",
1148,182581433-Service in Progress,182581433,2018-09-15 14:23:59,"N 60TH ST / W PARKWAY DR,MKE",7,WELFARE CITIZEN,Service in Progress,"N 60TH ST & W PARKWAY DR, MILWAUKEE, WI","{'lat': 43.103834, 'lng': -87.98664}",
1149,182581421-Service in Progress,182581421,2018-09-15 14:23:34,"1022 S 14TH ST,MKE",2,PROPERTY DAMAGE,Service in Progress,"1022 S 14TH ST, MILWAUKEE, WI","{'lat': 43.020547, 'lng': -87.929}",
1150,182581438-Service in Progress,182581438,2018-09-15 14:23:23,D7 DOWNLOAD,7,ASSIGNMENT,Service in Progress,"D7 DOWNLOAD, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
1151,182581436-Assignment Completed,182581436,2018-09-15 14:21:38,"1941 S 10TH ST,MKE",2,FOLLOW UP,Assignment Completed,"1941 S 10TH ST, MILWAUKEE, WI","{'lat': 43.009248, 'lng': -87.924533}",
1152,182581332-Service in Progress,182581332,2018-09-15 14:21:14,"1817 N RIVERWALK WA,MKE",1,THEFT,Service in Progress,"1817 N RIVERWALK WA, MILWAUKEE, WI","{'lat': 43.0533, 'lng': -87.906725}",
1153,182581402-Service in Progress,182581402,2018-09-15 14:21:01,"N FRATNEY ST / E AUER AV,MKE",5,ACC PDO,Service in Progress,"N FRATNEY ST & E AUER AV, MILWAUKEE, WI","{'lat': 43.076555, 'lng': -87.901443}",
1154,182581455-Unable to Locate Complainant,182581455,2018-09-15 14:29:12,"1208 N 46TH ST,MKE",3,TRBL W/SUBJ-DV,Unable to Locate Complainant,"1208 N 46TH ST, MILWAUKEE, WI","{'lat': 43.046184, 'lng': -87.970955}",
1155,182581440-Advised,182581440,2018-09-15 14:27:48,"3004 S 15TH ST,MKE",6,THEFT,Advised,"3004 S 15TH ST, MILWAUKEE, WI","{'lat': 42.990003, 'lng': -87.931001}",
1156,182581442-Service in Progress,182581442,2018-09-15 14:27:36,"1955 W CORNELL ST,MKE",5,BURGLAR ALARM,Service in Progress,"1955 W CORNELL ST, MILWAUKEE, WI","{'lat': 43.098703, 'lng': -87.936147}",
1157,182581452-Service in Progress,182581452,2018-09-15 14:27:29,"5735 N 96TH ST,MKE",4,FOLLOW UP,Service in Progress,"5735 N 96TH ST,MILWAUKEE","{'lat': 43.1221, 'lng': -88.032282}",
1158,182581447-Assignment Completed,182581447,2018-09-15 14:25:41,"4525 N 57TH ST,MKE",7,FIRE,Assignment Completed,"4525 N 57TH ST, MILWAUKEE, WI","{'lat': 43.099489, 'lng': -87.984327}",
1159,182581456-Service in Progress,182581456,2018-09-15 14:34:47,"2920 N 4TH ST,MKE",5,CONVEY PROPERTY,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
1160,182581465-Assignment Completed,182581465,2018-09-15 14:32:27,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1161,182581392-Assignment Completed,182581392,2018-09-15 14:32:13,"5900 S LAKE DR, CUDAHY",4,BATTERY,Assignment Completed,"5900 S LAKE DR, CUDAHY, MILWAUKEE, WI","{'lat': 43.123815, 'lng': -87.904197}",
1162,182581429-Service in Progress,182581429,2018-09-15 14:30:26,"1726 W WASHINGTON ST,MKE",2,PROPERTY DAMAGE,Service in Progress,"1726 W WASHINGTST, MILWAUKEE, WI","{'lat': 43.020341, 'lng': -87.935127}",
1163,182581461-Assignment Completed,182581461,2018-09-15 14:30:13,"4715 W VLIET ST,MKE",3,REPORTS,Assignment Completed,"4715 W VLIET ST,MILWAUKEE","{'lat': 43.048316, 'lng': -87.973303}",
