,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
1236,182571472-Service in Progress,182571472,2018-09-14 13:26:12,"3551 S 27TH ST,MKE",6,WELFARE CITIZEN,Service in Progress,"3551 S 27TH ST,MILWAUKEE","{'lat': 42.980012, 'lng': -87.951801}",
1237,182571482-Service in Progress,182571482,2018-09-14 13:25:47,3940 N SHERMAN,7,TS TARGETED,Service in Progress,"3940 N SHERMAN, MILWAUKEE","{'lat': 43.088912, 'lng': -87.96649}",
1238,182571448-Assignment Completed,182571448,2018-09-14 13:15:34,"200 N HARBOR DR,MKE",1,PATROL,Assignment Completed,"200 N HARBOR DR,MILWAUKEE","{'lat': 43.032312, 'lng': -87.900052}",
1239,182571497-Assignment Completed,182571497,2018-09-14 13:33:23,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1240,182571496-Assignment Completed,182571496,2018-09-14 13:33:07,"8135 W FLORIST AV,MKE",4,SCHL MONITORING,Assignment Completed,"8135 W FLORIST AV,MILWAUKEE","{'lat': 43.125908, 'lng': -88.01263}",
1241,182571495-Assignment Completed,182571495,2018-09-14 13:32:34,"1801 W BECHER ST,MKE",2,LOCKOUT,Assignment Completed,"1801 W BECHER ST,MILWAUKEE","{'lat': 43.006316, 'lng': -87.935519}",
1242,182571494-Assignment Completed,182571494,2018-09-14 13:30:37,116 W WISCONSIN AVE,1,BUSINESS CHECK,Assignment Completed,"116 W WISCONSIN AVE, MILWAUKEE","{'lat': 43.039095, 'lng': -87.910936}",
1243,182571462-Assignment Completed,182571462,2018-09-14 13:19:44,"245 W LINCOLN AV,MKE",2,REPORTS,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1244,182571327-Unable to Locate Complainant,182571327,2018-09-14 13:18:51,"1305 W LOCUST ST,MKE",5,FAMILY TROUBL-DV,Unable to Locate Complainant,"1305 W LOCUST ST,MILWAUKEE","{'lat': 43.070886, 'lng': -87.92833}",
1245,182571123-Advised,182571123,2018-09-14 13:14:39,"S 84TH ST / W OKLAHOMA AV,MKE",6,PROPERTY DAMAGE,Advised,"S 84TH ST & W OKLAHOMA AV,MILWAUKEE",,"{'input': {'address_components': {'city': 'Milwaukee', 'state': 'OK', 'country': 'US'}, 'formatted_address': 'Milwaukee, OK'}, 'results': []}"
1246,182571429-City Citation(s) Issued,182571429,2018-09-14 13:12:15,"3975 N 68TH ST,MKE",7,TRBL W/SUBJ,City Citation(s) Issued,"3975 N 68TH ST,MILWAUKEE","{'lat': 43.089399, 'lng': -87.997304}",
1247,182571397-Service in Progress,182571397,2018-09-14 13:39:45,"9118 W GRANTOSA DR,MKE",7,TRBL W/SUBJ-DV,Service in Progress,"9118 W GRANTOSA DR,MILWAUKEE","{'lat': 43.099911, 'lng': -88.026774}",
1248,182571506-Service in Progress,182571506,2018-09-14 13:38:12,"949 N 9TH ST,MKE",1,COURT DUTY,Service in Progress,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
1249,182571504-Assignment Completed,182571504,2018-09-14 13:37:52,"9700 W DARNEL AV,MKE",4,PROPERTY PICKUP,Assignment Completed,"9700 W DARNEL AV,MILWAUKEE","{'lat': 43.169312, 'lng': -88.035601}",
1250,182571417-Service in Progress,182571417,2018-09-14 13:37:34,"121 E HADLEY ST,MKE",5,TRBL W/JUV,Service in Progress,"121 E HADLEY ST,MILWAUKEE","{'lat': 43.068432, 'lng': -87.91023}",
1251,182571487-Service in Progress,182571487,2018-09-14 13:36:20,"4647 W SCRANTON PL,MKE",7,ACC PI,Service in Progress,"4647 W SCRANTPL,MILWAUKEE","{'lat': 43.083348, 'lng': -87.97171}",
1252,182571500-Assignment Completed,182571500,2018-09-14 13:36:14,"370 E CAPITOL DR,MKE",5,BUSINESS CHECK,Assignment Completed,"370 E CAPITOL DR,MILWAUKEE","{'lat': 43.090339, 'lng': -87.905944}",
1253,182571483-Service in Progress,182571483,2018-09-14 13:36:04,"3355 S 27TH ST,MKE",6,TRBL W/SUBJ,Service in Progress,"3355 S 27TH ST,MILWAUKEE","{'lat': 42.984014, 'lng': -87.950121}",
1254,182571499-Advised,182571499,2018-09-14 13:35:52,"1300 W LAYTON AV,MKE",6,ABAND/STOLEN PRO,Advised,"1300 W LAYTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1255,182571374-To be Filed,182571374,2018-09-14 12:53:55,"5545 N 66TH ST,MKE",4,ACC PDO,To be Filed,"5545 N 66TH ST,MILWAUKEE","{'lat': 43.088091, 'lng': -87.994637}",
1256,182571491-Service in Progress,182571491,2018-09-14 13:44:50,"515 W KEEFE AV,MKE",5,ENTRY,Service in Progress,"515 W KEEFE AV,MILWAUKEE","{'lat': 43.081796, 'lng': -87.916591}",
1257,182571516-Assignment Completed,182571516,2018-09-14 13:44:18,"4141 N 64TH ST,MKE",7,SCHL MONITORING,Assignment Completed,"4141 N 64TH ST,MILWAUKEE","{'lat': 43.093643, 'lng': -87.993163}",
1258,182571478-Service in Progress,182571478,2018-09-14 13:43:45,"2312 N BOOTH ST,MKE",5,DEAD ON ENTRY,Service in Progress,"2312 N BOOTH ST,MILWAUKEE","{'lat': 43.060579, 'lng': -87.903692}",
1259,182571514-Service in Progress,182571514,2018-09-14 13:43:36,"2333 N 49TH ST,MKE",3,REPORTS,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
1260,182571450-Service in Progress,182571450,2018-09-14 13:43:12,"1116 N 13TH ST,MKE",3,WELFARE CITIZEN,Service in Progress,"1116 N 13TH ST,MILWAUKEE","{'lat': 43.04482, 'lng': -87.9282}",
1261,182571511-City Citation(s) Issued,182571511,2018-09-14 13:42:57,600 W CLYBOURN,1,TRAFFIC STOP,City Citation(s) Issued,"600 W CLYBOURN, MILWAUKEE","{'lat': 43.035884, 'lng': -87.919023}",
1262,182571498-To be Filed,182571498,2018-09-14 13:41:18,"2857 N 20TH ST,MKE",5,ENTRY AUTOS,To be Filed,"2857 N 20TH ST,MILWAUKEE","{'lat': 43.070887, 'lng': -87.937711}",
1263,182571480-Assignment Completed,182571480,2018-09-14 13:26:23,"2214 N FARWELL AV,MKE",1,INJ PERSON/SICK,Assignment Completed,"2214 N FARWELL AV,MILWAUKEE","{'lat': 43.059382, 'lng': -87.885773}",
1264,182571525-Assignment Completed,182571525,2018-09-14 13:49:34,6400 W HOPE,OCOE,CITIZEN CONTACT,Assignment Completed,"6400 W HOPE, MILWAUKEE","{'lat': 43.093345, 'lng': -87.975733}",
1265,182571524-Assignment Completed,182571524,2018-09-14 13:49:30,"730 W GREENFIELD AV,MKE",2,VACANT HOUSE CHK,Assignment Completed,"730 W GREENFIELD AV,MILWAUKEE","{'lat': 43.017315, 'lng': -87.92066}",
1266,182571521-Service in Progress,182571521,2018-09-14 13:47:55,"245 W LINCOLN AV,MKE",2,SPECIAL ASSIGN,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1267,182571520-Assignment Completed,182571520,2018-09-14 13:47:54,"2509 W BECHER ST,MKE",2,PROBATION/PAROLE,Assignment Completed,"2509 W BECHER ST,MILWAUKEE","{'lat': 43.00643, 'lng': -87.945484}",
1268,182571517-Assignment Completed,182571517,2018-09-14 13:45:19,"4000 N HUMBOLDT BL,MKE",5,PATROL,Assignment Completed,"4000 N HUMBOLDT BL,MILWAUKEE","{'lat': 43.089038, 'lng': -87.899875}",
1269,182571472-Advised,182571472,2018-09-14 13:26:12,"3551 S 27TH ST,MKE",6,WELFARE CITIZEN,Advised,"3551 S 27TH ST,MILWAUKEE","{'lat': 42.980012, 'lng': -87.951801}",
1270,182571540-Service in Progress,182571540,2018-09-14 13:54:47,"6680 N TEUTONIA AV,MKE",4,POLICE ADMIN,Service in Progress,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
1271,182571539-Service in Progress,182571539,2018-09-14 13:54:39,"2900 W OKLAHOMA AV,MKE",6,FOLLOW UP,Service in Progress,"2900 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.990356, 'lng': -87.9515}",
1272,182571538-Service in Progress,182571538,2018-09-14 13:54:04,"6415 N 91ST ST,MKE",4,SUBJ WANTED,Service in Progress,"6415 N 91ST ST,MILWAUKEE","{'lat': 43.134472, 'lng': -88.025992}",
1273,182571510-Advised,182571510,2018-09-14 13:53:13,"3642 S 83RD ST,MKE",6,TRBL W/SUBJ,Advised,"3642 S 83RD ST,MILWAUKEE","{'lat': 42.978207, 'lng': -88.016033}",
1274,182571534-Service in Progress,182571534,2018-09-14 13:53:06,"S 13TH ST / W MALLORY AV,MKE",6,ACC UNKN INJ,Service in Progress,"S 13TH ST & W MALLORY AV,MILWAUKEE","{'lat': 42.946565, 'lng': -87.929389}",
1275,182571529-Service in Progress,182571529,2018-09-14 13:52:18,"3397 N 21ST ST,MKE",5,ROBBERY STARM-DV,Service in Progress,"3397 N 21ST ST,MILWAUKEE","{'lat': 43.080999, 'lng': -87.938742}",
1276,182571531-Assignment Completed,182571531,2018-09-14 13:52:04,"1707 W LAPHAM ST,MKE",2,PROBATION/PAROLE,Assignment Completed,"1707 W LAPHAM ST,MILWAUKEE","{'lat': 43.013841, 'lng': -87.934356}",
1277,182571342-Service in Progress,182571342,2018-09-14 13:51:40,"3310 W AUER AV,MKE",7,STOLEN VEHICLE,Service in Progress,"3310 W AUER AV,MILWAUKEE","{'lat': 43.077181, 'lng': -87.955397}",
1278,182571530-City Citation(s) Issued,182571530,2018-09-14 13:51:12,"2801 S 27TH ST,MKE",6,TRAFFIC STOP,City Citation(s) Issued,"2801 S 27TH ST,MILWAUKEE","{'lat': 42.993667, 'lng': -87.948407}",
1279,182571528-Assignment Completed,182571528,2018-09-14 13:50:42,100 N. WATER ST,1,PARK AND WALK,Assignment Completed,"100 N. WATER ST, MILWAUKEE","{'lat': 43.031273, 'lng': -87.909524}",
1280,182571527-Service in Progress,182571527,2018-09-14 13:50:30,"949 N 9TH ST,MKE",1,COURT DUTY,Service in Progress,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
1281,182571489-Assignment Completed,182571489,2018-09-14 13:28:09,"7200 N TEUTONIA AV,MKE",4,PATROL,Assignment Completed,"7200 N TEUTONIA AV,MILWAUKEE","{'lat': 43.148366, 'lng': -87.956626}",
1282,182571471-Assignment Completed,182571471,2018-09-14 13:23:53,"5029 N 65TH ST,MKE",7,ENTRY,Assignment Completed,"5029 N 65TH ST,MILWAUKEE","{'lat': 43.109052, 'lng': -87.992745}",
1283,182571425-Advised/Referral,182571425,2018-09-14 13:10:01,"3310 N 96TH ST,MKE",7,ENTRY,Advised/Referral,"3310 N 96TH ST,MILWAUKEE","{'lat': 43.078964, 'lng': -88.03199}",
1284,182571541-Service in Progress,182571541,2018-09-14 13:59:55,"2479 S KINNICKINNIC AV,MKE",6,WELFARE CITIZEN,Service in Progress,"2479 S KINNICKINNIC AV,MILWAUKEE","{'lat': 42.999706, 'lng': -87.90191}",
1285,182571552-Service in Progress,182571552,2018-09-14 13:59:24,4216 N 39TH ST,7,PROBATION/PAROLE,Service in Progress,"4216 N 39TH ST, MILWAUKEE","{'lat': 43.093893, 'lng': -87.961608}",
1286,182571551-Assignment Completed,182571551,2018-09-14 13:59:21,"3720 N 54TH BL,MKE",7,INVESTIGATION,Assignment Completed,"3720 N 54TH BL,MILWAUKEE","{'lat': 43.084919, 'lng': -87.980375}",
1287,182571522-Service in Progress,182571522,2018-09-14 13:58:46,"401 E CAPITOL DR,MKE",5,THEFT,Service in Progress,"401 E CAPITOL DR,MILWAUKEE","{'lat': 43.08798, 'lng': -87.905979}",
1288,182571550-Service in Progress,182571550,2018-09-14 13:58:24,"S 12TH ST / W GREENFIELD AV,MKE",2,SUBJ STOP,Service in Progress,"S 12TH ST & W GREENFIELD AV,MILWAUKEE","{'lat': 43.01704, 'lng': -87.926758}",
1289,182571548-Service in Progress,182571548,2018-09-14 13:58:06,"749 W STATE ST,MKE",1,POLICE ADMIN,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1290,182571547-Assignment Completed,182571547,2018-09-14 13:57:52,"524 S LAYTON BL,MKE",2,BUSINESS CHECK,Assignment Completed,"524 S LAYTBL,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1291,182571546-Advised,182571546,2018-09-14 13:56:40,"2040 W OKLAHOMA AV,MKE",6,TRAFFIC STOP,Advised,"2040 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.989399, 'lng': -87.939435}",
1292,182571544-Assignment Completed,182571544,2018-09-14 13:55:52,"749 W STATE ST,MKE",1,FOLLOW UP,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1293,182571543-Service in Progress,182571543,2018-09-14 13:55:35,"N MARTIN L KING JR DR / W NORTH AV,MKE",5,SPECIAL ASSIGN,Service in Progress,"N DOCTOR M.L.K. DR & W NORTH AV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1294,182571542-Assignment Completed,182571542,2018-09-14 13:55:16,"N 76TH ST / W MILL RD,MKE",4,BUSINESS CHECK,Assignment Completed,"N 76TH ST & W MILL RD,MILWAUKEE","{'lat': 43.133158, 'lng': -88.005806}",
1295,182571562-Assignment Completed,182571562,2018-09-14 14:04:30,"1646 S 7TH ST,MKE",2,VACANT HOUSE CHK,Assignment Completed,"1646 S 7TH ST,MILWAUKEE","{'lat': 43.013118, 'lng': -87.919497}",
1296,182571560-Assignment Completed,182571560,2018-09-14 14:03:20,"6500 N 68TH ST,MKE",4,TRAFFIC STOP,Assignment Completed,"6500 N 68TH ST,MILWAUKEE","{'lat': 43.135976, 'lng': -87.995884}",
1297,182571555-Advised,182571555,2018-09-14 14:02:08,"N 26TH ST / W ST PAUL AV,MKE",3,TRBL W/SUBJ,Advised,"N 26TH ST & W ST PAUL AV,MILWAUKEE","{'lat': 43.034945, 'lng': -87.946381}",
1298,182571557-Assignment Completed,182571557,2018-09-14 14:02:07,"300 W MICHIGAN ST,MKE",1,BUSINESS CHECK,Assignment Completed,"300 W MICHIGAN ST,MILWAUKEE","{'lat': 43.037739, 'lng': -87.914674}",
1299,182571556-Assignment Completed,182571556,2018-09-14 14:01:19,"2336 W WISCONSIN AV,MKE",3,BUSINESS CHECK,Assignment Completed,"2336 W WISCONSIN AV,MILWAUKEE","{'lat': 43.039059, 'lng': -87.942612}",
1300,182571540-Assignment Completed,182571540,2018-09-14 13:54:47,"6680 N TEUTONIA AV,MKE",4,POLICE ADMIN,Assignment Completed,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
1301,182571538-Unable to Locate Complainant,182571538,2018-09-14 13:54:04,"6415 N 91ST ST,MKE",4,SUBJ WANTED,Unable to Locate Complainant,"6415 N 91ST ST,MILWAUKEE","{'lat': 43.134472, 'lng': -88.025992}",
1302,182571571-Service in Progress,182571571,2018-09-14 14:10:00,"N 84TH ST / W CONGRESS ST,MKE",7,INVESTIGATION,Service in Progress,"N 84TH ST & W CONGRESS ST,MILWAUKEE","{'lat': 43.09709, 'lng': -88.017394}",
1303,182571566-Service in Progress,182571566,2018-09-14 14:06:19,"3239 N 33RD ST,MKE",7,INVESTIGATION,Service in Progress,"3239 N 33RD ST,MILWAUKEE","{'lat': 43.077888, 'lng': -87.955246}",
1304,182571565-Advised,182571565,2018-09-14 14:06:07,"4309 N 64TH ST,MKE",7,CITIZEN CONTACT,Advised,"4309 N 64TH ST,MILWAUKEE","{'lat': 43.095715, 'lng': -87.992201}",
1305,182571505-Service in Progress,182571505,2018-09-14 14:05:59,"3715 N 41ST ST,MKE",7,LANDLORD/TEN TRB,Service in Progress,"3715 N 41ST ST,MILWAUKEE","{'lat': 43.084702, 'lng': -87.964516}",
1306,182571564-Assignment Completed,182571564,2018-09-14 14:05:46,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
1307,182571541-Unable to Locate Complainant,182571541,2018-09-14 13:59:55,"2479 S KINNICKINNIC AV,MKE",6,WELFARE CITIZEN,Unable to Locate Complainant,"2479 S KINNICKINNIC AV,MILWAUKEE","{'lat': 42.999706, 'lng': -87.90191}",
1308,182571522-City Citation(s) Issued,182571522,2018-09-14 13:58:46,"401 E CAPITOL DR,MKE",5,THEFT,City Citation(s) Issued,"401 E CAPITOL DR,MILWAUKEE","{'lat': 43.08798, 'lng': -87.905979}",
1309,182571397-Advised,182571397,2018-09-14 13:39:45,"9118 W GRANTOSA DR,MKE",7,TRBL W/SUBJ-DV,Advised,"9118 W GRANTOSA DR,MILWAUKEE","{'lat': 43.099911, 'lng': -88.026774}",
1310,182571586-Assignment Completed,182571586,2018-09-14 14:14:50,"1539 S 9TH ST,MKE",2,VACANT HOUSE CHK,Assignment Completed,"1539 S 9TH ST,MILWAUKEE","{'lat': 43.015116, 'lng': -87.922913}",
1311,182571584-Service in Progress,182571584,2018-09-14 14:14:41,"245 W LINCOLN AV,MKE",2,SPECIAL ASSIGN,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1312,182571576-Service in Progress,182571576,2018-09-14 14:13:36,"160 E BECHER ST,MKE",2,WELFARE CITIZEN,Service in Progress,"160 E BECHER ST,MILWAUKEE","{'lat': 43.006651, 'lng': -87.909141}",
1313,182571371-Service in Progress,182571371,2018-09-14 14:12:44,"2432 N 28TH ST,MKE",3,BATTERY DV,Service in Progress,"2432 N 28TH ST,MILWAUKEE","{'lat': 43.063198, 'lng': -87.948283}",
1314,182571575-Assignment Completed,182571575,2018-09-14 14:12:28,"2034 S 14TH ST,MKE",2,PROBATION/PAROLE,Assignment Completed,"2034 S 14TH ST,MILWAUKEE","{'lat': 43.007442, 'lng': -87.929186}",
1315,182571574-Assignment Completed,182571574,2018-09-14 14:12:25,"2333 N 49TH ST,MKE",3,REPORTS,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
1316,182571573-Assignment Completed,182571573,2018-09-14 14:11:56,"N 60TH ST / W FLORIST AV,MKE",4,PATROL,Assignment Completed,"N 60TH ST & W FLORIST AV,MILWAUKEE",,"{'input': {'address_components': {'city': 'Milwaukee', 'state': 'FL', 'country': 'US'}, 'formatted_address': 'Milwaukee, FL'}, 'results': []}"
1317,182571550-Advised,182571550,2018-09-14 13:58:24,"S 12TH ST / W GREENFIELD AV,MKE",2,SUBJ STOP,Advised,"S 12TH ST & W GREENFIELD AV,MILWAUKEE","{'lat': 43.01704, 'lng': -87.926758}",
1318,182571543-Assignment Completed,182571543,2018-09-14 13:55:35,"N MARTIN L KING JR DR / W NORTH AV,MKE",5,SPECIAL ASSIGN,Assignment Completed,"N DOCTOR M.L.K. DR & W NORTH AV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1319,182571450-Advised,182571450,2018-09-14 13:43:12,"1116 N 13TH ST,MKE",3,WELFARE CITIZEN,Advised,"1116 N 13TH ST,MILWAUKEE","{'lat': 43.04482, 'lng': -87.9282}",
1320,182571417-Advised/Referral,182571417,2018-09-14 13:37:34,"121 E HADLEY ST,MKE",5,TRBL W/JUV,Advised/Referral,"121 E HADLEY ST,MILWAUKEE","{'lat': 43.068432, 'lng': -87.91023}",
1321,182571471-Open Investigation,182571471,2018-09-14 13:23:53,"5029 N 65TH ST,MKE",7,ENTRY,Open Investigation,"5029 N 65TH ST,MILWAUKEE","{'lat': 43.109052, 'lng': -87.992745}",
1322,182571598-Assignment Completed,182571598,2018-09-14 14:19:33,"814 W WISCONSIN AV,MKE",1,SUBJ WITH GUN,Assignment Completed,"814 W WISCONSIN AV,MILWAUKEE","{'lat': 43.039511, 'lng': -87.922286}",
1323,182571601-Advised,182571601,2018-09-14 14:19:03,"3929 S 6TH ST,MKE",6,TRAFFIC STOP,Advised,"3929 S 6TH ST,MILWAUKEE","{'lat': 42.97216, 'lng': -87.923178}",
1324,182571600-Service in Progress,182571600,2018-09-14 14:18:53,"3929 S 6TH ST,MKE",6,TRAFFIC STOP,Service in Progress,"3929 S 6TH ST,MILWAUKEE","{'lat': 42.97216, 'lng': -87.923178}",
1325,182571508-Service in Progress,182571508,2018-09-14 14:18:43,"3429 N 77TH ST,MKE",7,SUSP PERS/AUTO,Service in Progress,"3429 N 77TH ST,MILWAUKEE","{'lat': 43.081229, 'lng': -88.008831}",
1326,182571570-Service in Progress,182571570,2018-09-14 14:17:56,"2738 N 55TH ST,MKE",7,BATTERY,Service in Progress,"2738 N 55TH ST,MILWAUKEE","{'lat': 43.068921, 'lng': -87.981716}",
1327,182571595-Advised,182571595,2018-09-14 14:17:43,"1320 W BURNHAM ST,MKE",2,FIGHT,Advised,"1320 W BURNHAM ST,MILWAUKEE","{'lat': 43.010759, 'lng': -87.928752}",
1328,182571593-Service in Progress,182571593,2018-09-14 14:17:42,"8784 W SILVER SPRING DR,MKE",4,FAMILY TROUBL-DV,Service in Progress,"8784 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.119685, 'lng': -88.021785}",
1329,182571507-Service in Progress,182571507,2018-09-14 14:17:11,"N HACKETT AV / E HAMPSHIRE ST,MKE",1,TRBL W/JUV,Service in Progress,"N HACKETT AVE & E HAMPSHIRE ST,MILWAUKEE","{'lat': 43.075648, 'lng': -87.876738}",
1330,182571594-Assignment Completed,182571594,2018-09-14 14:16:00,MUNI COURT ENTRANCE,1,PAB,Assignment Completed,"MUNI COURT ENTRANCE, MILWAUKEE","{'lat': 42.896521, 'lng': -87.906008}",
1331,182571591-Assignment Completed,182571591,2018-09-14 14:15:35,"841 N JAMES LOVELL ST,MKE",1,SUBJ WANTED,Assignment Completed,"841 N JAMES LOVELL ST,MILWAUKEE","{'lat': 43.041541, 'lng': -87.921792}",
1332,182571592-Assignment Completed,182571592,2018-09-14 14:15:35,"605 S 1ST ST,MKE",2,BUSINESS CHECK,Assignment Completed,"605 S 1ST ST,MILWAUKEE","{'lat': 43.024908, 'lng': -87.911772}",
1333,182571587-Service in Progress,182571587,2018-09-14 14:15:11,"2800 S 5TH CT,MKE",6,WELFARE CITIZEN,Service in Progress,"2800 S 5TH CT,MILWAUKEE",,"{'input': {'address_components': {'number': '2800', 'city': 'Milwaukee', 'state': 'CT', 'country': 'US'}, 'formatted_address': '2800, Milwaukee, CT'}, 'results': []}"
1334,182571483-City Citation(s) Issued,182571483,2018-09-14 13:36:04,"3355 S 27TH ST,MKE",6,TRBL W/SUBJ,City Citation(s) Issued,"3355 S 27TH ST,MILWAUKEE","{'lat': 42.984014, 'lng': -87.950121}",
1335,182571617-Assignment Completed,182571617,2018-09-14 14:23:52,"5600 W CAPITOL DR,MKE",7,RETURN STATION,Assignment Completed,"5600 W CAPITOL DR,MILWAUKEE","{'lat': 43.089303, 'lng': -88.052286}",
1336,182571616-Service in Progress,182571616,2018-09-14 14:23:32,"949 N 9TH ST,MKE",1,COURT DUTY,Service in Progress,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
1337,182571615-Service in Progress,182571615,2018-09-14 14:22:50,"3018 N RICHARDS ST,MKE",5,PROBATION/PAROLE,Service in Progress,"3018 N RICHARDS ST,MILWAUKEE","{'lat': 43.07336, 'lng': -87.907285}",
1338,182571604-Service in Progress,182571604,2018-09-14 14:22:08,"N 19TH PL / W HAMPTON AV,MKE",7,ACC PI,Service in Progress,"N 19TH PL & W HAMPTAV,MILWAUKEE","{'lat': 43.094124, 'lng': -87.935558}",
1339,182571607-Service in Progress,182571607,2018-09-14 14:20:59,"N 19TH PL / W HAMPTON AV,MKE",7,ACC PI,Service in Progress,"N 19TH PL & W HAMPTAV,MILWAUKEE","{'lat': 43.094124, 'lng': -87.935558}",
1340,182571608-Service in Progress,182571608,2018-09-14 14:20:32,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
1341,182571605-Service in Progress,182571605,2018-09-14 14:20:22,400 W NATIONAL AVE,OCOE,SCHL MONITORING,Service in Progress,"400 W NATIONAL AVE, MILWAUKEE","{'lat': 43.023065, 'lng': -87.915433}",
1342,182571539-To be Filed,182571539,2018-09-14 13:54:39,"2900 W OKLAHOMA AV,MKE",6,FOLLOW UP,To be Filed,"2900 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.990356, 'lng': -87.9515}",
1343,182571622-Service in Progress,182571622,2018-09-14 14:28:08,"4576 N 44TH ST,MKE",7,SHOTSPOTTER,Service in Progress,"4576 N 44TH ST,MILWAUKEE","{'lat': 43.100619, 'lng': -87.967679}",
1344,182571614-Service in Progress,182571614,2018-09-14 14:27:25,"2639 N HUMBOLDT BL,MKE",5,INJ PERSON/SICK,Service in Progress,"2639 N HUMBOLDT BL,MILWAUKEE","{'lat': 43.066458, 'lng': -87.89819}",
1345,182571625-Service in Progress,182571625,2018-09-14 14:26:34,"4777 N 124TH ST,BUT",3,POLICE ADMIN,Service in Progress,"4777 N 124TH ST,BUT, MILWAUKEE","{'lat': 43.104402, 'lng': -88.066171}",
1346,182571623-Unable to Locate Complainant,182571623,2018-09-14 14:26:27,"2938 N 40TH ST,MKE",7,SUBJ WANTED,Unable to Locate Complainant,"2938 N 40TH ST,MILWAUKEE","{'lat': 43.072446, 'lng': -87.962879}",
1347,182571605-Assignment Completed,182571605,2018-09-14 14:20:22,"400 W NATIONAL AV,MKE",2,SCHL MONITORING,Assignment Completed,"400 W NATIONAL AV,MILWAUKEE","{'lat': 43.023065, 'lng': -87.915433}",
1348,182571507-Unable to Locate Complainant,182571507,2018-09-14 14:17:11,"N HACKETT AV / E HAMPSHIRE ST,MKE",1,TRBL W/JUV,Unable to Locate Complainant,"N HACKETT AVE & E HAMPSHIRE ST,MILWAUKEE","{'lat': 43.075648, 'lng': -87.876738}",
1349,182571548-Assignment Completed,182571548,2018-09-14 13:58:06,"749 W STATE ST,MKE",1,POLICE ADMIN,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1350,182571491-Assignment Completed,182571491,2018-09-14 13:44:50,"515 W KEEFE AV,MKE",5,ENTRY,Assignment Completed,"515 W KEEFE AV,MILWAUKEE","{'lat': 43.081796, 'lng': -87.916591}",
1351,182571646-Assignment Completed,182571646,2018-09-14 14:34:14,"380 E CAPITOL DR,MKE",5,BUSINESS CHECK,Assignment Completed,"380 E CAPITOL DR,MILWAUKEE","{'lat': 43.090339, 'lng': -87.905944}",
1352,182571643-Service in Progress,182571643,2018-09-14 14:34:03,"S 6TH ST / W MANITOBA ST,MKE",6,TRBL W/SUBJ,Service in Progress,"S 6TH ST & W MANITOBA ST,MILWAUKEE","{'lat': 42.990149, 'lng': -87.919049}",
1353,182571645-Service in Progress,182571645,2018-09-14 14:34:00,"2333 N 49TH ST,MKE",3,POLICE ADMIN,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
1354,182571597-Service in Progress,182571597,2018-09-14 14:33:36,"2805 W JUNEAU AV,MKE",3,TRBL W/SUBJ,Service in Progress,"2805 W JUNEAU AV,MILWAUKEE","{'lat': 43.045726, 'lng': -87.949411}",
