,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
238,182620162-Assignment Completed,182620162,2018-09-19 01:54:48,"N 33RD ST / W THURSTON AV,MKE",4,MEET GOVT AGENCY,Assignment Completed,"N 33RD ST & W THURSTAV, MILWAUKEE, WI","{'lat': 43.057882, 'lng': -87.955311}",
239,182620141-Service in Progress,182620141,2018-09-19 01:53:23,"2767 W GALENA ST,MKE",3,CALL FOR POLICE,Service in Progress,"2767 W GALENA ST, MILWAUKEE, WI","{'lat': 43.051271, 'lng': -87.948336}",
240,182620159-Advised,182620159,2018-09-19 01:52:36,"N 17TH ST / W LOCUST ST,MKE",5,TRAFFIC STOP,Advised,"N 17TH ST & W LOCUST ST, MILWAUKEE, WI","{'lat': 43.071396, 'lng': -87.934399}",
241,182620158-Assignment Completed,182620158,2018-09-19 01:51:56,"4115 N 56TH ST,MKE",7,RETURN STATION,Assignment Completed,"4115 N 56TH ST,MILWAUKEE","{'lat': 43.091323, 'lng': -87.984621}",
242,182620157-Unable to Locate Complainant,182620157,2018-09-19 01:51:43,"2960 N 44TH ST,MKE",7,SHOTSPOTTER,Unable to Locate Complainant,"2960 N 44TH ST, MILWAUKEE, WI","{'lat': 43.072895, 'lng': -87.968304}",
243,182620153-Service in Progress,182620153,2018-09-19 01:50:20,"245 W LINCOLN AV,MKE",2,TRBL W/SUBJ,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
244,182620123-Unable to Locate Complainant,182620123,2018-09-19 01:35:21,"2644 N 30TH ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant,"2644 N 30TH ST, MILWAUKEE, WI","{'lat': 43.067146, 'lng': -87.950679}",
245,182620165-Assignment Completed,182620165,2018-09-19 01:59:07,"3869 S 84TH ST,MKE",6,BUSINESS CHECK,Assignment Completed,"3869 S 84TH ST,MILWAUKEE","{'lat': 42.974045, 'lng': -88.018181}",
246,182620161-Unable to Locate Complainant,182620161,2018-09-19 01:56:28,"2826 W ATKINSON AV,MKE",5,BATTERY DV,Unable to Locate Complainant,"2826 W ATKINSAV, MILWAUKEE, WI","{'lat': 43.098723, 'lng': -87.94866}",
247,182620128-Advised,182620128,2018-09-19 01:34:37,"7015 N PRESIDIO DR,MKE",4,PROPERTY DAM-DV,Advised,"7015 N PRESIDIO DR, MILWAUKEE, WI","{'lat': 43.146494, 'lng': -87.978964}",
248,182620167-Service in Progress,182620167,2018-09-19 02:03:50,"3805 W CENTER ST,MKE",3,BATTERY,Service in Progress,"3805 W CENTER ST,MILWAUKEE","{'lat': 43.067753, 'lng': -87.961031}",
249,182620164-Service in Progress,182620164,2018-09-19 02:02:25,"7215 W OKLAHOMA AV,MKE",6,FAMILY TROUBLE,Service in Progress,"7215 W OKLAHOMA AV, MILWAUKEE, WI","{'lat': 42.98796, 'lng': -88.002371}",
250,182620156-Service in Progress,182620156,2018-09-19 02:01:21,"3431 W FOND DU LAC AV,MKE",7,BATTERY,Service in Progress,"3431 W FOND DU LAC AV, MILWAUKEE, WI","{'lat': 43.074274, 'lng': -87.956775}",
251,182620180-Service in Progress,182620180,2018-09-19 02:09:12,"6600-BLK N TEUTONIA AV,MKE",4,PATROL,Service in Progress,"6600- N TEUTONIA AV, MILWAUKEE, WI","{'lat': 43.136469, 'lng': -87.953441}",
252,182620173-Service in Progress,182620173,2018-09-19 02:08:50,"N 84TH ST / W CONCORDIA AV,MKE",7,SUSP PERS/AUTO,Service in Progress,"N 84TH ST & W CONCORDIA AV, MILWAUKEE, WI","{'lat': 43.078854, 'lng': -88.017504}",
253,182620178-Service in Progress,182620178,2018-09-19 02:08:43,"9001 N 75TH ST,MKE",4,BATTERY,Service in Progress,"9001 N 75TH ST,MILWAUKEE","{'lat': 43.181838, 'lng': -88.003091}",
254,182620179-Service in Progress,182620179,2018-09-19 02:08:21,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
255,182620177-Service in Progress,182620177,2018-09-19 02:06:47,"N 20TH ST / W VIENNA AV,MKE",5,INVESTIGATION,Service in Progress,"N 20TH ST & W VIENNA AV, MILWAUKEE, WI","{'lat': 43.08602, 'lng': -87.937134}",
256,182620175-Assignment Completed,182620175,2018-09-19 02:06:12,"2920 N 4TH ST,MKE",5,REPORTS,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
257,182620155-Advised,182620155,2018-09-19 02:05:59,"3238 N BARTLETT AV,MKE",1,CALL FOR POLICE,Advised,"3238 N BARTLETT AV, MILWAUKEE, WI","{'lat': 43.076511, 'lng': -87.888604}",
258,182620172-Service in Progress,182620172,2018-09-19 02:05:11,"2920 N 4TH ST,MKE",5,REPORTS,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
259,182620134-Service in Progress,182620134,2018-09-19 02:05:01,"2000 W GARFIELD AV,MKE",3,THEFT VEHICLE,Service in Progress,"2000 W GARFIELD AV, MILWAUKEE, WI","{'lat': 43.05895, 'lng': -87.937623}",
260,182620167-Assignment Completed,182620167,2018-09-19 02:03:50,"3805 W CENTER ST,MKE",3,BATTERY,Assignment Completed,"3805 W CENTER ST,MILWAUKEE","{'lat': 43.067753, 'lng': -87.961031}",
261,182620141-Advised,182620141,2018-09-19 01:53:23,"2767 W GALENA ST,MKE",3,CALL FOR POLICE,Advised,"2767 W GALENA ST, MILWAUKEE, WI","{'lat': 43.051271, 'lng': -87.948336}",
262,182620153-Advised,182620153,2018-09-19 01:50:20,"245 W LINCOLN AV,MKE",2,TRBL W/SUBJ,Advised,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
263,182620174-Unable to Locate Complainant,182620174,2018-09-19 02:14:28,"3900 W BURNHAM ST,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant,"3900 W BURNHAM ST, MILWAUKEE, WI","{'lat': 43.010063, 'lng': -87.962787}",
264,182620186-Assignment Completed,182620186,2018-09-19 02:14:25,"4300 W MILL RD,MKE",4,PATROL,Assignment Completed,"4300 W MILL RD, MILWAUKEE, WI","{'lat': 43.137324, 'lng': -87.969947}",
265,182620066-Service in Progress,182620066,2018-09-19 02:12:20,"1418 W MITCHELL ST,MKE",2,TRBL W/SUBJ,Service in Progress,"1418 W MITCHELL ST, MILWAUKEE, WI","{'lat': 43.012566, 'lng': -87.929998}",
266,182620184-Assignment Completed,182620184,2018-09-19 02:12:04,"2008 W CENTER ST,MKE",5,BUSINESS CHECK,Assignment Completed,"2008 W CENTER ST,MILWAUKEE","{'lat': 43.067948, 'lng': -87.937553}",
267,182620183-Assignment Completed,182620183,2018-09-19 02:11:11,"N 27TH ST / W BURLEIGH ST,MKE",5,INVESTIGATION,Assignment Completed,"N 27TH ST & W BURLEIGH ST, MILWAUKEE, WI","{'lat': 43.073388, 'lng': -87.947316}",
268,182620177-Assignment Completed,182620177,2018-09-19 02:06:47,"N 20TH ST / W VIENNA AV,MKE",5,INVESTIGATION,Assignment Completed,"N 20TH ST & W VIENNA AV, MILWAUKEE, WI","{'lat': 43.08602, 'lng': -87.937134}",
269,182620156-Open Investigation,182620156,2018-09-19 02:01:21,"3431 W FOND DU LAC AV,MKE",7,BATTERY,Open Investigation,"3431 W FOND DU LAC AV, MILWAUKEE, WI","{'lat': 43.074274, 'lng': -87.956775}",
270,182620189-Service in Progress,182620189,2018-09-19 02:18:21,"3020 N 27TH ST,MKE",5,GAS LEAK,Service in Progress,"3020 N 27TH ST, MILWAUKEE, WI","{'lat': 43.073845, 'lng': -87.946857}",
271,182620187-Unable to Locate Complainant,182620187,2018-09-19 02:17:24,"1916 E WEBSTER PL,MKE",1,CALL FOR POLICE,Unable to Locate Complainant,"1916 E WEBSTER PL, MILWAUKEE, WI","{'lat': 43.065134, 'lng': -87.886014}",
272,182620180-Assignment Completed,182620180,2018-09-19 02:09:12,"6600-BLK N TEUTONIA AV,MKE",4,PATROL,Assignment Completed,"6600- N TEUTONIA AV, MILWAUKEE, WI","{'lat': 43.136469, 'lng': -87.953441}",
273,182620173-Assignment Completed,182620173,2018-09-19 02:08:50,"N 84TH ST / W CONCORDIA AV,MKE",7,SUSP PERS/AUTO,Assignment Completed,"N 84TH ST & W CONCORDIA AV, MILWAUKEE, WI","{'lat': 43.078854, 'lng': -88.017504}",
274,182620149-Assignment Completed,182620149,2018-09-19 01:45:35,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
275,182620110-Assignment Completed,182620110,2018-09-19 01:37:46,"7121 W BRENTWOOD AV,MKE",4,ASSIGNMENT,Assignment Completed,"7121 W BRENTWOOD AV, MILWAUKEE, WI","{'lat': 43.134788, 'lng': -88.000589}",
276,182620194-Assignment Completed,182620194,2018-09-19 02:23:16,"3510 N 7TH ST,MKE",5,BUSINESS CHECK,Assignment Completed,"3510 N 7TH ST,MILWAUKEE","{'lat': 43.081854, 'lng': -87.919362}",
277,182620191-Service in Progress,182620191,2018-09-19 02:22:20,"2200 W KILBOURN AV,MKE",3,BATTERY,Service in Progress,"2200 W KILBOURN AV, MILWAUKEE, WI","{'lat': 43.042465, 'lng': -87.940543}",
278,182620189-Assignment Completed,182620189,2018-09-19 02:18:21,"3020 N 27TH ST,MKE",5,GAS LEAK,Assignment Completed,"3020 N 27TH ST, MILWAUKEE, WI","{'lat': 43.073845, 'lng': -87.946857}",
279,182620172-To be Filed,182620172,2018-09-19 02:05:11,"2920 N 4TH ST,MKE",5,REPORTS,To be Filed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
280,182620167-Advised,182620167,2018-09-19 02:03:50,"3805 W CENTER ST,MKE",3,BATTERY,Advised,"3805 W CENTER ST,MILWAUKEE","{'lat': 43.067753, 'lng': -87.961031}",
281,182620150-Assignment Completed,182620150,2018-09-19 01:45:41,"2920 N 4TH ST,MKE",5,REPORTS,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
282,182620143-To be Filed,182620143,2018-09-19 01:40:18,"3626 W FOND DU LAC AV,MKE",7,REPORTS,To be Filed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
283,182620200-Assignment Completed,182620200,2018-09-19 02:29:54,"3400-BLK W BURNHAM ST,MKE",2,SUSP PERS/AUTO,Assignment Completed,"3400- W BURNHAM ST, MILWAUKEE, WI","{'lat': 43.010451, 'lng': -87.956036}",
284,182620199-Assignment Completed,182620199,2018-09-19 02:29:23,"3301 N OAKLAND AV,MKE",1,BUSINESS CHECK,Assignment Completed,"3301 N OAKLAND AV,MILWAUKEE","{'lat': 43.077824, 'lng': -87.888065}",
285,182620198-Assignment Completed,182620198,2018-09-19 02:28:25,"1609 E NORTH AV,MKE",1,POLICE ADMIN,Assignment Completed,"1609 E NORTH AV,MILWAUKEE","{'lat': 43.059862, 'lng': -87.890072}",
286,182620197-Assignment Completed,182620197,2018-09-19 02:26:36,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
287,182620196-Assignment Completed,182620196,2018-09-19 02:26:28,"10330 W SILVER SPRING DR,MKE",4,SPECIAL ASSIGN,Assignment Completed,"10330 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.121706, 'lng': -88.041473}",
288,182620188-Unable to Locate Complainant,182620188,2018-09-19 02:25:51,"1737 N WATER ST,MKE",1,TRBL W/SUBJ,Unable to Locate Complainant,"1737 N WATER ST,MILWAUKEE","{'lat': 43.05382, 'lng': -87.903472}",
289,182620195-Assignment Completed,182620195,2018-09-19 02:25:49,"4115 N 56TH ST,MKE",7,RETURN STATION,Assignment Completed,"4115 N 56TH ST,MILWAUKEE","{'lat': 43.091323, 'lng': -87.984621}",
290,182620179-To be Filed,182620179,2018-09-19 02:08:21,"6929 W SILVER SPRING DR,MKE",4,REPORTS,To be Filed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
291,182620137-Assignment Completed,182620137,2018-09-19 01:34:53,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
292,182620208-Advised,182620208,2018-09-19 02:34:32,"1600 N FARWELL AV,MKE",1,TRAFFIC STOP,Advised,"1600 N FARWELL AV, MILWAUKEE, WI","{'lat': 43.05111, 'lng': -87.892704}",
293,182620207-Advised,182620207,2018-09-19 02:34:29,"2920 W CAPITOL DR,MKE",5,TRAFFIC STOP,Advised,"2920 W CAPITOL DR, MILWAUKEE, WI","{'lat': 43.089957, 'lng': -87.947742}",
294,182620202-Advised,182620202,2018-09-19 02:33:39,"1736 S 2ND ST,MKE",2,TRBL W/SUBJ,Advised,"1736 S 2ND ST, MILWAUKEE, WI","{'lat': 43.011452, 'lng': -87.912078}",
295,182620192-Unable to Locate Complainant,182620192,2018-09-19 02:33:28,"1721 W CANAL ST,MKE",3,RECKLESS VEHICLE,Unable to Locate Complainant,"1721 W CANAL ST,MILWAUKEE","{'lat': 43.030391, 'lng': -87.934735}",
296,182620205-Service in Progress,182620205,2018-09-19 02:31:45,"7400 W HAMPTON AV,MKE",7,TRAFFIC STOP,Service in Progress,"7400 W HAMPTAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
297,182620203-Assignment Completed,182620203,2018-09-19 02:31:03,"749 W STATE ST,MKE",1,REPORTS,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
298,182620066-Advised,182620066,2018-09-19 02:12:20,"1418 W MITCHELL ST,MKE",2,TRBL W/SUBJ,Advised,"1418 W MITCHELL ST, MILWAUKEE, WI","{'lat': 43.012566, 'lng': -87.929998}",
299,182620209-Unable to Locate Complainant,182620209,2018-09-19 02:38:32,"6408 W LAKEFIELD DR,MKE",6,NOTIFICATION,Unable to Locate Complainant,"6408 W LAKEFIELD DR, MILWAUKEE, WI","{'lat': 42.987395, 'lng': -87.991721}",
300,182620147-Assignment Completed,182620147,2018-09-19 02:36:15,"161 W WISCONSIN AV,MKE",1,TRBL W/SUBJ,Assignment Completed,"161 W WISCONSIN AV,MILWAUKEE","{'lat': 43.03863, 'lng': -87.911833}",
301,182620206-Service in Progress,182620206,2018-09-19 02:35:09,"6720 W KEEFE AVENUE PK,MKE",7,MEET MFD,Service in Progress,"6720 W KEEFE AVENUE PK, MILWAUKEE, WI","{'lat': 43.082486, 'lng': -87.996685}",
302,182620213-Service in Progress,182620213,2018-09-19 02:43:07,"2114 N 41ST ST,MKE",3,SHOTSPOTTER,Service in Progress,"2114 N 41ST ST, MILWAUKEE, WI","{'lat': 43.057885, 'lng': -87.964257}",
303,182620217-Assignment Completed,182620217,2018-09-19 02:42:34,"200 W CAPITOL DR,MKE",5,BUSINESS CHECK,Assignment Completed,"200 W CAPITOL DR, MILWAUKEE, WI","{'lat': 43.089697, 'lng': -87.912373}",
304,182620212-Assignment Completed,182620212,2018-09-19 02:40:45,"6410 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed,"6410 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.119732, 'lng': -87.991349}",
305,182620224-Service in Progress,182620224,2018-09-19 02:48:46,"N 76TH ST / W HAMPTON AV,MKE",7,TRAFFIC HAZARD,Service in Progress,"N 76TH ST & W HAMPTAV,MILWAUKEE","{'lat': 43.108634, 'lng': -88.006087}",
306,182620216-Unable to Locate Complainant,182620216,2018-09-19 02:47:04,"2200-N N 49TH ST,MKE",3,SHOTS FIRED,Unable to Locate Complainant,"2200-N N 49TH ST, MILWAUKEE, WI","{'lat': 43.05912, 'lng': -87.9747}",
307,182620221-Service in Progress,182620221,2018-09-19 02:45:58,"1515 W NATIONAL AV,MKE",2,BATTERY CUTTING,Service in Progress,"1515 W NATIONAL AV,MILWAUKEE","{'lat': 43.022778, 'lng': -87.930988}",
308,182620222-Assignment Completed,182620222,2018-09-19 02:45:21,"N 85TH ST / W BROWN DEER RD,MKE",4,PATROL,Assignment Completed,"N 85TH ST & W BROWN DEER RD, MILWAUKEE, WI","{'lat': 43.177678, 'lng': -88.015796}",
309,182620220-Assignment Completed,182620220,2018-09-19 02:45:07,"10321 W KIEHNAU AV,MKE",4,SPECIAL ASSIGN,Assignment Completed,"10321 W KIEHNAU AV,MILWAUKEE","{'lat': 43.136635, 'lng': -88.041397}",
310,182620227-Service in Progress,182620227,2018-09-19 02:53:18,"749 W STATE ST,MKE",1,POLICE ADMIN,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
311,182620214-Service in Progress,182620214,2018-09-19 02:52:43,"2167 N 41ST ST,MKE",3,SHOTSPOTTER,Service in Progress,"2167 N 41ST ST, MILWAUKEE, WI","{'lat': 43.058941, 'lng': -87.964916}",
312,182620218-Unable to Locate Complainant,182620218,2018-09-19 02:52:05,"3277 N 9TH ST,MKE",5,CALL FOR POLICE,Unable to Locate Complainant,"3277 N 9TH ST,MILWAUKEE","{'lat': 43.078398, 'lng': -87.922701}",
313,182620226-Service in Progress,182620226,2018-09-19 02:52:01,"3420 N 35TH ST,MKE",7,SHOTSPOTTER,Service in Progress,"3420 N 35TH ST, MILWAUKEE, WI","{'lat': 43.082024, 'lng': -87.955157}",
314,182620231-Assignment Completed,182620231,2018-09-19 02:58:30,"6929 W SILVER SPRING DR,MKE",4,POLICE ADMIN,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
315,182620215-Service in Progress,182620215,2018-09-19 02:57:55,"5014 S 13TH ST,MKE",6,TRBL W/SUBJ,Service in Progress,"5014 S 13TH ST, MILWAUKEE, WI","{'lat': 42.952421, 'lng': -87.927646}",
316,182620230-Service in Progress,182620230,2018-09-19 02:57:46,"749 W STATE ST,MKE",1,RETURN STATION,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
317,182620228-Assignment Completed,182620228,2018-09-19 02:55:30,"11800 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed,"11800 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.117763, 'lng': -88.059907}",
318,182620226-Unable to Locate Complainant,182620226,2018-09-19 02:52:01,"3420 N 35TH ST,MKE",7,SHOTSPOTTER,Unable to Locate Complainant,"3420 N 35TH ST, MILWAUKEE, WI","{'lat': 43.082024, 'lng': -87.955157}",
319,182620206-Assignment Completed,182620206,2018-09-19 02:35:09,"6720 W KEEFE AVENUE PK,MKE",7,MEET MFD,Assignment Completed,"6720 W KEEFE AVENUE PK, MILWAUKEE, WI","{'lat': 43.082486, 'lng': -87.996685}",
320,182620239-Advised,182620239,2018-09-19 03:04:45,"3201 N 27TH ST,MKE",5,TRAFFIC STOP,Advised,"3201 N 27TH ST, MILWAUKEE, WI","{'lat': 43.07723, 'lng': -87.947374}",
321,182620238-Service in Progress,182620238,2018-09-19 03:04:03,"2920 N 4TH ST,MKE",5,RETURN STATION,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
322,182620236-Assignment Completed,182620236,2018-09-19 03:02:44,"10330 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed,"10330 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.121706, 'lng': -88.041473}",
323,182620246-Assignment Completed,182620246,2018-09-19 03:09:54,"1225 W LINCOLN AV,MKE",2,BUSINESS CHECK,Assignment Completed,"1225 W LINCOLN AV,MILWAUKEE","{'lat': 43.002471, 'lng': -87.928088}",
324,182620244-Assignment Completed,182620244,2018-09-19 03:09:28,"3425 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed,"3425 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.118842, 'lng': -87.955814}",
325,182620243-Assignment Completed,182620243,2018-09-19 03:09:11,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
326,182620242-Assignment Completed,182620242,2018-09-19 03:07:06,"6236 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed,"6236 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.119956, 'lng': -87.99005}",
327,182620241-Service in Progress,182620241,2018-09-19 03:07:02,"6236 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Service in Progress,"6236 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.119956, 'lng': -87.99005}",
328,182620240-Service in Progress,182620240,2018-09-19 03:05:53,"N 27TH ST / W BURLEIGH ST,MKE",5,PARK AND WALK,Service in Progress,"N 27TH ST & W BURLEIGH ST, MILWAUKEE, WI","{'lat': 43.073388, 'lng': -87.947316}",
329,182620235-Service in Progress,182620235,2018-09-19 03:10:20,"109 E DAKOTA ST,MKE",6,STOLEN VEHICLE,Service in Progress,"109 E DAKOTA ST, MILWAUKEE, WI","{'lat': 42.992397, 'lng': -87.910175}",
330,182620259-Assignment Completed,182620259,2018-09-19 03:23:03,"7600 W FLORIST AV,MKE",4,PATROL,Assignment Completed,"7600 W FLORIST AV, MILWAUKEE, WI","{'lat': 43.126717, 'lng': -88.005955}",
331,182620256-Service in Progress,182620256,2018-09-19 03:22:40,"416 W WASHINGTON ST,MKE",2,BATTERY DV,Service in Progress,"416 W WASHINGTST, MILWAUKEE, WI","{'lat': 43.02039, 'lng': -87.916011}",
332,182620258-Advised,182620258,2018-09-19 03:22:34,"3602 W BURLEIGH ST,MKE",7,TRAFFIC STOP,Advised,"3602 W BURLEIGH ST, MILWAUKEE, WI","{'lat': 43.075356, 'lng': -87.958534}",
333,182620257-Unable to Locate Complainant,182620257,2018-09-19 03:22:16,"8302 N 76TH, BROWN DEER",4,SUBJ WANTED,Unable to Locate Complainant,"8302 N 76TH, BROWN DEER, MILWAUKEE, WI","{'lat': 43.168354, 'lng': -88.004435}",
334,182620255-Assignment Completed,182620255,2018-09-19 03:21:09,"2920 N 4TH ST,MKE",5,RETURN STATION,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
335,182620254-Assignment Completed,182620254,2018-09-19 03:20:46,"2707 W BURLEIGH ST,MKE",5,BUSINESS CHECK,Assignment Completed,"2707 W BURLEIGH ST,MILWAUKEE","{'lat': 43.074953, 'lng': -87.947566}",
336,182620238-Assignment Completed,182620238,2018-09-19 03:04:03,"2920 N 4TH ST,MKE",5,RETURN STATION,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
337,182620230-Assignment Completed,182620230,2018-09-19 02:57:46,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
338,182620227-Assignment Completed,182620227,2018-09-19 02:53:18,"749 W STATE ST,MKE",1,POLICE ADMIN,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
339,182620214-To be Filed,182620214,2018-09-19 02:52:43,"2167 N 41ST ST,MKE",3,SHOTSPOTTER,To be Filed,"2167 N 41ST ST, MILWAUKEE, WI","{'lat': 43.058941, 'lng': -87.964916}",
340,182620263-Service in Progress,182620263,2018-09-19 03:29:51,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
341,182620261-Assignment Completed,182620261,2018-09-19 03:25:08,"2700 N 26TH ST,MKE",5,INVESTIGATION,Assignment Completed,"2700 N 26TH ST, MILWAUKEE, WI","{'lat': 43.067745, 'lng': -87.946154}",
342,182620249-Unable to Locate Complainant,182620249,2018-09-19 03:31:41,"3829 N 42ND ST,MKE",7,NOISE NUISANCE,Unable to Locate Complainant,"3829 N 42ND ST, MILWAUKEE, WI","{'lat': 43.087105, 'lng': -87.96579}",
343,182620248-Assignment Completed,182620248,2018-09-19 03:31:24,"3270 S 49TH ST,MKE",6,TRBL W/SUBJ,Assignment Completed,"3270 S 49TH ST, MILWAUKEE, WI","{'lat': 42.985046, 'lng': -87.97509}",
344,182620224-Assignment Completed,182620224,2018-09-19 02:48:46,"N 76TH ST / W HAMPTON AV,MKE",7,TRAFFIC HAZARD,Assignment Completed,"N 76TH ST & W HAMPTAV,MILWAUKEE","{'lat': 43.108634, 'lng': -88.006087}",
345,182620266-Advised,182620266,2018-09-19 03:39:20,"208 W MEINECKE AV,MKE",5,INVESTIGATION,Advised,"208 W MEINECKE AV, MILWAUKEE, WI","{'lat': 43.062253, 'lng': -87.912719}",
346,182620263-Assignment Completed,182620263,2018-09-19 03:29:51,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
347,182620268-Assignment Completed,182620268,2018-09-19 03:40:24,"5100 W VILLARD AV,MKE",4,PATROL,Assignment Completed,"5100 W VILLARD AV,MILWAUKEE","{'lat': 43.11184, 'lng': -87.976318}",
348,182620240-Assignment Completed,182620240,2018-09-19 03:05:53,"N 27TH ST / W BURLEIGH ST,MKE",5,PARK AND WALK,Assignment Completed,"N 27TH ST & W BURLEIGH ST, MILWAUKEE, WI","{'lat': 43.073388, 'lng': -87.947316}",
349,182620260-Advised,182620260,2018-09-19 03:47:55,"3722 N 2ND LA,MKE",5,TRBL W/SUBJ,Advised,"3722 N 2ND LA, MILWAUKEE, WI","{'lat': 43.084454, 'lng': -87.912694}",
350,182620272-Service in Progress,182620272,2018-09-19 03:47:55,"949 N 9TH ST,MKE",1,PRISONER TRANS,Service in Progress,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
351,182620267-Assignment Completed,182620267,2018-09-19 03:45:50,"135 W WELLS ST,MKE",1,INJ PERSON/SICK,Assignment Completed,"135 W WELLS ST, MILWAUKEE, WI","{'lat': 43.039993, 'lng': -87.912529}",
352,182620250-To be Filed,182620250,2018-09-19 03:45:32,"4135 W MARTIN DR,MKE",3,ABAND/STOLEN PRO,To be Filed,"4135 W MARTIN DR, MILWAUKEE, WI","{'lat': 43.045825, 'lng': -87.966435}",
353,182620270-Unable to Locate Complainant,182620270,2018-09-19 03:45:28,"2120 S 5TH PL,MKE",2,BATTERY,Unable to Locate Complainant,"2120 S 5TH PL, MILWAUKEE, WI","{'lat': 43.005915, 'lng': -87.917457}",
354,182620265-Unable to Locate Complainant,182620265,2018-09-19 03:45:22,"1737 N WATER ST,MKE",1,TRBL W/SUBJ,Unable to Locate Complainant,"1737 N WATER ST,MILWAUKEE","{'lat': 43.05382, 'lng': -87.903472}",
355,182620256-Assignment Completed,182620256,2018-09-19 03:22:40,"416 W WASHINGTON ST,MKE",2,BATTERY DV,Assignment Completed,"416 W WASHINGTST, MILWAUKEE, WI","{'lat': 43.02039, 'lng': -87.916011}",
356,182620276-Service in Progress,182620276,2018-09-19 03:53:54,"9000 N 75TH ST,MKE",4,PATROL,Service in Progress,"9000 N 75TH ST,MILWAUKEE","{'lat': 43.183613, 'lng': -88.000845}",
