,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
1158,182611259-Service in Progress,182611259,2018-09-18 13:29:07,"839 E POTTER AV,MKE",6,ACC PDO,Service in Progress,"839 E POTTER AV, MILWAUKEE, WI","{'lat': 42.996963, 'lng': -87.898213}",
1159,182611272-Service in Progress,182611272,2018-09-18 13:28:57,"8303 W BOBOLINK AV,MKE",4,BATTERY DV,Service in Progress,"8303 W BOBOLINK AV, MILWAUKEE, WI","{'lat': 43.124833, 'lng': -88.014798}",
1160,182610970-Advised,182610970,2018-09-18 13:28:29,"7723 W FLORIST AV,MKE",4,TRBL W/SUBJ,Advised,"7723 W FLORIST AV, MILWAUKEE, WI","{'lat': 43.126592, 'lng': -88.007933}",
1161,182611287-Service in Progress,182611287,2018-09-18 13:28:18,"7501 N GRANVILLE RD,MKE",4,FOLLOW UP,Service in Progress,"7501 N GRANVILLE RD,MILWAUKEE","{'lat': 43.154667, 'lng': -88.031901}",
1162,182611286-Assignment Completed,182611286,2018-09-18 13:28:16,"3860 S HOWELL AV,MKE",6,PROPERTY PICKUP,Assignment Completed,"3860 S HOWELL AV,MILWAUKEE","{'lat': 42.974429, 'lng': -87.908901}",
1163,182611285-City Citation(s) Issued,182611285,2018-09-18 13:27:53,"3300 W VLIET ST,MKE",3,TRAFFIC STOP,City Citation(s) Issued,"3300 W VLIET ST, MILWAUKEE, WI","{'lat': 43.048551, 'lng': -87.955452}",
1164,182611284-City Citation(s) Issued,182611284,2018-09-18 13:27:38,"3411 S 76TH ST,MKE",6,TRAFFIC STOP,City Citation(s) Issued,"3411 S 76TH ST, MILWAUKEE, WI","{'lat': 42.98243, 'lng': -88.008292}",
1165,182611283-Service in Progress,182611283,2018-09-18 13:26:41,"619 W WALNUT ST,MKE",5,COURT DUTY,Service in Progress,"619 W WALNUT ST,MILWAUKEE","{'lat': 43.051849, 'lng': -87.919324}",
1166,182611281-Assignment Completed,182611281,2018-09-18 13:26:15,"8901 N SWAN RD,MKE",4,SUBJ WANTED,Assignment Completed,"8901 N SWAN RD, MILWAUKEE, WI","{'lat': 43.180615, 'lng': -88.026447}",
1167,182611211-Unable to Locate Complainant,182611211,2018-09-18 13:25:15,"2405 W FOREST HOME AV,MKE",2,THEFT,Unable to Locate Complainant,"2405 W FOREST HOME AV,MILWAUKEE","{'lat': 43.001342, 'lng': -87.947395}",
1168,182611279-Service in Progress,182611279,2018-09-18 13:25:06,"2629 N DOWNER AV,MKE",1,BUSINESS CHECK,Service in Progress,"2629 N DOWNER AV, MILWAUKEE, WI","{'lat': 43.066731, 'lng': -87.878364}",
1169,182611308-Service in Progress,182611308,2018-09-18 13:34:53,"749 W STATE ST,MKE",1,SEARCH WARRANT,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1170,182611261-Unable to Locate Complainant,182611261,2018-09-18 13:34:52,"3425 W SILVER SPRING DR,MKE",4,TRBL W/SUBJ,Unable to Locate Complainant,"3425 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.118842, 'lng': -87.955814}",
1171,182611303-Advised,182611303,2018-09-18 13:33:31,"3800 W CLARKE ST,MKE",3,TRAFFIC STOP,Advised,"3800 W CLARKE ST, MILWAUKEE, WI","{'lat': 43.065916, 'lng': -87.961024}",
1172,182611273-Service in Progress,182611273,2018-09-18 13:32:44,"N 18TH ST / W CENTER ST,MKE",3,ACC PDO,Service in Progress,"N 18TH ST & W CENTER ST, MILWAUKEE, WI","{'lat': 43.067772, 'lng': -87.935653}",
1173,182611298-Unable to Locate Complainant,182611298,2018-09-18 13:32:25,"5726 N 72ND ST,MKE",4,PROBATION/PAROLE,Unable to Locate Complainant,"5726 N 72ND ST, MILWAUKEE, WI","{'lat': 43.12202, 'lng': -88.000556}",
1174,182611292-Unable to Locate Complainant,182611292,2018-09-18 13:31:32,"1015 E OTJEN ST,MKE",6,RECKLESS VEHICLE,Unable to Locate Complainant,"1015 E OTJEN ST, MILWAUKEE, WI","{'lat': 42.998362, 'lng': -87.89605}",
1175,182611294-Assignment Completed,182611294,2018-09-18 13:31:24,"3708 W NORTH AV,MKE",3,BUSINESS CHECK,Assignment Completed,"3708 W NORTH AV, MILWAUKEE, WI","{'lat': 43.06086, 'lng': -87.960149}",
1176,182611293-Service in Progress,182611293,2018-09-18 13:31:13,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1177,182611291-Assignment Completed,182611291,2018-09-18 13:30:33,350 N PLANKINTON,1,BUSINESS CHECK,Assignment Completed,"350 N PLANKINTON, MILWAUKEE","{'lat': 43.034331, 'lng': -87.91083}",
1178,182611193-Advised,182611193,2018-09-18 13:30:24,"1023 S CESAR E CHAVEZ DR,MKE",2,TRBL W/SUBJ,Advised,"1023 S CESAR E CHAVEZ DR,MILWAUKEE","{'lat': 43.02076, 'lng': -87.93332}",
1179,182611279-Assignment Completed,182611279,2018-09-18 13:25:06,"2629 N DOWNER AV,MKE",1,BUSINESS CHECK,Assignment Completed,"2629 N DOWNER AV, MILWAUKEE, WI","{'lat': 43.066731, 'lng': -87.878364}",
1180,182611263-Unable to Locate Complainant,182611263,2018-09-18 13:21:13,"3110 W WELLS ST,MKE",3,BATTERY DV,Unable to Locate Complainant,"3110 W WELLS ST,MILWAUKEE","{'lat': 43.040437, 'lng': -87.953246}",
1181,182611063-Unable to Locate Complainant,182611063,2018-09-18 13:21:07,"802 W ESSEX LA,MKE",5,SUBJ WANTED,Unable to Locate Complainant,"802 W ESSEX LA, MILWAUKEE, WI","{'lat': 43.050575, 'lng': -87.921401}",
1182,182611172-Unable to Locate Complainant,182611172,2018-09-18 13:18:35,"2971 N 21ST ST,MKE",5,SUBJ WANTED,Unable to Locate Complainant,"2971 N 21ST ST, MILWAUKEE, WI","{'lat': 43.07296, 'lng': -87.938921}",
1183,182611257-Assignment Completed,182611257,2018-09-18 13:16:18,"2571 N 36TH ST,MKE",3,HOME VISIT DV,Assignment Completed,"2571 N 36TH ST, MILWAUKEE, WI","{'lat': 43.065786, 'lng': -87.958891}",
1184,182611240-Unable to Locate Complainant,182611240,2018-09-18 13:11:12,"N 14TH ST / W BURLEIGH ST,MKE",5,IND EXPOSURE,Unable to Locate Complainant,"N 14TH ST & W BURLEIGH ST, MILWAUKEE, WI","{'lat': 43.074936, 'lng': -87.928702}",
1185,182611230-Assignment Completed,182611230,2018-09-18 13:04:11,"W GOOD HOPE RD / N 91ST ST,MKE",4,POLICE ADMIN,Assignment Completed,"W GOOD HOPE RD & N 91ST ST, MILWAUKEE, WI","{'lat': 43.149332, 'lng': -88.025157}",
1186,182611215-Assignment Completed,182611215,2018-09-18 12:59:00,"10300 W SILVER SPRING DR,MKE",4,POLICE ADMIN,Assignment Completed,"10300 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.120195, 'lng': -88.040705}",
1187,182611197-Assignment Completed,182611197,2018-09-18 12:57:13,"N 57TH ST / W WASHINGTON BL,MKE",3,ACC PDO,Assignment Completed,"N 57TH ST & W WASHINGTBL, MILWAUKEE, WI","{'lat': 43.052953, 'lng': -87.984197}",
1188,182611202-Assignment Completed,182611202,2018-09-18 12:55:52,"749 W STATE ST,MKE",1,SPECIAL ASSIGN,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1189,182611321-Service in Progress,182611321,2018-09-18 13:39:13,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
1190,182611320-Assignment Completed,182611320,2018-09-18 13:39:05,"9200 W BURLEIGH ST,MKE",7,BUSINESS CHECK,Assignment Completed,"9200 W BURLEIGH ST,MILWAUKEE","{'lat': 43.075355, 'lng': -88.0279}",
1191,182611318-Assignment Completed,182611318,2018-09-18 13:38:50,"S 8TH ST / W ARTHUR AV,MKE",2,TRBL W/SUBJ,Assignment Completed,"S 8TH ST & W ARTHUR AV, MILWAUKEE, WI","{'lat': 42.999205, 'lng': -87.921278}",
1192,182611317-Service in Progress,182611317,2018-09-18 13:38:47,CHILDRENS COURT,SCD,COURT DUTY,Service in Progress,"CHILDRENS COURT, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
1193,182611311-Advised,182611311,2018-09-18 13:38:38,"11050 W LIBERTY DR,MKE",4,WELFARE CITIZEN,Advised,"11050 W LIBERTY DR, MILWAUKEE, WI","{'lat': 43.154347, 'lng': -88.050367}",
1194,182611313-To be Filed,182611313,2018-09-18 13:37:26,"4223 N 70TH ST,MKE",7,SUBJ WANTED,To be Filed,"4223 N 70TH ST, MILWAUKEE, WI","{'lat': 43.094175, 'lng': -87.999716}",
1195,182611312-Service in Progress,182611312,2018-09-18 13:37:16,"749 W STATE ST,MKE",1,SPECIAL ASSIGN,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1196,182611301-Service in Progress,182611301,2018-09-18 13:36:44,"3034 N CRAMER ST,MKE",1,ABAND/STOLEN PRO,Service in Progress,"3034 N CRAMER ST, MILWAUKEE, WI","{'lat': 43.073606, 'lng': -87.886206}",
1197,182611296-Service in Progress,182611296,2018-09-18 13:36:32,"S 28TH ST / W LINCOLN AV,MKE",2,ACC PI,Service in Progress,"S 28TH ST & W LINCOLN AV, MILWAUKEE, WI","{'lat': 43.003152, 'lng': -87.949297}",
1198,182611309-Advised,182611309,2018-09-18 13:36:28,"3967 S 76TH ST,MKE",6,TRAFFIC STOP,Advised,"3967 S 76TH ST, MILWAUKEE, WI","{'lat': 42.972582, 'lng': -88.008154}",
1199,182611305-Assignment Completed,182611305,2018-09-18 13:35:20,"4571 N 77TH ST,MKE",7,STOLEN VEHICLE,Assignment Completed,"4571 N 77TH ST, MILWAUKEE, WI","{'lat': 43.100645, 'lng': -88.00856}",
1200,182611308-Assignment Completed,182611308,2018-09-18 13:34:53,"749 W STATE ST,MKE",1,SEARCH WARRANT,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1201,182611287-Assignment Completed,182611287,2018-09-18 13:28:18,"7501 N GRANVILLE RD,MKE",4,FOLLOW UP,Assignment Completed,"7501 N GRANVILLE RD,MILWAUKEE","{'lat': 43.154667, 'lng': -88.031901}",
1202,182611249-Unable to Locate Complainant,182611249,2018-09-18 13:13:55,"4375 W BRADLEY RD, BROWN DEER",CITY,SUBJ WANTED,Unable to Locate Complainant,"4375 W BRADLEY RD, BROWN DEER, MILWAUKEE, WI","{'lat': 43.162703, 'lng': -87.966426}",
1203,182611184-Assignment Completed,182611184,2018-09-18 12:50:32,"6929 W SILVER SPRING DR,MKE",4,FOLLOW UP,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
1204,182611335-City Citation(s) Issued,182611335,2018-09-18 13:45:00,"3923 S 76TH ST,MKE",6,TRAFFIC STOP,City Citation(s) Issued,"3923 S 76TH ST, MILWAUKEE, WI","{'lat': 42.973009, 'lng': -88.008638}",
1205,182611333-Service in Progress,182611333,2018-09-18 13:44:46,"3200 W PIERCE ST,MKE",2,PROBATION/PAROLE,Service in Progress,"3200 W PIERCE ST, MILWAUKEE, WI","{'lat': 43.024281, 'lng': -87.954032}",
1206,182611330-Assignment Completed,182611330,2018-09-18 13:43:17,"801 W MICHIGAN ST,MKE",1,SPECIAL ASSIGN,Assignment Completed,"801 W MICHIGAN ST, MILWAUKEE, WI","{'lat': 43.037024, 'lng': -87.922812}",
1207,182611315-Service in Progress,182611315,2018-09-18 13:42:58,"310 E CHICAGO ST,MKE",1,ENTRY,Service in Progress,"310 E CHICAGO ST,MILWAUKEE","{'lat': 43.032962, 'lng': -87.906661}",
1208,182611327-Assignment Completed,182611327,2018-09-18 13:42:06,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
1209,182611323-City Citation(s) Issued,182611323,2018-09-18 13:40:46,"1426 N 35TH ST,MKE",3,TRAFFIC STOP,City Citation(s) Issued,"1426 N 35TH ST, MILWAUKEE, WI","{'lat': 43.049368, 'lng': -87.957213}",
1210,182611310-To be Filed,182611310,2018-09-18 13:40:23,"4209 W GREENFIELD AV,MKE",2,ABAND/STOLEN PRO,To be Filed,"4209 W GREENFIELD AV, MILWAUKEE, WI","{'lat': 43.016388, 'lng': -87.966384}",
1211,182611322-Service in Progress,182611322,2018-09-18 13:40:06,SPD,1,RETURN STATION,Service in Progress,"SPD, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
1212,182611316-Service in Progress,182611316,2018-09-18 13:40:02,"N BOOTH ST / E LOCUST ST,MKE",5,ACC PDO,Service in Progress,"N BOOTH ST & E LOCUST ST, MILWAUKEE, WI","{'lat': 43.071131, 'lng': -87.904028}",
1213,182611348-Service in Progress,182611348,2018-09-18 13:49:36,"2547 N 45TH ST,MKE",3,INVESTIGATION,Service in Progress,"2547 N 45TH ST,MILWAUKEE","{'lat': 43.065272, 'lng': -87.970257}",
1214,182611346-City Citation(s) Issued,182611346,2018-09-18 13:49:24,"3001 W HAMPTON AV,MKE",5,TRAFFIC STOP,City Citation(s) Issued,"3001 W HAMPTAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
1215,182611343-Service in Progress,182611343,2018-09-18 13:48:06,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
1216,182611342-Assignment Completed,182611342,2018-09-18 13:48:00,"1627 N 36TH ST,MKE",3,NETWORK CRIMINAL,Assignment Completed,"1627 N 36TH ST, MILWAUKEE, WI","{'lat': 43.052143, 'lng': -87.959041}",
1217,182611319-Service in Progress,182611319,2018-09-18 13:47:59,"6602 W CARMEN AV,MKE",4,BATTERY DV,Service in Progress,"6602 W CARMEN AV, MILWAUKEE, WI","{'lat': 43.123351, 'lng': -87.993596}",
1218,182611334-Unable to Locate Complainant,182611334,2018-09-18 13:46:30,"N 57TH ST / W FAIRMOUNT AV,MKE",7,RECKLESS VEHICLE,Unable to Locate Complainant,"N 57TH ST & W FAIRMOUNT AV, MILWAUKEE, WI","{'lat': 43.108294, 'lng': -87.983776}",
1219,182611338-Service in Progress,182611338,2018-09-18 13:46:22,"4001 W CLYBOURN ST,MKE",3,BUSINESS CHECK,Service in Progress,"4001 W CLYBOURN ST, MILWAUKEE, WI","{'lat': 43.036378, 'lng': -87.964219}",
1220,182611270-Assignment Completed,182611270,2018-09-18 13:22:46,"949 N 9TH ST,MKE",1,COURT DUTY,Assignment Completed,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
1221,182611366-Service in Progress,182611366,2018-09-18 13:54:49,"2707 N 27TH ST,MKE",5,FOLLOW UP,Service in Progress,"2707 N 27TH ST, MILWAUKEE, WI","{'lat': 43.068022, 'lng': -87.947538}",
1222,182611363-Service in Progress,182611363,2018-09-18 13:54:23,"4115 N 56TH ST,MKE",7,MEET GOVT AGENCY,Service in Progress,"4115 N 56TH ST,MILWAUKEE","{'lat': 43.091323, 'lng': -87.984621}",
1223,182611361-Service in Progress,182611361,2018-09-18 13:54:18,"1310 W ALBANY PL,MKE",5,CALL FOR POLICE,Service in Progress,"1310 W ALBANY PL, MILWAUKEE, WI","{'lat': 43.070566, 'lng': -87.927822}",
1224,182611362-City Citation(s) Issued,182611362,2018-09-18 13:54:01,"N 35TH ST / W JUNEAU AV,MKE",3,TRAFFIC STOP,City Citation(s) Issued,"N 35TH ST & W JUNEAU AV,MILWAUKEE","{'lat': 43.045887, 'lng': -87.957663}",
1225,182611325-Service in Progress,182611325,2018-09-18 13:53:58,"5825 W HOPE AV,MKE",7,TRBL W/SUBJ,Service in Progress,"5825 W HOPE AV, MILWAUKEE, WI","{'lat': 43.093246, 'lng': -87.984976}",
1226,182611354-Service in Progress,182611354,2018-09-18 13:53:47,"W OKLAHOMA AV / S 3RD ST,MKE",6,WELFARE CITIZEN,Service in Progress,"W OKLAHOMA AVE & S 3RD ST, MILWAUKEE, WI","{'lat': 42.988284, 'lng': -87.909318}",
1227,182611360-Service in Progress,182611360,2018-09-18 13:53:36,"N 77TH ST / W RUBY AV,MKE",7,PATROL,Service in Progress,"N 77TH ST & W RUBY AV, MILWAUKEE, WI","{'lat': 43.099128, 'lng': -88.008352}",
1228,182611345-Service in Progress,182611345,2018-09-18 13:53:23,"N 16TH ST / W NORTH AV,MKE",3,ACC PDO,Service in Progress,"N 16TH ST & W NORTH AV,MILWAUKEE","{'lat': 43.057929, 'lng': -87.932707}",
1229,182611358-Service in Progress,182611358,2018-09-18 13:53:03,"315 S 64TH ST,MKE",3,FAMILY TROUBLE,Service in Progress,"315 S 64TH ST, MILWAUKEE, WI","{'lat': 43.028401, 'lng': -87.992711}",
1230,182611359-Service in Progress,182611359,2018-09-18 13:52:36,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
1231,182611356-Service in Progress,182611356,2018-09-18 13:52:34,"401 E CAPITOL DR,MKE",5,SHOPLIFTER,Service in Progress,"401 E CAPITOL DR,MILWAUKEE","{'lat': 43.08798, 'lng': -87.905979}",
1232,182610981-Advised,182610981,2018-09-18 13:52:26,"124 W GARFIELD AV,MKE",5,LANDLORD/TEN TRB,Advised,"124 W GARFIELD AV, MILWAUKEE, WI","{'lat': 43.059271, 'lng': -87.912112}",
1233,182611355-Service in Progress,182611355,2018-09-18 13:51:43,"4182 N 77TH ST,MKE",7,FOLLOW UP,Service in Progress,"4182 N 77TH ST, MILWAUKEE, WI","{'lat': 43.093764, 'lng': -88.008387}",
1234,182611352-Assignment Completed,182611352,2018-09-18 13:50:48,"5505 W LISBON AV,MKE",3,CITIZEN CONTACT,Assignment Completed,"5505 W LISBAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
1235,182611329-Advised,182611329,2018-09-18 13:50:43,"812 S LAYTON BL,MKE",2,WELFARE CITIZEN,Advised,"812 S LAYTBL,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1236,182611347-Service in Progress,182611347,2018-09-18 13:50:15,"3333 S 27TH ST,MKE",6,TRBL W/SUBJ,Service in Progress,"3333 S 27TH ST, MILWAUKEE, WI","{'lat': 42.982045, 'lng': -87.949352}",
1237,182611301-Assignment Completed,182611301,2018-09-18 13:36:44,"3034 N CRAMER ST,MKE",1,ABAND/STOLEN PRO,Assignment Completed,"3034 N CRAMER ST, MILWAUKEE, WI","{'lat': 43.073606, 'lng': -87.886206}",
1238,182611372-City Citation(s) Issued,182611372,2018-09-18 13:58:25,3256 S 76TH ST,6,TRAFFIC STOP,City Citation(s) Issued,"3256 S 76TH ST, MILWAUKEE, WI","{'lat': 42.984974, 'lng': -88.007074}",
1239,182611083-Advised,182611083,2018-09-18 13:58:06,"4053 N 6TH ST,MKE",5,CHILD CUSTODY,Advised,"4053 N 6TH ST, MILWAUKEE, WI","{'lat': 43.090539, 'lng': -87.918634}",
1240,182611367-Service in Progress,182611367,2018-09-18 13:56:36,"3166 N PALMER ST,MKE",5,SUBJ WITH GUN,Service in Progress,"3166 N PALMER ST, MILWAUKEE, WI","{'lat': 43.07626, 'lng': -87.908427}",
1241,182611325-Advised,182611325,2018-09-18 13:53:58,"5825 W HOPE AV,MKE",7,TRBL W/SUBJ,Advised,"5825 W HOPE AV, MILWAUKEE, WI","{'lat': 43.093246, 'lng': -87.984976}",
1242,182611345-Advised,182611345,2018-09-18 13:53:23,"N 16TH ST / W NORTH AV,MKE",3,ACC PDO,Advised,"N 16TH ST & W NORTH AV,MILWAUKEE","{'lat': 43.057929, 'lng': -87.932707}",
1243,182611355-To be Filed,182611355,2018-09-18 13:51:43,"4182 N 77TH ST,MKE",7,FOLLOW UP,To be Filed,"4182 N 77TH ST, MILWAUKEE, WI","{'lat': 43.093764, 'lng': -88.008387}",
1244,182611347-Assignment Completed,182611347,2018-09-18 13:50:15,"3333 S 27TH ST,MKE",6,TRBL W/SUBJ,Assignment Completed,"3333 S 27TH ST, MILWAUKEE, WI","{'lat': 42.982045, 'lng': -87.949352}",
1245,182611275-Assignment Completed,182611275,2018-09-18 13:23:32,"949 N 9TH ST,MKE",1,COURT DUTY,Assignment Completed,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
1246,182611382-Service in Progress,182611382,2018-09-18 14:04:20,"1924 W HIGHLAND AV,MKE",3,SUBJ WANTED,Service in Progress,"1924 W HIGHLAND AV,MILWAUKEE","{'lat': 43.04512, 'lng': -87.936509}",
1247,182611380-Assignment Completed,182611380,2018-09-18 14:03:06,"2117 W CENTER ST,MKE",3,BUSINESS CHECK,Assignment Completed,"2117 W CENTER ST, MILWAUKEE, WI","{'lat': 43.067664, 'lng': -87.938883}",
1248,182611378-Assignment Completed,182611378,2018-09-18 14:02:11,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
1249,182611349-Service in Progress,182611349,2018-09-18 14:02:04,"3207 S 12TH ST,MKE",6,ENTRY,Service in Progress,"3207 S 12TH ST, MILWAUKEE, WI","{'lat': 42.986221, 'lng': -87.927875}",
1250,182611344-Service in Progress,182611344,2018-09-18 14:00:56,"1726 S 25TH ST,MKE",2,BATTERY DV,Service in Progress,"1726 S 25TH ST, MILWAUKEE, WI","{'lat': 43.01179, 'lng': -87.94461}",
1251,182611376-Service in Progress,182611376,2018-09-18 14:00:50,"749 W STATE ST,MKE",1,SPECIAL ASSIGN,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1252,182611374-Assignment Completed,182611374,2018-09-18 14:00:10,"9618 W FOND DU LAC AV,MKE",4,BUSINESS CHECK,Assignment Completed,"9618 W FOND DU LAC AV, MILWAUKEE, WI","{'lat': 43.133658, 'lng': -88.031546}",
1253,182611338-Assignment Completed,182611338,2018-09-18 13:46:22,"4001 W CLYBOURN ST,MKE",3,BUSINESS CHECK,Assignment Completed,"4001 W CLYBOURN ST, MILWAUKEE, WI","{'lat': 43.036378, 'lng': -87.964219}",
1254,182611322-Assignment Completed,182611322,2018-09-18 13:40:06,"4715 W VLIET ST,MKE",3,RETURN STATION,Assignment Completed,"4715 W VLIET ST,MILWAUKEE","{'lat': 43.048316, 'lng': -87.973303}",
1255,182611289-Assignment Completed,182611289,2018-09-18 13:29:45,"2920 N 4TH ST,MKE",5,RETURN STATION,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
1256,182611400-Service in Progress,182611400,2018-09-18 14:09:59,"245 W LINCOLN AV,MKE",2,ASSIGNMENT,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1257,182611397-Unable to Locate Complainant,182611397,2018-09-18 14:09:38,"1404 W GREENFIELD AV,MKE",2,IND EXPOSURE,Unable to Locate Complainant,"1404 W GREENFIELD AV, MILWAUKEE, WI","{'lat': 43.017324, 'lng': -87.9295}",
1258,182611102-Advised,182611102,2018-09-18 14:09:19,"1558 W CLEVELAND AV,MKE",2,TRBL W/SUBJ,Advised,"1558 W CLEVELAND AV, MILWAUKEE, WI","{'lat': 42.995851, 'lng': -87.932886}",
1259,182611398-Assignment Completed,182611398,2018-09-18 14:09:15,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
1260,182611393-Assignment Completed,182611393,2018-09-18 14:07:19,"1100 W HIGHLAND AV,MKE",1,FOLLOW UP,Assignment Completed,"1100 W HIGHLAND AV, MILWAUKEE, WI","{'lat': 43.044228, 'lng': -87.925575}",
1261,182611375-Service in Progress,182611375,2018-09-18 14:07:10,"820 E KNAPP ST,MKE",1,TRBL W/JUV,Service in Progress,"820 E KNAPP ST,MILWAUKEE","{'lat': 43.047521, 'lng': -87.901513}",
1262,182611391-Service in Progress,182611391,2018-09-18 14:07:06,"6680 N TEUTONIA AV,MKE",4,ASSIGNMENT,Service in Progress,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
1263,182611390-City Citation(s) Issued,182611390,2018-09-18 14:07:00,"6000 W OKLAHOMA AV,MKE",6,TRAFFIC STOP,City Citation(s) Issued,"6000 W OKLAHOMA AV, MILWAUKEE, WI","{'lat': 42.988944, 'lng': -87.988398}",
1264,182611387-Service in Progress,182611387,2018-09-18 14:05:50,"2401 S 8TH ST,MKE",2,SUBJ STOP,Service in Progress,"2401 S 8TH ST, MILWAUKEE, WI","{'lat': 43.001125, 'lng': -87.921494}",
1265,182611384-Service in Progress,182611384,2018-09-18 14:05:18,"5581 S QUALITY DR, CUDAHY",2,INVESTIGATION,Service in Progress,"5581 S QUALITY DR, CUDAHY, MILWAUKEE, WI","{'lat': 42.942881, 'lng': -87.854041}",
1266,182611363-Assignment Completed,182611363,2018-09-18 13:54:23,"4115 N 56TH ST,MKE",7,MEET GOVT AGENCY,Assignment Completed,"4115 N 56TH ST,MILWAUKEE","{'lat': 43.091323, 'lng': -87.984621}",
1267,182611333-Assignment Completed,182611333,2018-09-18 13:44:46,"3200 W PIERCE ST,MKE",2,PROBATION/PAROLE,Assignment Completed,"3200 W PIERCE ST, MILWAUKEE, WI","{'lat': 43.024281, 'lng': -87.954032}",
1268,182611272-To be Filed,182611272,2018-09-18 13:28:57,"8303 W BOBOLINK AV,MKE",4,BATTERY DV,To be Filed,"8303 W BOBOLINK AV, MILWAUKEE, WI","{'lat': 43.124833, 'lng': -88.014798}",
1269,182611417-Service in Progress,182611417,2018-09-18 14:14:32,"949 N 9TH ST,MKE",1,COURT DUTY,Service in Progress,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
1270,182611416-Advised,182611416,2018-09-18 14:13:39,"7828 W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised,"7828 W CAPITOL DR, MILWAUKEE, WI","{'lat': 43.090046, 'lng': -88.010073}",
1271,182611409-Service in Progress,182611409,2018-09-18 14:11:50,"2333 N 49TH ST,MKE",3,MED RUN,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
1272,182611407-Assignment Completed,182611407,2018-09-18 14:11:24,"N TEUTONIA AV / W BURLEIGH ST,MKE",5,INVESTIGATION,Assignment Completed,"N TEUTONIA AVE & W BURLEIGH ST, MILWAUKEE, WI","{'lat': 43.074492, 'lng': -87.931524}",
1273,182611406-Service in Progress,182611406,2018-09-18 14:10:46,"E CAPITOL DR / N HUMBOLDT BL,MKE",5,SPECIAL ASSIGN,Service in Progress,"E CAPITOL DR & N HUMBOLDT BL, MILWAUKEE, WI","{'lat': 43.089047, 'lng': -87.89117}",
1274,182611404-Service in Progress,182611404,2018-09-18 14:10:31,"2621 W NASH ST,MKE",5,TRAFFIC STOP,Service in Progress,"2621 W NASH ST, MILWAUKEE, WI","{'lat': 43.084576, 'lng': -87.946116}",
1275,182611361-Advised,182611361,2018-09-18 13:54:18,"1310 W ALBANY PL,MKE",5,CALL FOR POLICE,Advised,"1310 W ALBANY PL, MILWAUKEE, WI","{'lat': 43.070566, 'lng': -87.927822}",
