,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
1349,182601626-Service in Progress,182601626,2018-09-17 14:40:46,"S 71ST ST / W MAIN ST,MKE",3,FIGHT,Service in Progress,"S 71ST ST & W MAIN ST, MILWAUKEE, WI","{'lat': 43.028463, 'lng': -88.00085}",
1350,182601586-Advised,182601586,2018-09-17 14:40:30,"7500 W DEAN RD,MKE",4,THEFT,Advised,"7500 W DEAN RD, MILWAUKEE, WI","{'lat': 43.171518, 'lng': -88.000759}",
1351,182601545-Advised/Referral,182601545,2018-09-17 14:24:49,"2525 N SHERMAN BL,MKE",3,BATTERY,Advised/Referral,"2525 N SHERMAN BL, MILWAUKEE, WI","{'lat': 43.066061, 'lng': -87.968114}",
1352,182601518-Assignment Completed,182601518,2018-09-17 14:05:39,"2333 N 49TH ST,MKE",3,REPORTS,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
1353,182601311-To be Filed,182601311,2018-09-17 13:57:10,"7419 W FLORIST AV,MKE",4,PROPERTY DAMAGE,To be Filed,"7419 W FLORIST AV, MILWAUKEE, WI","{'lat': 43.12655, 'lng': -88.004034}",
1354,182601595-Service in Progress,182601595,2018-09-17 14:49:48,"3823 S CLEMENT AV,MKE",6,ENTRY,Service in Progress,"3823 S CLEMENT AV, MILWAUKEE, WI","{'lat': 42.975064, 'lng': -87.894804}",
1355,182601610-Service in Progress,182601610,2018-09-17 14:49:41,"2440 W STATE ST,MKE",3,PROPERTY DAMAGE,Service in Progress,"2440 W STATE ST, MILWAUKEE, WI","{'lat': 43.043479, 'lng': -87.944018}",
1356,182601654-Unable to Locate Complainant,182601654,2018-09-17 14:49:16,"1066 W GREENFIELD AV,MKE",2,WELFARE CITIZEN,Unable to Locate Complainant,"1066 W GREENFIELD AV, MILWAUKEE, WI","{'lat': 43.01719, 'lng': -87.924713}",
1357,182601621-Service in Progress,182601621,2018-09-17 14:47:23,"2902 N 1ST ST,MKE",5,WELFARE CITIZEN,Service in Progress,"2902 N 1ST ST, MILWAUKEE, WI","{'lat': 43.071291, 'lng': -87.910512}",
1358,182600967-Advised,182600967,2018-09-17 14:47:16,"1222 N MARSHALL ST,MKE",1,THEFT VEHICLE,Advised,"1222 N MARSHALL ST, MILWAUKEE, WI","{'lat': 43.045978, 'lng': -87.900848}",
1359,182601652-Service in Progress,182601652,2018-09-17 14:46:54,"901 N 9TH ST,MKE",1,SPECIAL ASSIGN,Service in Progress,"901 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
1360,182601651-Service in Progress,182601651,2018-09-17 14:46:40,"6929 W SILVER SPRING DR,MKE",4,SPECIAL ASSIGN,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
1361,182601648-Assignment Completed,182601648,2018-09-17 14:45:32,"2922 W VINE ST,MKE",3,BUSINESS CHECK,Assignment Completed,"2922 W VINE ST, MILWAUKEE, WI","{'lat': 43.055085, 'lng': -87.950601}",
1362,182601647-Assignment Completed,182601647,2018-09-17 14:45:31,"S 5TH PL / W BECHER ST,MKE",2,TRAFFIC HAZARD,Assignment Completed,"S 5TH PL & W BECHER ST, MILWAUKEE, WI","{'lat': 43.006476, 'lng': -87.917791}",
1363,182601643-Service in Progress,182601643,2018-09-17 14:45:09,"2447 N 26TH ST,MKE",3,ENTRY,Service in Progress,"2447 N 26TH ST, MILWAUKEE, WI","{'lat': 43.063437, 'lng': -87.946495}",
1364,182601555-Assignment Completed,182601555,2018-09-17 14:15:35,"949 N 9TH ST,MKE",1,CONVEY PROPERTY,Assignment Completed,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
1365,182601542-Open Investigation,182601542,2018-09-17 14:11:28,"2066 S 74TH ST,WA",5,FOLLOW UP,Open Investigation,"2066 S 74TH ST,WA, MILWAUKEE, WI","{'lat': 43.006676, 'lng': -88.004704}",
1366,182601672-Assignment Completed,182601672,2018-09-17 14:54:28,3000 W VINE,3,CITIZEN CONTACT,Assignment Completed,"3000 W VINE, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
1367,182601669-Assignment Completed,182601669,2018-09-17 14:53:35,"4750 N TEUTONIA AV,MKE",5,NON PURSUIT NO P,Assignment Completed,"4750 N TEUTONIA AV, MILWAUKEE, WI","{'lat': 43.103528, 'lng': -87.945852}",
1368,182601667-Service in Progress,182601667,2018-09-17 14:53:28,"2036 S 20TH ST,MKE",2,SUSP PERS/AUTO,Service in Progress,"2036 S 20TH ST, MILWAUKEE, WI","{'lat': 43.007565, 'lng': -87.937689}",
1369,182601664-Service in Progress,182601664,2018-09-17 14:53:18,"4109 N 50TH ST,MKE",7,THEFT,Service in Progress,"4109 N 50TH ST, MILWAUKEE, WI","{'lat': 43.091931, 'lng': -87.976085}",
1370,182601631-Service in Progress,182601631,2018-09-17 14:53:00,"3365 N BARTLETT AV,MKE",1,ENTRY AUTOS,Service in Progress,"3365 N BARTLETT AV, MILWAUKEE, WI","{'lat': 43.079067, 'lng': -87.889243}",
1371,182601668-Assignment Completed,182601668,2018-09-17 14:52:57,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1372,182601593-Advised,182601593,2018-09-17 14:52:53,"2305 N PROSPECT AV,MKE",1,TRBL W/SUBJ,Advised,"2305 N PROSPECT AV,MILWAUKEE","{'lat': 43.060923, 'lng': -87.883525}",
1373,182601665-Assignment Completed,182601665,2018-09-17 14:52:49,"1247 N WATER ST,MKE",1,BUSINESS CHECK,Assignment Completed,"1247 N WATER ST, MILWAUKEE, WI","{'lat': 43.04681, 'lng': -87.91144}",
1374,182601655-Service in Progress,182601655,2018-09-17 14:51:55,"N 76TH PL / W BROWN DEER RD,MKE",4,ACC PI,Service in Progress,"N 76TH PL & W BROWN DEER RD, MILWAUKEE, WI","{'lat': 43.177968, 'lng': -88.005389}",
1375,182601569-Advised,182601569,2018-09-17 14:51:48,"7121 W MOLTKE AV,MKE",7,POLICE ADMIN,Advised,"7121 W MOLTKE AV, MILWAUKEE, WI","{'lat': 43.074141, 'lng': -88.001269}",
1376,182601564-Service in Progress,182601564,2018-09-17 14:50:35,"4843 S 24TH ST,MKE",6,WELFARE CITIZEN,Service in Progress,"4843 S 24TH ST, MILWAUKEE, WI","{'lat': 42.956569, 'lng': -87.945301}",
1377,182601625-Assignment Completed,182601625,2018-09-17 14:37:50,"6680 N TEUTONIA AV,MKE",4,RETURN STATION,Assignment Completed,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
1378,182601323-Open Investigation,182601323,2018-09-17 14:30:08,"2816 W CLARKE ST,MKE",3,TRBL W/JUV,Open Investigation,"2816 W CLARKE ST, MILWAUKEE, WI","{'lat': 43.066962, 'lng': -87.949185}",
1379,182601583-Advised,182601583,2018-09-17 14:24:15,"2174 S 10TH ST,MKE",2,SUBJ STOP,Advised,"2174 S 10TH ST, MILWAUKEE, WI","{'lat': 43.005083, 'lng': -87.924504}",
1380,182601571-Assignment Completed,182601571,2018-09-17 14:21:48,"2500 W KINNICKINNIC RIVER PK,MKE",6,SCHL MONITORING,Assignment Completed,"2500 W KINNICKINNIC RIVER PK, MILWAUKEE, WI","{'lat': 42.990414, 'lng': -87.944926}",
1381,182601527-Assignment Completed,182601527,2018-09-17 14:08:39,"2920 N 4TH ST,MKE",5,STOLEN VEHICLE,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
1382,182601602-Service in Progress,182601602,2018-09-17 14:59:01,"9000 W WISCONSIN AV,MKE",3,ABAND/STOLEN PRO,Service in Progress,"9000 W WISCONSIN AV,MILWAUKEE","{'lat': 43.041116, 'lng': -88.024519}",
1383,182601683-Service in Progress,182601683,2018-09-17 14:58:29,"2920 N 4TH ST,MKE",5,RETURN STATION,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
1384,182601635-Advised,182601635,2018-09-17 14:57:48,"4701 W MILL RD,MKE",4,TRBL W/SUBJ,Advised,"4701 W MILL RD, MILWAUKEE, WI","{'lat': 43.13352, 'lng': -87.971706}",
1385,182601678-Service in Progress,182601678,2018-09-17 14:56:42,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
1386,182601677-Assignment Completed,182601677,2018-09-17 14:56:17,"5914 W APPLETON AV,MKE",7,RETURN STATION,Assignment Completed,"5914 W APPLETAV, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
1387,182601676-Assignment Completed,182601676,2018-09-17 14:56:12,"3258 N 12TH ST,MKE",5,GAS LEAK,Assignment Completed,"3258 N 12TH ST, MILWAUKEE, WI","{'lat': 43.077971, 'lng': -87.925733}",
1388,182601675-Service in Progress,182601675,2018-09-17 14:55:22,"2103 E OKLAHOMA AV,MKE",6,PROBATION/PAROLE,Service in Progress,"2103 E OKLAHOMA AV, MILWAUKEE, WI","{'lat': 42.988014, 'lng': -87.883422}",
1389,182601674-Service in Progress,182601674,2018-09-17 14:55:14,"749 W STATE ST,MKE",1,PRISONER TRANS,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1390,182601657-Advised,182601657,2018-09-17 14:55:09,"1541 S 10TH ST,MKE",2,TRBL W/SUBJ,Advised,"1541 S 10TH ST, MILWAUKEE, WI","{'lat': 43.015114, 'lng': -87.924323}",
1391,182601643-Advised/Referral,182601643,2018-09-17 14:45:09,"2447 N 26TH ST,MKE",3,ENTRY,Advised/Referral,"2447 N 26TH ST, MILWAUKEE, WI","{'lat': 43.063437, 'lng': -87.946495}",
1392,182601626-Assignment Completed,182601626,2018-09-17 14:40:46,"S 71ST ST / W MAIN ST,MKE",3,ACC PI,Assignment Completed,"S 71ST ST & W MAIN ST, MILWAUKEE, WI","{'lat': 43.028463, 'lng': -88.00085}",
1393,182601580-To be Filed,182601580,2018-09-17 14:23:49,"5000 W CHAMBERS ST,MKE",7,FOLLOW UP,To be Filed,"5000 W CHAMBERS ST,MILWAUKEE","{'lat': 43.074293, 'lng': -87.975935}",
1394,182601616-Service in Progress,182601616,2018-09-17 15:04:49,"700 W MICHIGAN ST,MKE",1,TRBL W/SUBJ,Service in Progress,"700 W MICHIGAN ST,MILWAUKEE","{'lat': 30.507577, 'lng': -90.469627}",
1395,182601705-Service in Progress,182601705,2018-09-17 15:04:21,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
1396,182601698-Service in Progress,182601698,2018-09-17 15:03:42,"616 W CHAMBERS ST,MKE",5,CALL FOR POLICE,Service in Progress,"616 W CHAMBERS ST, MILWAUKEE, WI","{'lat': 43.073286, 'lng': -87.918877}",
1397,182601702-Assignment Completed,182601702,2018-09-17 15:03:32,"N 64TH ST / W MILL RD,MKE",4,TRAFFIC HAZARD,Assignment Completed,"N 64TH ST & W MILL RD,MILWAUKEE","{'lat': 43.131847, 'lng': -87.990884}",
1398,182601697-Service in Progress,182601697,2018-09-17 15:02:30,"245 W LINCOLN AV,MKE",2,REPORTS,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1399,182601696-Service in Progress,182601696,2018-09-17 15:02:15,"901 N 9TH ST,MKE",1,CITIZEN CONVEY,Service in Progress,"901 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
1400,182601688-Assignment Completed,182601688,2018-09-17 15:00:13,"5600 W CAPITOL DR,MKE",7,RETURN STATION,Assignment Completed,"5600 W CAPITOL DR,MILWAUKEE","{'lat': 43.089303, 'lng': -88.052286}",
1401,182601667-Advised,182601667,2018-09-17 14:53:28,"2036 S 20TH ST,MKE",2,SUSP PERS/AUTO,Advised,"2036 S 20TH ST, MILWAUKEE, WI","{'lat': 43.007565, 'lng': -87.937689}",
1402,182601631-To be Filed,182601631,2018-09-17 14:53:00,"3365 N BARTLETT AV,MKE",1,ENTRY AUTOS,To be Filed,"3365 N BARTLETT AV, MILWAUKEE, WI","{'lat': 43.079067, 'lng': -87.889243}",
1403,182601713-Service in Progress,182601713,2018-09-17 15:09:14,"509 N 25TH ST,MKE",3,BATTERY,Service in Progress,"509 N 25TH ST, MILWAUKEE, WI","{'lat': 43.036375, 'lng': -87.945141}",
1404,182601709-Service in Progress,182601709,2018-09-17 15:08:20,"N 20TH ST / W NORTH AV,MKE",3,BATTERY,Service in Progress,"N 20TH ST & W NORTH AV, MILWAUKEE, WI","{'lat': 43.059576, 'lng': -87.937617}",
1405,182601638-Service in Progress,182601638,2018-09-17 15:06:48,"107 E VINE ST,MKE",5,ENTRY AUTOS,Service in Progress,"107 E VINE ST, MILWAUKEE, WI","{'lat': 43.05368, 'lng': -87.911199}",
1406,182601700-Service in Progress,182601700,2018-09-17 15:06:33,"2167 S 14TH ST,MKE",2,BATTERY DV,Service in Progress,"2167 S 14TH ST, MILWAUKEE, WI","{'lat': 43.005025, 'lng': -87.930052}",
1407,182601708-Service in Progress,182601708,2018-09-17 15:05:41,"245 W LINCOLN AV,MKE",2,ASSIGNMENT,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1408,182601707-Service in Progress,182601707,2018-09-17 15:05:22,"245 W LINCOLN AV,MKE",2,PROPERTY PICKUP,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1409,182601705-Assignment Completed,182601705,2018-09-17 15:04:21,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
1410,182601683-Assignment Completed,182601683,2018-09-17 14:58:29,"2920 N 4TH ST,MKE",5,RETURN STATION,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
1411,182601664-Advised,182601664,2018-09-17 14:53:18,"4109 N 50TH ST,MKE",7,THEFT,Advised,"4109 N 50TH ST, MILWAUKEE, WI","{'lat': 43.091931, 'lng': -87.976085}",
1412,182601564-Advised,182601564,2018-09-17 14:50:35,"4843 S 24TH ST,MKE",6,WELFARE CITIZEN,Advised,"4843 S 24TH ST, MILWAUKEE, WI","{'lat': 42.956569, 'lng': -87.945301}",
1413,182601621-Advised,182601621,2018-09-17 14:47:23,"2902 N 1ST ST,MKE",5,WELFARE CITIZEN,Advised,"2902 N 1ST ST, MILWAUKEE, WI","{'lat': 43.071291, 'lng': -87.910512}",
1414,182601604-Assignment Completed,182601604,2018-09-17 14:31:02,"1615 E LOCUST ST,MKE",1,SCHL MONITORING,Assignment Completed,"1615 E LOCUST ST,MILWAUKEE","{'lat': 43.070368, 'lng': -87.890329}",
1415,182601733-Service in Progress,182601733,2018-09-17 15:14:08,"3500 W BURLEIGH ST,MKE",7,PARK AND WALK,Service in Progress,"3500 W BURLEIGH ST, MILWAUKEE, WI","{'lat': 43.075411, 'lng': -87.958111}",
1416,182601730-Advised,182601730,2018-09-17 15:13:58,"4514 N 60TH ST,MKE",7,TRAFFIC STOP,Advised,"4514 N 60TH ST, MILWAUKEE, WI","{'lat': 43.099554, 'lng': -87.986248}",
1417,182601191-Service in Progress,182601191,2018-09-17 15:13:46,"2627 W CAPITOL DR,MKE",5,TRBL W/SUBJ,Service in Progress,"2627 W CAPITOL DR,MILWAUKEE","{'lat': 43.0894, 'lng': -87.946558}",
1418,182601726-Service in Progress,182601726,2018-09-17 15:13:07,"3875 N 15TH ST,MKE",5,TRAFFIC STOP,Service in Progress,"3875 N 15TH ST, MILWAUKEE, WI","{'lat': 43.087321, 'lng': -87.929765}",
1419,182601724-Service in Progress,182601724,2018-09-17 15:12:37,"4733 W VLIET ST,MKE",3,RETURN STATION,Service in Progress,"4733 W VLIET ST, MILWAUKEE, WI","{'lat': 43.048316, 'lng': -87.973303}",
1420,182601723-Service in Progress,182601723,2018-09-17 15:12:29,"700 S 4TH ST,MKE",2,PROPERTY PICKUP,Service in Progress,"700 S 4TH ST,MILWAUKEE","{'lat': 43.023721, 'lng': -87.91465}",
1421,182601722-Assignment Completed,182601722,2018-09-17 15:12:09,"5201 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed,"5201 W SILVER SPRING DR, MILWAUKEE, WI","{'lat': 43.119045, 'lng': -87.977764}",
1422,182601634-Service in Progress,182601634,2018-09-17 15:11:41,"N 9TH ST / W GALENA PL,MKE",5,ENTRY AUTOS,Service in Progress,"N 9TH ST & W GALENA PL, MILWAUKEE, WI","{'lat': 43.050775, 'lng': -87.92293}",
1423,182601716-City Citation(s) Issued,182601716,2018-09-17 15:10:08,"5314 W BLUE MOUND RD,MKE",3,TRAFFIC STOP,City Citation(s) Issued,"5314 W BLUE MOUND RD, MILWAUKEE, WI","{'lat': 43.036891, 'lng': -87.980344}",
1424,182601745-Service in Progress,182601745,2018-09-17 15:18:48,"6683 N INDUSTRIAL RD,MKE",4,SPECIAL ASSIGN,Service in Progress,"6683 N INDUSTRIAL RD, MILWAUKEE, WI","{'lat': 43.139796, 'lng': -87.997029}",
1425,182601742-Service in Progress,182601742,2018-09-17 15:17:57,"749 W STATE ST,MKE",1,FOLLOW UP,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1426,182601741-Assignment Completed,182601741,2018-09-17 15:17:47,"6680 N TEUTONIA AV,MKE",4,RETURN STATION,Assignment Completed,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
1427,182601588-Service in Progress,182601588,2018-09-17 15:17:33,"3920 W GOOD HOPE RD,MKE",4,ENTRY,Service in Progress,"3920 W GOOD HOPE RD, MILWAUKEE, WI","{'lat': 43.149029, 'lng': -87.960652}",
1428,182601740-City Citation(s) Issued,182601740,2018-09-17 15:17:23,"3501 W FOREST HOME AV,MKE",6,TRAFFIC STOP,City Citation(s) Issued,"3501 W FOREST HOME AV,MILWAUKEE","{'lat': 42.994329, 'lng': -87.958745}",
1429,182601659-Unable to Locate Complainant,182601659,2018-09-17 15:16:44,"2394 E NORTH AV,MKE",1,TRBL W/SUBJ,Unable to Locate Complainant,"2394 E NORTH AV, MILWAUKEE, WI","{'lat': 43.060255, 'lng': -87.880602}",
1430,182601737-Service in Progress,182601737,2018-09-17 15:16:26,"2305 S 11TH ST,MKE",2,SUBJ STOP,Service in Progress,"2305 S 11TH ST, MILWAUKEE, WI","{'lat': 43.002579, 'lng': -87.926133}",
1431,182601649-Service in Progress,182601649,2018-09-17 15:16:23,"1857 E KENILWORTH PL,MKE",1,ENTRY,Service in Progress,"1857 E KENILWORTH PL, MILWAUKEE, WI","{'lat': 43.059387, 'lng': -87.887177}",
1432,182601736-Service in Progress,182601736,2018-09-17 15:16:03,"4916 N 56TH ST,MKE",7,SUBJ WANTED,Service in Progress,"4916 N 56TH ST, MILWAUKEE, WI","{'lat': 43.106941, 'lng': -87.982124}",
1433,182601717-Service in Progress,182601717,2018-09-17 15:15:53,"S 5TH PL / W ARTHUR AV,MKE",2,ACC PI,Service in Progress,"S 5TH PL & W ARTHUR AV, MILWAUKEE, WI","{'lat': 42.999179, 'lng': -87.917921}",
1434,182601727-Service in Progress,182601727,2018-09-17 15:15:21,"324 S 2ND ST,MKE",1,ENTRY AUTOS,Service in Progress,"324 S 2ND ST, MILWAUKEE, WI","{'lat': 43.027605, 'lng': -87.912098}",
1435,182601733-Assignment Completed,182601733,2018-09-17 15:14:08,"3500 W BURLEIGH ST,MKE",7,PARK AND WALK,Assignment Completed,"3500 W BURLEIGH ST, MILWAUKEE, WI","{'lat': 43.075411, 'lng': -87.958111}",
1436,182601710-Unable to Locate Complainant,182601710,2018-09-17 15:24:46,"2278 N 24TH ST,MKE",3,CALL FOR POLICE,Unable to Locate Complainant,"2278 N 24TH ST, MILWAUKEE, WI","{'lat': 43.060252, 'lng': -87.942429}",
1437,182601768-Service in Progress,182601768,2018-09-17 15:24:28,"3626 W FOND DU LAC AV,MKE",7,FOLLOW UP,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
1438,182601767-Service in Progress,182601767,2018-09-17 15:24:24,"3359 N 77TH ST,MKE",7,FOLLOW UP,Service in Progress,"3359 N 77TH ST, MILWAUKEE, WI","{'lat': 43.080216, 'lng': -88.008823}",
1439,182601763-Service in Progress,182601763,2018-09-17 15:23:21,"215 N 35TH ST,MKE",3,ASSIGNMENT,Service in Progress,"215 N 35TH ST, MILWAUKEE, WI","{'lat': 43.033172, 'lng': -87.958031}",
1440,182601645-Service in Progress,182601645,2018-09-17 15:23:07,"7501 N GRANVILLE RD,MKE",4,BATTERY,Service in Progress,"7501 N GRANVILLE RD,MILWAUKEE","{'lat': 43.154667, 'lng': -88.031901}",
1441,182601448-Service in Progress,182601448,2018-09-17 15:22:49,"3414 N 18TH ST,MKE",5,TRBL W/SUBJ,Service in Progress,"3414 N 18TH ST, MILWAUKEE, WI","{'lat': 43.080566, 'lng': -87.933044}",
1442,182601297-Service in Progress,182601297,2018-09-17 15:22:22,"3811 W MEINECKE AV,MKE",3,THEFT,Service in Progress,"3811 W MEINECKE AV, MILWAUKEE, WI","{'lat': 43.061756, 'lng': -87.96159}",
1443,182601756-Assignment Completed,182601756,2018-09-17 15:22:00,"2800 W WELLS ST,MKE",3,PROBATION/PAROLE,Assignment Completed,"2800 W WELLS ST, MILWAUKEE, WI","{'lat': 43.040123, 'lng': -87.949}",
1444,182601287-Service in Progress,182601287,2018-09-17 15:21:44,"2841 W HIGHLAND BL,MKE",3,TRBL W/SUBJ,Service in Progress,"2841 W HIGHLAND BL, MILWAUKEE, WI","{'lat': 43.044152, 'lng': -87.950158}",
1445,182601405-Service in Progress,182601405,2018-09-17 15:21:14,"2463 N BUFFUM ST,MKE",5,TRBL W/JUV,Service in Progress,"2463 N BUFFUM ST,MILWAUKEE","{'lat': 43.062956, 'lng': -87.907121}",
1446,182601748-Assignment Completed,182601748,2018-09-17 15:20:01,"6680 N TEUTONIA AV,MKE",4,RETURN STATION,Assignment Completed,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
1447,182601736-Assignment Completed,182601736,2018-09-17 15:16:03,"4916 N 56TH ST,MKE",7,SUBJ WANTED,Assignment Completed,"4916 N 56TH ST, MILWAUKEE, WI","{'lat': 43.106941, 'lng': -87.982124}",
1448,182601726-City Citation(s) Issued,182601726,2018-09-17 15:13:07,"3875 N 15TH ST,MKE",5,TRAFFIC STOP,City Citation(s) Issued,"3875 N 15TH ST, MILWAUKEE, WI","{'lat': 43.087321, 'lng': -87.929765}",
1449,182601698-Unable to Locate Complainant,182601698,2018-09-17 15:03:42,"616 W CHAMBERS ST,MKE",5,CALL FOR POLICE,Unable to Locate Complainant,"616 W CHAMBERS ST, MILWAUKEE, WI","{'lat': 43.073286, 'lng': -87.918877}",
1450,182601678-To be Filed,182601678,2018-09-17 14:56:42,"3626 W FOND DU LAC AV,MKE",7,REPORTS,To be Filed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
1451,182601615-Open Investigation,182601615,2018-09-17 14:39:16,"2030 S 13TH ST,MKE",2,THEFT,Open Investigation,"2030 S 13TH ST, MILWAUKEE, WI","{'lat': 43.007545, 'lng': -87.927858}",
1452,182601568-Assignment Completed,182601568,2018-09-17 14:36:46,"4800 W WISCONSIN AV,MKE",3,SUSP PERS/AUTO,Assignment Completed,"4800 W WISCONSIN AV, MILWAUKEE, WI","{'lat': 43.038926, 'lng': -87.974085}",
1453,182601606-To be Filed,182601606,2018-09-17 14:31:19,"8000 W CONGRESS ST,MKE",7,TRAFFIC CONTROL,To be Filed,"8000 W CONGRESS ST, MILWAUKEE, WI","{'lat': 43.097426, 'lng': -88.012375}",
1454,182601779-City Citation(s) Issued,182601779,2018-09-17 15:29:11,"5120 W BLUE MOUND RD,MKE",3,TRAFFIC STOP,City Citation(s) Issued,"5120 W BLUE MOUND RD, MILWAUKEE, WI","{'lat': 43.036907, 'lng': -87.978281}",
1455,182601775-Service in Progress,182601775,2018-09-17 15:27:38,"N 27TH ST / W ST PAUL AV,MKE",3,ACC PDO,Service in Progress,"N 27TH ST & W ST PAUL AV, MILWAUKEE, WI","{'lat': 43.03478, 'lng': -87.947741}",
1456,182601770-City Citation(s) Issued,182601770,2018-09-17 15:25:40,"8400 W BURLEIGH ST,MKE",7,BUSINESS CHECK,City Citation(s) Issued,"8400 W BURLEIGH ST, MILWAUKEE, WI","{'lat': 43.07615, 'lng': -88.01871}",
1457,182601769-To be Filed,182601769,2018-09-17 15:25:19,"4932 N 49TH ST,MKE",7,PROBATION/PAROLE,To be Filed,"4932 N 49TH ST, MILWAUKEE, WI","{'lat': 43.107261, 'lng': -87.973471}",
1458,182601616-Advised,182601616,2018-09-17 15:04:49,"700 W MICHIGAN ST,MKE",1,TRBL W/SUBJ,Advised,"700 W MICHIGAN ST,MILWAUKEE","{'lat': 30.507577, 'lng': -90.469627}",
1459,182601633-Advised,182601633,2018-09-17 14:44:54,"2105 W MITCHELL ST,MKE",2,TRBL W/SUBJ,Advised,"2105 W MITCHELL ST, MILWAUKEE, WI","{'lat': 43.012126, 'lng': -87.939742}",
1460,182601620-To be Filed,182601620,2018-09-17 14:35:34,"245 W LINCOLN AV,MKE",2,REPORTS,To be Filed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1461,182601788-Assignment Completed,182601788,2018-09-17 15:33:48,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
1462,182601786-Service in Progress,182601786,2018-09-17 15:33:10,"3308 W ST PAUL AV,MKE",3,PROBATION/PAROLE,Service in Progress,"3308 W ST PAUL AV, MILWAUKEE, WI","{'lat': 43.034931, 'lng': -87.955341}",
1463,182601785-Service in Progress,182601785,2018-09-17 15:33:08,OBAMA HS,OCOE,SCHL MONITORING,Service in Progress,"OBAMA HS, MILWAUKEE, WI","{'lat': 43.011264, 'lng': -87.958409}",
1464,182601750-Service in Progress,182601750,2018-09-17 15:32:57,"3200 W RAMSEY AV,MKE",6,SUSP PERS/AUTO,Service in Progress,"3200 W RAMSEY AV, MILWAUKEE, WI","{'lat': 42.937474, 'lng': -87.955479}",
1465,182601782-Assignment Completed,182601782,2018-09-17 15:31:58,"2400 W LINCOLN AV,MKE",2,BUSINESS CHECK,Assignment Completed,"2400 W LINCOLN AV, MILWAUKEE, WI","{'lat': 43.003525, 'lng': -87.944533}",
1466,182601767-Assignment Completed,182601767,2018-09-17 15:24:24,"3359 N 77TH ST,MKE",7,FOLLOW UP,Assignment Completed,"3359 N 77TH ST, MILWAUKEE, WI","{'lat': 43.080216, 'lng': -88.008823}",
1467,182601448-Unable to Locate Complainant,182601448,2018-09-17 15:22:49,"3414 N 18TH ST,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant,"3414 N 18TH ST, MILWAUKEE, WI","{'lat': 43.080566, 'lng': -87.933044}",
